Unnamed: 0,time_sec,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,grf_vert_peak,contact_ratio,flight_time,stride_angle,kleg,kvert,grf_vert,grf_horiz,swing_force_rate,total_force_rate,vo2,time_max_fs,time_fs_mpv,time_mpv_mp,time_mp_to,time_to_min,time_swing,medial_lateral_gs,braking_gs_amp,impact_gs_amp,vertical_speed,elevation_gain,swing_excursion,yaw_excursion_fs_mp,yaw_excursion_mp_to,yaw_excursion_swing,stance_velocity_max_fs_mp,stance_velocity_max_mp_to,temperature,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,time_min,timestamp,foot
0,0.0499999999999998,5.0,,180.4511,,217.0,34.6386,0.0,15.2374,12.6094,8.5547,14.0,-8.2344,850.2808,4.129,65.2632,115.0,,,,45.2074,,,,,177.0,10.0,22.0,185.0,119.0,255.0,0.6602,2.4375,3.4375,0.0,42.5,66.6875,1.4844,8.9219,16.0781,1044.6777,755.6152,23.0,,-13.75,2.0,38.7813,0.1286333333333333,10110.0,l
1,0.4199999999999999,2.0,3.432,163.4877,6.1044,548.0,0.0,227.0,0.0998,0.0859,0.0508,11.0,5.3594,212.9517,0.6788,149.3188,-181.0,3.0137,0.6997,0.0,17.9015,13.5003,3.4422,175.1674,79.0003,34.0,107.0,50.0,391.0,4.0,182.0,0.2227,0.4375,1.5,0.0,,3.75,-1.8438,0.6719,-1.7188,582.1533,487.5488,,3.0522,2.2031,7.7188,3.5469,0.0870666666666666,5224.0,r
2,0.7149999999999999,6.0,,181.8182,,234.0,29.0909,0.0,18.0943,14.9219,10.2344,5.0,-16.0156,927.2461,3.641,70.9091,96.0,,,,41.9231,,,,,122.0,29.0,46.0,159.0,155.0,257.0,0.7188,8.6875,5.25,-16.1016,43.0,92.5,5.25,4.8438,16.0781,1403.5034,559.4482,23.0,,-10.625,23.5938,41.7656,0.1397166666666666,10775.0,l
3,1.154,3.0,2.0584,152.2843,3.5894,552.0,0.0,135.0,0.3424,0.2891,0.1836,10.0,0.6563,60.5469,0.8551,140.1015,-158.0,3.9031,34.0135,0.0,17.7717,4.2326,1.3343,74.7326,31.384,52.0,129.0,85.0,338.0,37.0,127.0,0.2031,0.3125,1.3125,-0.4258,,1.3438,-1.9063,-0.7813,-1.6875,324.585,508.1787,,1.7947,-1.1875,9.5469,0.5781,0.0993,5958.0,r
4,1.375,7.0,,181.2689,,221.0,33.2326,0.0,18.9162,15.75,10.4766,6.0,-21.3125,860.9619,3.991,66.7674,110.0,,,,44.3891,,,,,132.0,24.0,44.0,153.0,167.0,248.0,0.2031,8.0625,4.25,-9.832,42.75,98.7031,-0.8906,2.5781,21.7813,1281.6772,630.5542,23.0,,-0.5156,19.6563,49.4375,0.1507166666666666,11435.0,l
5,1.9419999999999995,4.0,1.3697,238.0952,2.3221,276.0,0.0,89.0,0.3092,0.2773,0.1367,16.0,-2.2344,12.0239,1.6522,109.5238,-24.0,0.1394,38.0236,184.1326,35.5435,2.4885,1.0516,77.047,32.4813,44.0,83.0,60.0,133.0,4.0,188.0,0.0664,0.0625,0.3125,-0.125,,1.125,3.0313,-1.7031,0.75,76.9653,93.689,,1.1611,2.3594,-5.1875,0.6094,0.1124333333333333,6746.0,r
6,2.037000000000001,8.0,,175.6955,,217.0,36.3636,0.0,19.3643,15.75,11.2656,7.0,-20.2656,875.8545,4.2949,63.5432,124.0,,,,45.2074,,,,,115.0,22.0,44.0,151.0,177.0,259.0,0.668,8.8125,3.5625,-9.3008,42.75,93.0781,-4.0625,5.1406,18.7031,1592.5293,630.7983,23.0,,0.0938,18.5625,50.3281,0.16175,12097.0,l
7,2.446,5.0,1.1099,64.5856,1.8577,1458.0,0.0,72.0,0.145,0.1289,0.0664,12.0,3.1875,6.5918,0.5487,156.9429,-529.0,55.914,0.0,0.0,6.7284,2.8792,3.2965,117.1412,51.49,190.0,110.0,24.0,1324.0,135.0,265.0,0.1758,0.0,0.0625,0.2617,,17.8594,-0.7969,3.6094,6.4375,21.4844,291.8701,,0.9288,-9.6406,4.375,13.7656,0.1208333333333333,7250.0,r
8,2.7200000000000006,9.0,,175.9531,,225.0,34.0176,0.0,17.5038,15.75,7.6367,7.0,-17.4375,913.4521,4.0622,65.9824,116.0,,,,43.6,,,,,129.0,22.0,42.0,161.0,149.0,265.0,0.6836,6.4375,5.375,-2.6211,43.5,90.2656,-4.1094,7.8906,10.9375,1243.4082,741.8213,23.0,,-1.125,18.6875,62.6406,0.1731333333333333,12780.0,l
9,3.402000000000001,10.0,,169.9717,,230.0,34.8442,0.0,18.8236,15.75,10.3086,5.0,-15.6406,739.6851,4.1391,65.1558,123.0,,,,42.6522,,,,,90.0,41.0,30.0,159.0,165.0,283.0,1.0313,7.25,9.1875,-1.8945,42.5,93.3125,-5.0781,2.1875,8.1094,1493.4692,756.897,23.0,,-5.4063,23.9375,55.8906,0.1845,13462.0,l
10,4.1080000000000005,11.0,,175.4386,,229.0,33.0409,0.0,18.2476,15.75,9.2148,5.0,-16.3594,798.7061,3.9738,66.9591,113.0,,,,42.8384,,,,,112.0,24.0,41.0,164.0,167.0,260.0,0.8672,7.4375,5.4375,-1.8789,42.5,95.5625,-7.0469,-1.0469,5.4063,1436.5845,647.4609,23.0,,-3.4688,22.75,57.8438,0.1962666666666666,14168.0,l
11,4.303999999999999,6.0,1.1335,158.1028,1.5468,377.0,0.5277,75.0,3.2032,0.0156,3.2031,6.0,-7.9531,104.0649,2.0265,99.3412,2.0,0.0015,14.692,21.6153,26.0212,2.067,0.5302,50.1955,19.751,43.0,60.0,73.0,244.0,60.0,288.0,0.3594,2.5625,0.5,0.2617,,81.2031,-3.125,-10.9375,-17.75,161.6821,936.7065,,0.7734,-9.9375,20.5781,77.9063,0.1518,9108.0,r
12,4.792000000000002,12.0,,171.6738,,239.0,31.5186,0.0,19.058,15.75,10.7305,6.0,-15.0,741.5771,3.8494,68.3834,110.0,,,,41.046,,,,,101.0,20.0,46.0,173.0,155.0,273.0,0.918,7.6875,5.1875,-2.2695,42.5,93.0156,-7.375,4.3594,5.8906,1369.3848,751.0376,23.0,,-7.5781,20.3281,64.4375,0.2076666666666666,14852.0,l
13,5.062999999999999,7.0,1.2398,192.0,1.3264,207.0,33.6538,86.0,13.0261,10.2188,8.0781,11.0,-13.4219,549.6826,4.0386,66.24,105.0,4.6618,23.9161,26.386,47.3913,2.2368,0.4945,71.1722,29.6961,200.0,14.0,52.0,141.0,121.0,240.0,1.418,3.9375,5.3125,0.2617,,84.5781,2.0781,-12.5313,-29.6406,664.1846,766.9678,,0.6632,-3.3438,8.3594,57.3906,0.1644499999999999,9867.0,r
14,5.491,13.0,3.5678,172.4138,2.4209,221.0,36.4943,416.0,18.2005,15.75,9.1211,5.0,-15.9375,780.8228,4.2986,63.5057,127.0,3.7394,12.3484,22.2908,44.3891,6.7922,1.2393,108.7361,47.5052,99.0,24.0,46.0,151.0,171.0,277.0,1.3945,7.25,4.25,-1.7695,42.5,98.8281,-8.9844,-0.9688,1.0313,1265.8081,702.1484,23.5,1.2104,-3.8125,22.9219,56.7813,0.2193166666666666,15551.0,l
15,5.687999999999999,8.0,1.287,177.2526,1.2004,208.0,38.4615,96.0,15.5618,12.6367,9.082,11.0,-17.5313,950.8667,4.5096,61.4476,130.0,7.8634,22.4089,24.504,47.1635,2.3233,0.4376,69.586,28.9441,143.0,11.0,46.0,151.0,165.0,252.0,0.6641,8.6875,3.875,-3.3086,,102.0938,2.2813,-15.9688,-29.6406,1085.2661,641.7847,,0.6002,-4.0313,8.1719,54.0469,0.1748666666666666,10492.0,r
