Unnamed: 0,time_sec,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,grf_vert_peak,contact_ratio,flight_time,stride_angle,kleg,kvert,grf_vert,grf_horiz,swing_force_rate,total_force_rate,vo2,time_max_fs,time_fs_mpv,time_mpv_mp,time_mp_to,time_to_min,time_swing,medial_lateral_gs,braking_gs_amp,impact_gs_amp,vertical_speed,elevation_gain,swing_excursion,yaw_excursion_fs_mp,yaw_excursion_mp_to,yaw_excursion_swing,stance_velocity_max_fs_mp,stance_velocity_max_mp_to,temperature,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,time_min,timestamp,foot
0,0.0489999999999994,7.0,,158.5205,,266.0,29.6296,0.0,14.2105,4.7461,13.3945,13.0,-9.6875,429.8096,3.6917,70.2774,112.0,,,,36.8797,,,,,81.0,42.0,23.0,201.0,143.0,278.0,0.4883,6.4375,2.4375,-1.0469,61.0,96.4844,1.3125,9.0313,-2.2344,524.5972,775.2075,22.5,,-3.9063,4.0313,68.8125,0.242,36555.0,r
1,0.3979999999999997,7.0,,157.8947,,275.0,27.6316,0.0,16.0321,9.668,12.7891,16.0,-4.3281,350.4639,3.5273,72.3684,105.0,,,,35.6727,,,,,61.0,18.0,40.0,217.0,153.0,279.0,1.0234,10.0,8.0,0.0,59.5,81.6406,-1.0625,-5.4844,4.4844,1259.0332,744.2017,22.5,,-5.2656,-7.1094,59.5156,0.32475,37180.0,l
2,0.8059999999999992,8.0,,164.8352,,236.0,35.1648,0.0,14.2853,11.8086,8.0391,16.0,-10.625,503.3569,4.1695,64.8352,128.0,,,,41.5678,,,,,97.0,20.0,28.0,188.0,161.0,274.0,1.5625,5.8125,8.4375,-1.5898,61.0,105.0156,-2.3594,10.9375,-3.1719,690.0024,684.6313,22.5,,-5.6563,-6.0,58.2969,0.2546166666666666,37312.0,r
3,1.1579999999999977,8.0,,165.7459,,247.0,31.768,0.0,11.8899,7.0977,9.5391,16.0,-10.2813,723.7549,3.8623,68.232,115.0,,,,39.7166,,,,,107.0,16.0,22.0,209.0,143.0,271.0,0.7852,7.0625,6.3125,-20.4648,59.5,109.2344,-0.4688,-3.3906,19.625,914.1235,787.7808,22.5,,-15.4688,-6.8438,62.2656,0.3374166666666667,37940.0,l
4,1.533999999999999,9.0,,165.9751,,415.0,0.0,0.0,8.7251,7.4609,4.5234,16.0,-13.4844,549.1333,1.4843,114.7994,-54.0,,,,23.6386,,,,,99.0,18.0,25.0,372.0,1.0,253.0,0.1133,3.4375,5.75,-1.7227,60.25,141.7969,-1.1094,-7.0781,-3.2031,622.2534,679.7485,22.5,,-10.4844,-3.4688,141.9063,0.26675,38040.0,r
5,1.881999999999998,9.0,,162.1622,,285.0,22.973,0.0,10.8235,7.1641,8.1133,16.0,-12.3125,1061.5845,3.193,77.027,85.0,,,,34.4211,,,,,83.0,18.0,16.0,251.0,147.0,253.0,1.4141,6.25,4.75,-17.7813,59.5,123.1875,1.8594,1.9375,22.5469,1089.5996,798.645,22.5,,-20.2969,-5.2031,67.7813,0.3494833333333333,38664.0,l
6,2.256999999999998,10.0,,161.7251,,237.0,36.1186,0.0,13.0085,9.3398,9.0547,16.0,-11.625,610.9009,4.2616,63.8814,134.0,,,,41.3924,,,,,61.0,22.0,14.0,201.0,204.0,266.0,0.6563,6.625,6.375,-1.8281,60.25,143.3906,-0.0156,-1.4688,-7.1719,732.9712,711.853,22.5,,-6.9063,-1.6563,50.0469,0.2788,38763.0,r
7,2.6219999999999963,10.0,,171.9198,,329.0,5.7307,0.0,11.438,8.5117,7.6406,16.0,-11.3281,808.1055,2.2432,94.2693,20.0,,,,29.8176,,,,,105.0,22.0,18.0,289.0,83.0,251.0,0.3477,5.3125,6.25,-14.2227,59.5,119.6094,1.9844,11.3594,19.9063,1275.7568,719.0552,22.5,,-21.25,-11.6875,87.7031,0.3618166666666667,39404.0,l
8,2.9990000000000023,11.0,,161.0738,,252.0,32.2581,0.0,11.2923,8.3789,7.5703,16.0,-13.8125,590.5151,3.9127,67.651,120.0,,,,38.9286,,,,,65.0,22.0,23.0,207.0,180.0,271.0,0.7383,5.3125,6.0,-1.8086,60.75,135.7031,0.125,3.1719,-8.6563,668.7012,757.1411,22.5,,-0.8594,-4.7188,67.6875,0.2911666666666667,39505.0,r
9,3.3199999999999967,11.0,,159.3625,,295.0,21.5426,0.0,10.6831,7.7734,7.3281,16.0,-11.125,1000.0,3.1051,78.3533,81.0,,,,33.2542,,,,,70.0,18.0,12.0,265.0,167.0,236.0,1.2188,5.375,5.9375,-8.4922,59.5,127.5,5.3594,4.6094,17.7656,1091.0645,734.6802,22.5,,-19.8281,-6.5625,66.4219,0.37345,40102.0,l
