,time_sec,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,grf_vert_peak,contact_ratio,flight_time,stride_angle,kleg,kvert,grf_vert,grf_horiz,swing_force_rate,total_force_rate,vo2,time_max_fs,time_fs_mpv,time_mpv_mp,time_mp_to,time_to_min,time_swing,medial_lateral_gs,braking_gs_amp,impact_gs_amp,vertical_speed,elevation_gain,swing_excursion,yaw_excursion_fs_mp,yaw_excursion_mp_to,yaw_excursion_swing,stance_velocity_max_fs_mp,stance_velocity_max_mp_to,temperature,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,time_min,timestamp,foot
0,0.06,5.0,2.4084,183.4862,1.8852,214.0,34.5566,211.0,15.6889,9.1367,12.7539,7.0,-6.9844,339.5386,4.1121,65.4434,113.0,3.8015,12.6304,18.1334,45.8411,5.035,0.8517,91.5312,52.9689,122.0,22.0,23.0,169.0,152.0,280.0,0.2773,10.0625,4.9375,0.0,-32.25,95.25,-3.7969,-14.6094,-14.0156,735.2295,936.5234,20.0,0.9426,7.6563,16.3125,63.4219,0.0,393.0,l
1,0.39,5.0,,206.8966,,347.0,0.0,0.0,0.4884,0.4883,0.0117,11.0,3.5156,43.1519,1.3429,119.6552,-57.0,,,,28.2709,,,,,188.0,107.0,38.0,202.0,2.0,231.0,0.0469,0.125,0.3125,0.0,-32.0,29.5938,3.0625,0.125,-6.9219,217.5903,257.6294,20.0,,5.4844,7.0,29.9063,0.0,0.0,r
2,0.714,6.0,2.2391,168.5393,1.5774,268.0,24.7191,278.0,8.0155,7.125,3.6719,5.0,-7.9531,513.1226,3.3134,75.2809,88.0,2.7573,8.7428,13.5864,36.6045,4.7366,0.8055,79.7147,45.4274,78.0,34.0,18.0,216.0,128.0,294.0,0.9766,4.0625,3.625,-2.1289,-32.25,88.4688,-2.3438,-0.8906,-14.2344,723.5107,691.04,20.0,0.7887,6.2031,22.5,62.0469,0.0109,1047.0,l
3,0.9700000000000001,6.0,,166.6667,,254.0,29.4444,0.0,8.6893,7.7617,3.9063,7.0,-8.9063,444.6411,3.6693,70.5556,106.0,,,,38.622,,,,,87.0,28.0,26.0,200.0,127.0,300.0,3.8047,6.25,5.125,-3.3594,-32.0,101.0781,6.5781,24.0313,25.7813,647.1558,910.4004,20.0,,8.2969,18.5938,63.8281,0.009666666666666667,580.0,r
4,1.69,7.0,,166.6667,,268.0,25.5556,0.0,7.6781,4.6094,6.1406,5.0,-8.6875,316.1621,3.3731,74.4444,92.0,,,,36.6045,,,,,64.0,38.0,27.0,203.0,131.0,305.0,2.2383,4.8125,3.625,-1.5313,-32.0,96.0625,6.8281,14.8281,25.5781,521.1792,791.9922,20.0,,6.0156,24.4219,64.0,0.021666666666666667,1300.0,r
5,2.1380000000000003,8.0,1.8967,166.6667,1.1619,278.0,22.7778,216.0,6.2453,5.0,3.7422,4.0,-9.5625,396.7285,3.1799,77.2222,82.0,3.2493,9.1947,13.1235,35.2878,3.9713,0.6825,71.6488,40.2797,78.0,38.0,30.0,210.0,124.0,288.0,0.043,3.8125,3.5,-2.2188,-32.75,86.4688,-6.625,-3.2188,-21.5781,548.1567,749.3286,20.0,0.5809,11.2656,25.2188,63.9375,0.034633333333333335,2471.0,l
6,2.41,8.0,,169.7313,,280.0,20.6799,0.0,5.8668,4.2734,4.0195,4.0,-15.5156,410.9497,3.05,79.2079,73.0,,,,35.0357,,,,,79.0,36.0,36.0,208.0,117.0,292.0,1.7852,3.625,2.75,-1.957,-31.75,85.1094,8.2813,8.2813,20.5625,589.9048,722.4121,20.5,,4.9844,26.6563,65.6875,0.033666666666666664,2020.0,r
7,2.858,9.0,1.7928,169.4915,1.1465,277.0,21.7514,225.0,10.3226,5.5078,8.7305,3.0,-8.9219,333.313,3.1119,78.2486,77.0,2.9042,9.6649,13.5063,35.4152,3.7394,0.6723,70.5406,39.5724,68.0,40.0,38.0,199.0,139.0,284.0,1.4336,5.5,3.875,-1.6172,-32.5,89.2344,-10.3906,-1.375,-23.9844,537.4756,727.6001,20.0,0.5732,7.8281,28.3906,64.0938,0.04663333333333333,3191.0,l
8,3.117,9.0,,167.364,,274.0,23.4637,0.0,5.1149,4.1055,3.0508,5.0,-12.3125,300.5981,3.2336,76.4296,84.0,,,,35.8029,,,,,87.0,47.0,24.0,203.0,119.0,288.0,0.0156,3.0625,2.875,-2.2344,-31.75,95.8906,5.2813,15.7813,23.6406,473.3276,779.3579,20.5,,8.6719,24.1563,69.2969,0.04545,2727.0,r
9,3.566,10.0,1.7121,165.2893,1.1503,274.0,24.5179,235.0,8.1676,5.1445,6.3438,4.0,-10.0313,327.6978,3.2993,75.4821,89.0,3.8644,9.8673,13.0484,35.8029,3.5593,0.5909,67.7666,37.802,64.0,52.0,20.0,202.0,136.0,294.0,1.5547,4.375,3.375,-1.9219,-32.5,89.1875,-9.6719,1.2188,-23.0781,506.4697,737.5488,20.0,0.5752,9.1875,26.5781,65.0938,0.05843333333333333,3899.0,l
10,3.834,10.0,,167.1309,,274.0,23.6769,0.0,5.8926,4.9102,3.2578,4.0,-11.25,353.0273,3.2409,76.3231,85.0,,,,35.8029,,,,,79.0,36.0,32.0,206.0,121.0,294.0,1.125,3.9375,3.0,-2.25,-31.5,91.7813,7.4219,8.0469,22.4688,599.9756,694.519,20.5,,8.2031,25.7656,67.1094,0.0574,3444.0,r
11,4.292,11.0,1.9198,170.4545,1.2888,281.0,20.1705,246.0,9.41,5.7344,7.4609,4.0,-9.9219,410.0952,3.0107,79.8295,71.0,2.1973,9.1225,13.5903,34.911,4.0261,0.7435,73.3215,41.3472,72.0,50.0,24.0,207.0,127.0,288.0,1.7891,4.6875,3.625,-1.6797,-33.0,91.2031,-9.8281,-5.5,-22.2969,556.9458,756.958,20.0,0.6444,11.5938,27.3125,65.4531,0.07053333333333334,4625.0,l
12,4.552,11.0,,168.7764,,274.0,22.8169,0.0,6.5055,5.1875,3.9258,4.0,-12.6719,440.8569,3.1898,77.0745,81.0,,,,35.8029,,,,,83.0,34.0,34.0,206.0,127.0,284.0,1.6797,4.0625,3.375,-2.2813,-31.75,92.6563,8.5313,10.9063,22.9531,619.2627,717.5903,20.5,,7.2969,25.7188,67.8594,0.06936666666666666,4162.0,r
13,4.9959999999999996,12.0,1.8198,165.2893,1.285,271.0,25.3444,245.0,6.5752,5.7617,3.168,4.0,-8.5,343.5059,3.3579,74.6556,92.0,3.6971,9.7046,13.1304,36.1993,3.794,0.622,70.0364,39.2506,62.0,40.0,32.0,199.0,129.0,306.0,1.6523,4.6875,3.9375,-1.6992,-33.0,92.9844,-8.0,-3.0156,-18.25,514.3433,735.8398,20.0,0.6425,9.8438,25.4531,65.9219,0.08226666666666667,5329.0,l
14,5.262999999999999,12.0,,165.2893,,274.0,24.5179,0.0,7.1446,5.1602,4.9414,5.0,-9.375,354.6753,3.2993,75.4821,89.0,,,,35.8029,,,,,68.0,45.0,22.0,207.0,121.0,305.0,2.2891,4.3125,3.5625,-2.2813,-32.0,94.8594,8.2344,13.3281,24.2188,549.4995,717.7124,20.5,,8.875,24.4219,69.6406,0.08121666666666666,4873.0,r
15,5.7219999999999995,13.0,1.8121,169.0141,1.2927,275.0,22.5352,182.0,7.4763,5.1641,5.4063,4.0,-7.7813,370.3003,3.1636,77.4648,80.0,2.7806,9.6768,13.4788,35.6727,3.7803,0.6695,70.8777,39.7875,72.0,40.0,32.0,203.0,129.0,292.0,1.6758,5.0,4.0,-2.0469,-33.0,89.1563,-6.2813,-4.75,-17.2969,594.1772,702.0874,20.0,0.6463,9.25,27.0469,64.0625,0.09436666666666667,6055.0,l
