,time_sec,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,grf_vert_peak,contact_ratio,flight_time,stride_angle,kleg,kvert,grf_vert,grf_horiz,swing_force_rate,total_force_rate,vo2,time_max_fs,time_fs_mpv,time_mpv_mp,time_mp_to,time_to_min,time_swing,medial_lateral_gs,braking_gs_amp,impact_gs_amp,vertical_speed,elevation_gain,swing_excursion,yaw_excursion_fs_mp,yaw_excursion_mp_to,yaw_excursion_swing,stance_velocity_max_fs_mp,stance_velocity_max_mp_to,temperature,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,time_min,timestamp,foot
0,0.11999999999999744,9.0,,199.6672,,201.0,33.0,0.0,11.7237,4.6328,10.7695,13.0,-6.6406,616.7603,3.9801,66.8885,99.0,,,,48.806,,,,,205.0,10.0,12.0,179.0,68.0,294.0,0.0469,6.125,3.4375,-0.0039,35.75,78.9844,-1.3438,-12.6406,-17.2969,699.646,835.2661,23.0,,-0.4844,4.0938,69.2188,0.5708,54723.0,l
1,0.4200000000000017,10.0,,183.7672,,230.0,29.4479,0.0,15.1653,11.8398,9.4766,11.0,-12.5625,1190.918,3.6783,70.4441,96.0,,,,42.6522,,,,,173.0,16.0,17.0,197.0,93.0,272.0,1.3477,1.5,7.375,-0.0039,,74.1094,3.9844,7.7813,20.1563,1213.8062,731.0181,,,2.0156,8.1406,65.4688,0.61995,56402.0,r
2,0.7209999999999965,10.0,,184.6154,,191.0,41.2308,0.0,15.9039,12.5586,9.7578,12.0,-7.9375,1167.2974,4.8063,58.7692,134.0,,,,51.3613,,,,,174.0,12.0,10.0,169.0,131.0,272.0,0.3633,3.6875,7.9375,-6.4219,35.75,67.5469,-2.7031,-8.875,-22.2813,1262.4512,741.8823,23.0,,1.9531,4.9375,51.8438,0.5808166666666666,55324.0,l
3,1.0730000000000004,11.0,,187.5,,224.0,30.0,0.0,16.5096,12.5234,10.7578,10.0,-10.8594,927.6123,3.7143,70.0,96.0,,,,43.7946,,,,,182.0,16.0,18.0,190.0,92.0,270.0,0.6055,1.6875,8.8125,-15.7188,,66.3438,5.4375,6.5469,20.3906,966.7358,718.5669,,,3.6563,9.3594,59.7656,0.6308333333333334,57055.0,r
4,1.3710000000000022,11.0,,182.0941,,207.0,37.0821,0.0,13.8424,11.6445,7.4844,12.0,-8.2813,1284.79,4.3671,62.8225,122.0,,,,47.3913,,,,,171.0,14.0,10.0,183.0,117.0,273.0,0.5781,3.0625,9.25,-7.0078,36.5,67.3125,-2.9063,-8.75,-27.4531,1520.0195,701.2329,23.0,,4.5156,5.8281,56.8438,0.59165,55974.0,l
5,1.713000000000001,12.0,,185.4714,,225.0,30.3406,0.0,15.5706,12.9609,8.6289,11.0,-9.625,1015.0757,3.7511,69.5518,98.0,,,,43.6,,,,,180.0,14.0,18.0,193.0,67.0,296.0,0.8008,2.6875,9.25,-13.0234,,68.9531,5.0313,3.2969,15.2031,1032.1655,704.7729,,,3.2344,7.4219,60.5625,0.6415000000000001,57695.0,r
6,2.030000000000001,12.0,,181.2689,,235.0,29.003,0.0,14.7137,12.3438,8.0078,11.0,-8.9219,1563.5376,3.634,70.997,96.0,,,,41.7447,,,,,151.0,14.0,10.0,211.0,126.0,256.0,0.1523,2.3125,9.4375,-5.5,36.5,86.125,-4.4375,-15.2344,-26.1094,1669.7388,792.6025,23.0,,3.9063,8.2344,69.1563,0.6026333333333334,56633.0,l
7,2.3600000000000065,13.0,,183.2061,,225.0,31.1927,0.0,16.3509,12.293,10.7813,11.0,-10.5,862.6709,3.8222,68.7023,102.0,,,,43.6,,,,,170.0,12.0,26.0,187.0,105.0,268.0,1.1289,2.6875,8.1875,-12.6758,,69.6719,5.6719,1.9844,15.2031,864.9902,701.8433,,,4.4219,8.4063,61.8906,0.6522833333333334,58342.0,r
8,2.692,13.0,,187.7934,,243.0,23.8245,0.0,13.3872,11.3164,7.1523,10.0,-8.6563,1427.9785,3.2593,76.0563,76.0,,,,40.3704,,,,,157.0,16.0,12.0,215.0,97.0,271.0,0.4727,4.875,7.1875,-4.0625,36.5,82.1094,-5.7813,-7.1563,-22.0625,1861.6333,750.7935,23.0,,4.1563,10.0625,69.5938,0.6136666666666667,57295.0,l
9,3.0150000000000077,14.0,,186.6252,,233.0,27.4143,0.0,16.7234,13.082,10.418,9.0,-11.4063,940.4907,3.5193,72.4728,88.0,,,,42.103,,,,,168.0,18.0,24.0,191.0,91.0,276.0,0.0352,2.5625,7.125,-12.9297,,71.2969,7.2813,3.0156,21.1094,943.5425,722.4731,,,4.5938,11.7813,63.1719,0.6632000000000001,58997.0,r
