,time_sec,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,grf_vert_peak,contact_ratio,flight_time,stride_angle,kleg,kvert,grf_vert,grf_horiz,swing_force_rate,total_force_rate,vo2,time_max_fs,time_fs_mpv,time_mpv_mp,time_mp_to,time_to_min,time_swing,medial_lateral_gs,braking_gs_amp,impact_gs_amp,vertical_speed,elevation_gain,swing_excursion,yaw_excursion_fs_mp,yaw_excursion_mp_to,yaw_excursion_swing,stance_velocity_max_fs_mp,stance_velocity_max_mp_to,temperature,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,time_min,timestamp,foot
0,0.020000000000003126,5.0,,167.1309,,344.0,4.1783,0.0,12.1478,7.668,9.4219,8.0,-12.5625,352.478,2.1744,95.8217,15.0,,,,28.5174,,,,,84.0,15.0,74.0,255.0,24.0,316.0,0.2344,3.0625,2.375,-1.6094,157.5,69.6563,-1.6406,1.1719,-7.9844,506.5308,554.0161,23.0,,-5.7188,14.0313,66.2188,0.6134,67160.0,l
1,0.41000000000000014,6.0,0.9515,164.1587,0.9641,291.0,20.274,97.0,2.515,1.6406,1.9063,11.0,-10.4375,232.1777,3.0241,79.617,74.0,3.1891,11.291,12.6114,33.7113,1.9449,0.3403,51.7011,27.5488,111.0,2.0,63.0,226.0,28.0,338.0,0.1406,0.3125,1.5,-1.2461,157.75,63.3906,-0.8281,1.75,11.2969,309.3872,527.1606,23.5,0.4821,1.9531,7.1406,59.6563,0.5395666666666666,69223.0,r
2,0.7380000000000067,6.0,,162.1622,,313.0,15.4054,0.0,7.1343,4.8477,5.2344,11.0,-12.0,269.8364,2.7284,84.5946,57.0,,,,31.3419,,,,,91.0,6.0,68.0,239.0,32.0,332.0,0.7422,4.875,3.5,-1.582,157.25,69.2344,-0.7344,-5.4063,-13.3594,283.0811,646.7285,23.0,,9.0469,7.7813,61.7188,0.6253666666666666,67878.0,l
3,1.1410000000000018,7.0,0.8124,163.0435,0.8061,308.0,16.3043,60.0,3.8372,2.2539,3.1055,11.0,-15.1406,322.998,2.7792,83.6957,60.0,2.5086,11.2867,12.4424,31.8506,1.6579,0.2999,47.4805,24.8551,95.0,2.0,74.0,232.0,36.0,329.0,1.0313,0.75,0.8125,-1.2734,157.75,59.7969,1.0469,9.5781,22.8281,384.0942,507.7515,23.5,0.403,4.625,8.0781,55.0156,0.55175,69954.0,r
4,1.4780000000000015,7.0,,163.0435,,371.0,0.0,0.0,4.261,3.1484,2.8711,5.0,-17.0469,289.978,1.9677,100.8152,-3.0,,,,26.442,,,,,49.0,50.0,60.0,261.0,29.0,319.0,0.1797,2.1875,2.4375,-1.0234,157.25,73.6563,-0.5,-8.8438,-12.3438,400.7568,558.7769,23.0,,0.1563,23.8438,68.5156,0.6376999999999999,68618.0,l
5,1.876999999999999,8.0,0.8978,159.5745,0.844,359.0,4.5213,76.0,4.504,2.0703,4.0,5.0,-15.625,405.3955,2.1894,95.4787,17.0,0.1925,11.3188,14.0935,27.3259,1.8408,0.3624,45.5603,23.6297,46.0,47.0,66.0,246.0,36.0,327.0,0.0,2.5,2.5,-1.0781,158.0,72.4531,4.9531,4.25,16.7969,439.209,537.4146,23.5,0.422,2.25,23.2344,65.3438,0.5640166666666666,70690.0,r
6,2.2140000000000057,8.0,,162.1622,,355.0,4.0541,0.0,5.5263,3.8008,4.0117,5.0,-18.1875,289.7339,2.169,95.9459,15.0,,,,27.6338,,,,,59.0,44.0,64.0,247.0,33.0,321.0,0.0586,2.5,2.8125,-1.207,157.0,69.4688,-2.7656,-8.4219,-14.5313,484.9854,522.8882,23.0,,5.5313,21.7813,63.8906,0.6499666666666666,69354.0,l
7,2.6290000000000013,9.0,0.9926,161.9433,0.7776,371.0,0.0,159.0,4.312,2.4063,3.5781,3.0,-17.5313,349.9146,1.9946,100.135,-1.0,0.0007,12.198,17.5485,26.442,2.0429,0.4361,47.6965,24.993,41.0,62.0,63.0,246.0,32.0,324.0,0.2969,2.3125,2.375,-1.0352,158.25,74.4531,3.8125,5.5469,17.8438,415.5273,567.749,23.5,0.3888,1.7344,28.7188,68.6563,0.5765499999999999,71442.0,r
8,2.9540000000000006,9.0,,157.2739,,317.0,16.7979,0.0,2.2311,1.9805,1.0273,11.0,-9.9375,184.021,2.8139,83.0931,64.0,,,,30.9464,,,,,84.0,4.0,70.0,243.0,27.0,340.0,0.1836,0.1875,1.6875,-0.3164,157.0,68.5781,-0.2969,-5.5156,-14.3594,233.2764,535.5835,23.0,,3.0,7.0313,64.8438,0.6622999999999999,70094.0,l
9,3.369999999999994,10.0,0.844,160.0,0.7176,365.0,2.6667,222.0,3.7533,2.5586,2.7461,4.0,-17.3594,309.6313,2.1096,97.3333,10.0,0.0783,12.0802,15.0832,26.8767,1.7288,0.3491,44.2659,22.8035,38.0,59.0,60.0,246.0,30.0,335.0,0.3828,2.625,2.5625,-1.1758,158.25,74.5,4.4531,5.7344,17.75,421.2036,562.0728,23.5,0.3588,3.1094,25.875,68.9063,0.5888999999999999,72183.0,r
