Unnamed: 0,time_sec,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,grf_vert_peak,contact_ratio,flight_time,stride_angle,kleg,kvert,grf_vert,grf_horiz,swing_force_rate,total_force_rate,vo2,time_max_fs,time_fs_mpv,time_mpv_mp,time_mp_to,time_to_min,time_swing,medial_lateral_gs,braking_gs_amp,impact_gs_amp,vertical_speed,elevation_gain,swing_excursion,yaw_excursion_fs_mp,yaw_excursion_mp_to,yaw_excursion_swing,stance_velocity_max_fs_mp,stance_velocity_max_mp_to,temperature,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,time_min,timestamp,foot
0,0.1299999999999999,5.0,,181.8182,,221.0,33.0303,0.0,11.0441,2.7383,10.6992,11.0,-19.2031,581.7261,3.9729,66.9697,109.0,,,,44.3891,,,,,193.0,26.0,48.0,147.0,30.0,324.0,0.1328,6.0,1.75,-0.0039,-0.75,47.3281,-3.0156,-3.3281,4.125,588.2568,534.3018,29.0,,1.4688,8.1094,47.5,0.0871666666666666,37296.0,r
1,0.4000000000000003,4.0,,239.0438,,240.0,4.3825,0.0,0.9889,0.1289,0.9805,8.0,0.1875,109.436,2.1833,95.6175,11.0,,,,40.875,,,,,10.0,139.0,25.0,76.0,63.0,199.0,0.1406,0.1875,0.1875,0.0,0.0,14.5,-2.5313,4.6719,-1.0156,264.0381,231.5674,29.0,,-0.0781,13.7188,12.6563,0.1394333333333333,38145.0,l
2,0.7899999999999991,6.0,,172.1664,,276.0,20.6897,0.0,3.7562,3.2227,1.9297,16.0,-14.8438,633.2397,3.0507,79.1966,72.0,,,,35.5435,,,,,125.0,2.0,48.0,226.0,90.0,277.0,1.0273,1.5,0.125,-0.4297,-0.75,63.1406,0.2813,6.0156,3.5,665.1001,523.6816,29.0,,0.4219,-5.0313,53.8281,0.0981666666666666,37956.0,r
3,0.9019999999999992,5.0,,184.3318,,207.0,36.3077,0.0,5.4488,4.0078,3.6914,16.0,-11.3438,507.019,4.2899,63.5945,118.0,,,,47.3913,,,,,192.0,2.0,44.0,161.0,81.0,288.0,0.0703,0.125,0.0625,-1.8477,0.5,47.25,-0.2344,1.5469,-0.1094,518.0664,596.8018,29.0,,2.3594,-5.7188,43.9063,0.1478,38647.0,l
4,1.4869999999999992,7.0,,160.0,,287.0,23.4667,0.0,11.1782,2.5859,10.875,16.0,-16.6563,518.5547,3.2265,76.5333,88.0,,,,34.1812,,,,,45.0,16.0,46.0,225.0,173.0,263.0,0.3711,9.375,2.1875,-1.5508,-1.25,72.7344,7.0781,1.7344,8.125,658.4473,617.1265,29.0,,1.4531,-0.3438,53.9375,0.1097833333333333,38653.0,r
5,1.552999999999999,6.0,,156.8627,,306.0,19.8953,0.0,7.4664,3.3594,6.668,16.0,-11.625,369.9951,3.0,80.0,76.0,,,,32.0588,,,,,43.0,12.0,57.0,237.0,135.0,284.0,0.8047,6.5625,3.125,-1.7305,0.5,77.5469,0.7969,-2.1719,-7.9219,478.0884,675.6592,29.0,,9.0625,-9.5156,64.6094,0.1586499999999999,39298.0,l
6,2.236999999999999,8.0,,159.5745,,273.0,27.3936,0.0,9.316,4.5156,8.1484,16.0,-14.6406,608.8867,3.5092,72.6064,103.0,,,,35.9341,,,,,79.0,8.0,48.0,217.0,151.0,265.0,0.9453,7.9375,4.1875,-1.1328,-1.5,73.2344,5.1094,2.125,19.6406,648.1323,623.9014,29.0,,9.3438,-6.8906,60.1563,0.1222833333333333,39403.0,r
7,2.318,7.0,,157.0681,,296.0,22.5131,0.0,8.1026,3.3984,7.3555,16.0,-18.7813,532.3486,3.1622,77.4869,86.0,,,,33.1419,,,,,45.0,18.0,52.0,226.0,155.0,272.0,0.6445,7.0625,3.25,-1.4766,0.0,82.1563,-4.5938,-5.75,-15.8438,600.0977,683.0444,29.0,,10.5781,-5.5781,64.0469,0.1714,40063.0,l
8,2.989,9.0,,159.787,,291.0,22.4,0.0,9.6823,3.9414,8.8438,16.0,-14.5781,715.332,3.1615,77.4967,84.0,,,,33.7113,,,,,68.0,18.0,44.0,229.0,135.0,274.0,0.5352,7.0,3.1875,-1.6484,-1.25,75.1563,7.0625,1.1875,18.4531,715.3931,606.8115,29.0,,8.3906,-1.6094,61.9063,0.1348166666666666,40155.0,r
9,3.081999999999999,8.0,,162.1622,,278.0,24.8649,0.0,7.9197,2.6563,7.4609,16.0,-17.6563,549.9878,3.3237,75.1351,92.0,,,,35.2878,,,,,73.0,8.0,54.0,216.0,145.0,272.0,0.3125,7.5,2.875,-1.3008,0.25,83.2969,-4.9219,-5.7813,-19.3906,598.2666,687.6831,29.0,,6.3594,-7.6094,66.5938,0.1841333333333333,40827.0,l
