Unnamed: 0,time_sec,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,grf_vert_peak,contact_ratio,flight_time,stride_angle,kleg,kvert,grf_vert,grf_horiz,swing_force_rate,total_force_rate,vo2,time_max_fs,time_fs_mpv,time_mpv_mp,time_mp_to,time_to_min,time_swing,medial_lateral_gs,braking_gs_amp,impact_gs_amp,vertical_speed,elevation_gain,swing_excursion,yaw_excursion_fs_mp,yaw_excursion_mp_to,yaw_excursion_swing,stance_velocity_max_fs_mp,stance_velocity_max_mp_to,temperature,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,time_min,timestamp,foot
0,0.0519999999999996,14.0,,181.5431,,249.0,24.5455,0.0,10.7344,2.8125,10.3594,13.0,-2.375,367.0654,3.3092,75.3404,81.0,,,,39.3976,,,,,177.0,4.0,8.0,237.0,77.0,265.0,0.0703,3.5,0.8125,-0.0039,-2.5,68.4844,-1.0781,6.0938,-5.4063,494.1406,582.2144,26.0,,-10.0938,2.7656,54.0,0.6076666666666667,39607.0,l
1,0.3670000000000009,7.0,,179.3722,,290.0,13.1737,0.0,9.9594,7.8594,6.1172,5.0,-9.9844,448.3032,2.6138,86.6966,44.0,,,,33.8276,,,,,109.0,12.0,42.0,236.0,103.0,266.0,0.3984,6.0,4.3125,-1.0742,-1.5,72.0313,7.625,9.125,27.6094,823.5474,598.6328,25.5,,3.25,23.9844,58.6094,0.3291833333333333,41633.0,r
2,0.713000000000001,15.0,,175.9531,,266.0,21.9941,0.0,12.3288,10.6523,6.207,5.0,-11.2969,458.6182,3.1278,78.0059,75.0,,,,36.8797,,,,,114.0,14.0,47.0,205.0,121.0,267.0,0.2383,6.3125,4.0,-1.9688,-2.5,68.1563,-1.8125,7.9219,-2.1875,745.8496,587.8296,26.0,,-1.4688,22.8594,51.6563,0.6186833333333334,40268.0,l
3,1.0359999999999978,8.0,,183.7672,,278.0,14.7239,0.0,8.9738,5.8594,6.7969,6.0,-8.9844,328.3081,2.6978,85.1455,48.0,,,,35.2878,,,,,129.0,8.0,48.0,222.0,101.0,260.0,0.3477,5.9375,4.125,-1.2852,-1.5,75.5,5.8594,2.9063,19.2656,665.5884,652.4658,25.5,,0.5156,21.4219,61.8281,0.3403333333333333,42302.0,r
4,1.394999999999996,16.0,,180.4511,,290.0,12.6506,0.0,7.3044,5.457,4.8555,6.0,-10.2344,347.5342,2.5862,87.218,42.0,,,,33.8276,,,,,125.0,8.0,38.0,244.0,94.0,259.0,0.1719,6.0625,3.625,-2.3086,-2.25,68.6719,-1.9063,6.0938,2.25,595.459,569.0308,26.0,,-4.4219,19.75,56.2188,0.63005,40950.0,l
5,1.689,9.0,,184.3318,,260.0,20.0,0.0,12.1707,9.0156,8.1758,7.0,-3.9375,204.895,3.0077,79.8771,65.0,,,,37.7308,,,,,137.0,20.0,32.0,208.0,115.0,256.0,0.5117,4.6875,7.375,-1.4844,-1.25,72.3438,3.1719,1.1094,21.0781,638.1836,631.3477,25.5,,4.8594,16.2031,59.3281,0.3512166666666667,42955.0,r
6,2.0600000000000023,17.0,,181.8182,,283.0,14.2424,0.0,10.4163,6.7266,7.9531,7.0,-10.0938,286.7432,2.6643,85.7576,47.0,,,,34.6643,,,,,117.0,14.0,38.0,231.0,111.0,257.0,0.8125,6.9375,3.8125,-0.7813,-3.25,70.3281,-4.2813,6.9688,-0.7188,562.0728,645.0195,26.0,,-10.2031,17.7031,55.0313,0.6411333333333333,41615.0,l
7,2.3400000000000034,10.0,,179.91,,266.0,20.1201,0.0,9.9363,6.5977,7.4297,7.0,-5.2656,294.6777,3.015,79.7601,67.0,,,,36.8797,,,,,123.0,26.0,26.0,214.0,116.0,263.0,0.3555,2.8125,4.875,-1.7734,-1.5,73.0313,6.7031,4.9219,21.0781,650.0244,590.6372,25.5,,5.5781,18.5625,59.6719,0.3620666666666667,43606.0,r
8,2.719999999999999,18.0,,180.7229,,274.0,17.4699,0.0,10.5447,7.3242,7.5859,7.0,-8.9063,367.4927,2.8467,82.5301,58.0,,,,35.8029,,,,,114.0,18.0,35.0,221.0,110.0,270.0,0.3789,6.3125,3.8125,-1.1797,-3.25,75.1719,-5.4531,9.0469,-3.6875,640.625,647.3999,26.0,,-10.6094,17.3906,60.6406,0.6521333333333333,42275.0,l
9,3.0070000000000014,11.0,,179.3722,,262.0,21.5569,0.0,12.0014,8.9531,7.9922,8.0,-5.6563,275.8789,3.1069,78.3259,72.0,,,,37.4427,,,,,117.0,20.0,32.0,210.0,131.0,258.0,0.0156,5.6875,6.375,-1.2148,-1.5,81.0,5.0156,2.9844,22.1719,578.5522,646.8506,25.5,,3.9688,14.4844,61.625,0.3731833333333333,44273.0,r
