Unnamed: 0,time_sec,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,grf_vert_peak,contact_ratio,flight_time,stride_angle,kleg,kvert,grf_vert,grf_horiz,swing_force_rate,total_force_rate,vo2,time_max_fs,time_fs_mpv,time_mpv_mp,time_mp_to,time_to_min,time_swing,medial_lateral_gs,braking_gs_amp,impact_gs_amp,vertical_speed,elevation_gain,swing_excursion,yaw_excursion_fs_mp,yaw_excursion_mp_to,yaw_excursion_swing,stance_velocity_max_fs_mp,stance_velocity_max_mp_to,temperature,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,time_min,timestamp,foot
0,0.101,13.0,1.4895,144.0576,1.0565,324.0,22.1154,118.0,6.8467,6.5703,1.9258,14.0,-10.9688,295.7764,3.142,77.7911,92.0,4.4936,7.7058,9.7767,30.2778,3.1014,0.3733,53.8823,28.9409,25.0,35.0,52.0,237.0,40.0,379.0,0.1367,2.5,3.9375,-2.2734,-18.25,75.3594,0.5938,16.9688,13.4844,483.9478,618.4082,25.0,0.5283,-10.3438,1.9531,68.4844,0.0,936.0,l
1,0.498,11.0,,148.8834,,405.0,0.0,0.0,3.2562,2.9766,1.3203,6.0,-27.8594,358.7036,1.9802,100.4963,-2.0,,,,24.2222,,,,,0.0,54.0,136.0,215.0,25.0,338.0,0.1094,1.6875,2.5,80.5,-16.75,68.9844,2.5469,7.4844,17.8594,546.2036,553.6499,25.0,,-18.5,21.2031,67.125,0.0,0.0,r
2,0.934,14.0,1.4219,151.5152,1.0565,374.0,5.5556,83.0,4.4271,3.8242,2.2305,10.0,-14.8906,527.4048,2.2353,94.4444,22.0,0.2575,7.803,12.3424,26.2299,2.979,0.5054,53.3079,28.5743,14.0,36.0,44.0,294.0,48.0,332.0,0.4805,1.875,3.375,-2.2734,-18.5,82.0781,1.4531,13.1563,5.9063,529.4189,633.9111,25.0,0.5283,-18.9219,10.1406,73.2656,0.0138833333333333,1769.0,l
3,1.304,12.0,,152.2843,,369.0,6.3452,0.0,9.6823,8.9844,3.6094,7.0,-18.7344,320.7397,2.271,93.6548,25.0,,,,26.5854,,,,,12.0,34.0,87.0,248.0,50.0,337.0,0.1289,2.4375,4.1875,-1.9844,-16.75,78.0,2.2656,-14.3125,-2.8594,665.4663,567.8101,25.0,,-14.9844,16.7813,70.6875,0.0134333333333333,806.0,r
4,1.726,15.0,1.5292,149.6259,1.1558,346.0,13.7157,87.0,12.1145,7.7813,9.2852,11.0,-16.9063,456.9702,2.6358,86.2843,55.0,1.4707,7.4734,10.6097,28.3526,3.2025,0.4791,55.5365,29.9966,18.0,6.0,66.0,274.0,66.0,338.0,0.457,2.5,2.1875,-2.1328,-18.75,85.9844,-4.5,13.2188,1.5156,774.231,555.7251,25.0,0.5779,-15.2813,7.3281,70.3281,0.0270833333333333,2561.0,l
5,2.092,13.0,,150.0,,379.0,5.25,0.0,8.117,6.1133,5.3398,8.0,-21.9375,492.5537,2.2216,94.75,21.0,,,,25.8839,,,,,10.0,28.0,73.0,278.0,46.0,333.0,0.2461,3.25,4.25,-2.0078,-17.25,79.3906,8.7656,-7.9844,7.0625,700.4395,536.1938,25.0,,-10.1875,15.0156,70.8281,0.0265666666666666,1594.0,r
6,2.528,16.0,1.41,150.0,1.1042,393.0,1.75,63.0,6.8778,5.3828,4.2813,8.0,-20.0938,577.5757,2.0712,98.25,7.0,0.0249,7.8085,13.7527,24.9618,2.9629,0.5076,52.0403,27.7653,4.0,41.0,46.0,306.0,36.0,335.0,0.3945,3.4375,4.0625,-1.1406,-18.75,82.6563,-6.9531,13.75,-0.875,660.4614,550.5371,25.0,0.5521,-8.2031,15.75,75.6563,0.04045,3363.0,l
7,2.8920000000000003,14.0,,150.7538,,383.0,3.7688,0.0,6.42,5.1797,3.793,9.0,-20.1406,461.4258,2.1567,96.2312,15.0,,,,25.6136,,,,,18.0,29.0,64.0,290.0,43.0,324.0,0.8203,2.5625,3.8125,-1.6719,-17.25,85.9844,5.8125,-12.2188,0.1563,600.769,588.501,25.0,,-17.4219,12.3906,77.8438,0.0399,2394.0,r
8,3.3280000000000003,17.0,1.2392,152.4778,1.0526,364.0,7.3791,74.0,7.6217,6.332,4.2422,9.0,-18.0938,601.9897,2.3242,92.5032,29.0,0.4491,8.6158,11.9497,26.9505,2.5712,0.4388,50.3999,26.7184,24.0,22.0,66.0,276.0,54.0,326.0,0.4609,3.375,4.8125,-2.0508,-18.25,79.7813,-6.6875,18.2031,0.7031,692.688,581.9702,25.0,0.5263,-17.3594,12.9063,75.0469,0.0537833333333333,4163.0,l
9,3.688,15.0,,151.8987,,389.0,1.519,0.0,5.8235,4.8711,3.1914,7.0,-25.3438,443.9697,2.0617,98.481,6.0,,,,25.2185,,,,,10.0,37.0,78.0,274.0,45.0,324.0,0.5664,3.125,3.25,-1.1016,-17.25,79.6094,8.5313,-9.8906,7.5469,632.9346,553.4668,25.0,,-12.8594,18.4688,72.3281,0.0531666666666666,3190.0,r
