time_sec,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,grf_vert_peak,contact_ratio,flight_time,stride_angle,kleg,kvert,grf_vert,grf_horiz,swing_force_rate,total_force_rate,vo2,time_max_fs,time_fs_mpv,time_mpv_mp,time_mp_to,time_to_min,time_swing,medial_lateral_gs,braking_gs_amp,impact_gs_amp,vertical_speed,elevation_gain,swing_excursion,yaw_excursion_fs_mp,yaw_excursion_mp_to,yaw_excursion_swing,stance_velocity_max_fs_mp,stance_velocity_max_mp_to,temperature,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,time_min,timestamp,foot
0.0,1014.0,,165.7459,,211.0,41.7127,0.0,14.1809,10.0664,9.9883,16.0,-4.6875,301.5137,4.8626,58.2873,151.0,,,,46.4929,,,,,109.0,12.0,38.0,161.0,157.0,291.0,0.4883,7.6875,5.0625,-0.0039,43.75,75.7656,-1.3438,-8.5938,-6.3125,974.0601,689.27,21.5,,-3.1094,-9.3281,52.4375,18.115033333333315,1090656.0,l
0.7239999999999327,1015.0,,156.4537,,274.0,28.4595,0.0,12.1557,8.8984,8.2813,16.0,-6.3281,597.9614,3.5985,71.4472,109.0,,,,35.8029,,,,,95.0,10.0,14.0,250.0,121.0,278.0,0.4023,7.5625,8.75,-1.8711,43.75,60.2344,3.0781,-8.9531,-7.9063,784.2407,579.5288,21.5,,-4.6719,-7.2813,43.5,18.12709999999998,1091380.0,l
1.4909999999999854,1016.0,,165.7459,,272.0,24.8619,0.0,13.1224,12.3438,4.4531,16.0,-9.125,696.228,3.3235,75.1381,90.0,,,,36.0662,,,,,89.0,10.0,20.0,242.0,139.0,268.0,0.2461,3.75,9.3125,-2.1836,43.75,71.75,-0.2031,0.0,-4.3125,741.8823,561.4624,21.5,,-0.0156,-1.875,53.9375,18.13988333333332,1092147.0,l
2.0349999999991724,1005.0,,162.6016,,209.0,43.3604,0.0,13.9468,12.957,5.1602,16.0,-7.0938,789.978,5.0622,56.6396,160.0,,,,46.9378,,,,,107.0,16.0,10.0,183.0,183.0,269.0,1.2969,4.1875,11.8125,0.0,42.0,59.3438,0.0,19.2969,9.7969,937.1948,602.478,21.0,,4.7031,-2.1094,47.9844,18.153949999999966,1089342.0,r
2.214999999999918,1017.0,,163.7108,,276.0,24.5902,0.0,13.175,12.4492,4.3125,15.0,-8.2188,773.7427,3.3116,75.307,90.0,,,,35.5435,,,,,81.0,12.0,18.0,246.0,135.0,276.0,0.168,4.1875,11.875,-2.5898,43.25,72.3125,-1.625,-5.2031,-14.5938,791.4429,583.0078,21.5,,2.4219,0.5938,58.7969,18.15194999999998,1092871.0,l
2.7729999999990014,1006.0,,160.8579,,273.0,26.8097,0.0,12.9766,11.7461,5.5156,14.0,-9.8594,1072.6318,3.4652,73.1903,100.0,,,,35.9341,,,,,79.0,12.0,12.0,249.0,141.0,275.0,0.1172,3.9375,10.8125,-2.5664,42.25,62.4375,1.6563,10.7969,17.4219,1074.707,635.6812,21.0,,2.3906,1.9219,53.0938,18.16624999999997,1090080.0,r
2.9480000000000928,1018.0,,163.9344,,282.0,22.9508,0.0,14.0245,11.5781,7.9141,12.0,-9.0313,1264.7095,3.1915,77.0492,84.0,,,,34.7872,,,,,75.0,18.0,12.0,252.0,133.0,278.0,0.3516,4.5,8.6875,-2.4141,43.0,71.4531,-3.5469,-5.2969,-22.3125,1270.5078,562.5,21.5,,-1.4219,5.2031,62.75,18.16416666666665,1093604.0,l
3.518999999999096,1007.0,,165.2893,,249.0,31.405,0.0,15.907,14.3164,6.9336,12.0,-10.8594,1012.3901,3.8313,68.595,114.0,,,,39.3976,,,,,85.0,14.0,16.0,219.0,157.0,277.0,0.6055,6.0625,10.6875,-2.5781,42.0,68.6563,2.4688,5.5,11.8125,1083.0688,522.583,21.0,,3.2188,4.3281,46.0,18.1786833333333,1090826.0,r
3.680000000000064,1019.0,,165.0619,,285.0,21.4876,0.0,13.2557,11.8711,5.8984,13.0,-11.25,1027.2827,3.1018,78.4044,78.0,,,,34.4211,,,,,77.0,12.0,20.0,253.0,130.0,276.0,0.082,4.5,8.1875,-2.3398,43.0,80.4531,-4.6719,-1.7031,-19.7031,1046.2036,526.062,21.5,,0.625,2.8438,68.25,18.17636666666665,1094336.0,l
4.244999999999209,1008.0,,166.6667,,267.0,25.8333,0.0,12.4699,11.1953,5.4922,12.0,-12.3906,944.458,3.3933,74.1667,93.0,,,,36.7416,,,,,85.0,18.0,18.0,231.0,159.0,257.0,0.3555,4.375,7.75,-2.1016,42.75,69.2969,4.0938,1.9844,16.7656,978.5156,551.3916,21.0,,5.5781,5.875,53.3438,18.1907833333333,1091552.0,r
