,time_sec,step,stride_pace,step_rate,stride_length,contact_time,flight_ratio,power,shock,impact_gs,braking_gs,footstrike_type,pronation_excursion_fs_mp,max_pronation_velocity,grf_vert_peak,contact_ratio,flight_time,stride_angle,kleg,kvert,grf_vert,grf_horiz,swing_force_rate,total_force_rate,vo2,time_max_fs,time_fs_mpv,time_mpv_mp,time_mp_to,time_to_min,time_swing,medial_lateral_gs,braking_gs_amp,impact_gs_amp,vertical_speed,elevation_gain,swing_excursion,yaw_excursion_fs_mp,yaw_excursion_mp_to,yaw_excursion_swing,stance_velocity_max_fs_mp,stance_velocity_max_mp_to,temperature,step_length,pronation_excursion_mp_to,stance_excursion_fs_mp,stance_excursion_mp_to,time_min,timestamp,foot
0,0.14,3.0,0.7836,164.8352,1.3035,284.0,21.978,1.0,9.5506,4.3164,8.5195,16.0,-27.1875,464.6606,3.1268,78.022,80.0,2.7575,11.9067,12.7868,34.5423,1.5967,0.2753,49.1891,25.9456,100.0,18.0,67.0,199.0,80.0,304.0,0.1484,6.0,3.4375,-2.2813,111.5,80.8438,0.8594,-15.6406,-19.4063,473.0835,820.3735,22.5,0.6518,-0.2344,-4.4063,67.7969,0.0,54696.0,l
1,0.5,7.0,,163.9344,,250.0,31.694,0.0,7.6405,3.0977,6.9844,16.0,-23.8594,703.125,3.856,68.306,116.0,,,,39.24,,,,,127.0,16.0,44.0,190.0,80.0,311.0,0.0195,6.9375,2.0,-0.0039,112.75,66.8594,5.4063,-0.2656,4.7344,707.4585,667.3584,22.5,,-5.0156,-4.4844,59.875,0.9074333333333334,55446.0,r
2,0.868,4.0,0.8703,169.4915,1.296,256.0,27.6836,28.0,11.0353,4.1563,10.2227,16.0,-27.7813,505.9204,3.5312,72.3164,98.0,4.1579,13.154,14.1057,38.3203,1.7733,0.2981,54.3572,29.2439,116.0,16.0,73.0,167.0,70.0,326.0,0.7266,6.875,3.4375,-2.3281,111.5,77.0625,0.2969,-11.2344,-15.9688,530.8838,695.0073,22.5,0.648,4.5469,-7.75,68.9219,0.012133333333333333,55424.0,l
3,1.2319999999999993,8.0,,166.8985,,258.0,28.1337,0.0,10.3014,4.8906,9.0664,16.0,-22.9219,482.9712,3.5736,71.7663,101.0,,,,38.0233,,,,,115.0,14.0,73.0,171.0,63.0,332.0,0.5039,7.6875,4.3125,-2.5625,113.0,72.6875,2.0938,-6.7031,5.2031,507.9956,675.415,22.5,,2.7344,-8.9063,66.3438,0.9196333333333334,56178.0,r
4,1.576,5.0,0.9456,165.7459,1.2847,248.0,31.4917,52.0,12.9928,3.7578,12.4375,16.0,-23.9531,547.6074,3.8387,68.5083,114.0,5.6674,13.1524,14.124,39.5565,1.928,0.2949,56.1153,30.366,106.0,16.0,65.0,167.0,94.0,320.0,0.6758,7.9375,3.5,-2.4141,111.5,74.5,-3.7813,-9.0625,-24.3594,689.3921,685.73,22.5,0.6423,2.6406,-7.8281,64.75,0.023933333333333334,56132.0,l
5,1.9510000000000005,9.0,,167.364,,257.0,28.2123,0.0,10.8209,3.4102,10.2695,16.0,-28.9531,454.5288,3.5798,71.6876,101.0,,,,38.1712,,,,,112.0,16.0,78.0,163.0,87.0,312.0,0.0352,8.8125,2.9375,-2.2734,113.0,70.2813,7.5469,-4.8594,17.3125,508.1787,654.1748,22.5,,1.8281,-8.0156,62.6406,0.9316166666666668,56897.0,r
6,2.3000000000000003,6.0,1.0963,170.9402,1.2734,257.0,26.7806,65.0,12.4171,3.9922,11.7578,16.0,-22.3594,623.23,3.463,73.2194,94.0,3.8942,12.7053,14.2206,38.1712,2.2416,0.3864,58.7304,32.035,118.0,18.0,57.0,182.0,89.0,304.0,0.6406,9.25,3.4375,-2.3594,111.75,77.3125,-6.5938,-8.6563,-21.5938,743.7134,655.5786,22.5,0.6367,2.3906,-5.3438,70.2031,0.036000000000000004,56856.0,l
7,2.6679999999999993,10.0,,168.0672,,258.0,27.7311,0.0,11.9497,2.1758,11.75,16.0,-26.6719,520.1416,3.5349,72.2689,99.0,,,,38.0233,,,,,117.0,16.0,67.0,175.0,91.0,302.0,0.0078,8.3125,2.375,-2.0391,113.5,69.3438,7.8281,-2.5,16.0,574.4629,639.0991,22.5,,3.2813,-7.3125,65.1094,0.9435666666666668,57614.0,r
8,3.0020000000000007,7.0,1.2206,171.184,1.2621,253.0,27.7143,95.0,11.5806,4.8594,10.5117,16.0,-21.3594,510.8643,3.5415,72.1826,97.0,4.1829,12.6154,14.4088,38.7747,2.5004,0.4272,61.5916,33.861,121.0,20.0,64.0,169.0,73.0,321.0,0.707,8.75,3.625,-2.1367,112.0,77.3281,-7.9844,-4.6875,-23.7813,703.4302,671.936,22.5,0.631,3.5781,-5.0156,71.3906,0.047700000000000006,57558.0,l
9,3.382000000000005,11.0,,169.7313,,254.0,28.0453,0.0,11.7732,2.1133,11.582,16.0,-25.6719,502.0752,3.5669,71.8529,99.0,,,,38.622,,,,,123.0,16.0,67.0,171.0,85.0,306.0,0.1719,9.125,2.375,-1.7852,113.0,67.6719,10.7344,-0.4219,19.3906,532.959,663.4521,22.5,,2.5625,-4.9063,65.0938,0.9554666666666668,58328.0,r
