time,video_time
0.3769149999999968,0.3765599999999978
0.8059389999999951,0.8054599999999965
1.1950530000000015,1.1959879999999998
1.5791849999999954,1.5804289999999952
1.9932400000000001,1.9938439999999957
2.367393000000007,2.3666199999999975
2.7515180000000043,2.7534449999999993
3.120682000000002,3.1212170000000015
3.5197749999999957,3.521084000000002
3.8540119999999973,3.8524010000000004
4.248115999999996,4.247275999999999
4.612289000000004,4.610681999999997
5.036323999999993,5.036691000000005
5.4204560000000015,5.420758000000006
5.819550000000007,5.8200980000000015
6.193695000000005,6.194059999999993
6.577820000000003,6.576741999999996
7.011832999999996,7.012563
7.385986000000003,7.385614000000004
7.725211999999999,7.7274929999999955
8.074425000000005,8.073288000000005
8.478499999999997,8.478544
8.862633000000002,8.861238999999998
9.251746999999995,9.254062000000005
9.650841,9.651257000000001
10.019997000000004,10.019667999999996
10.399139000000005,10.398155000000003
10.768303000000003,10.770142000000007
11.162407000000002,11.161699999999996
11.526572999999999,11.526951999999994
11.895736999999997,11.897633999999996
12.274872000000002,12.272661999999997
12.659003999999996,12.660692999999995
13.018187999999995,13.020160000000004
13.367393000000007,13.369220999999996
13.761497000000006,13.759972000000005
14.145622000000003,14.144039000000006
14.494827,14.493699000000007
14.854011999999997,14.853020999999998
15.238144000000005,15.239936999999998
15.612289000000004,15.610844999999998
15.986442999999994,15.985113999999996
16.345626999999993,16.348112
16.719772000000006,16.717380000000006
17.093925,17.094804999999994
17.458091999999994,17.456639999999993
17.872153999999995,17.870002
18.226349,18.227154
18.635422000000005,18.634315
18.984627000000003,18.985640000000004
19.343811000000002,19.344887999999997
19.717957,19.719857000000005
20.132019,20.130708
20.546074000000004,20.54481
20.920226999999997,20.919858000000005
21.289390999999995,21.287436999999997
21.653557000000006,21.652922000000004
22.047661000000005,22.045437000000007
22.406845000000004,22.404713
22.815917999999996,22.813683999999995
23.190071000000003,23.188118000000003
23.579184999999995,23.577321999999995
23.973288999999994,23.972025000000002
24.347435000000004,24.345186999999996
24.661720000000003,24.660959000000005
25.010932999999994,25.011447000000004
25.424988,25.423913999999996
25.829071,25.828923000000003
26.193245000000005,26.195295
26.607299999999995,26.606623
26.976462999999995,26.978070000000002
27.355598,27.355380999999994
27.719772000000006,27.720670999999996
28.113876000000005,28.113929
28.498001000000002,28.496084999999994
28.912064,28.912834000000004
29.256279000000006,29.258011999999994
29.650383000000005,29.648858000000004
29.994606000000005,29.995896000000002
30.393699999999995,30.392799999999994
30.727936,30.729777
31.166939,31.164503999999994
31.521133000000006,31.520928999999995
31.930206,31.928890999999993
32.32431,32.322535
32.678505,32.678034
33.082588,33.081839
33.446754,33.448989999999995
33.795967000000005,33.796992
34.165122999999994,34.16426800000001
34.529297,34.529348999999996
34.90345000000001,34.905587
35.307525999999996,35.30549499999999
35.736557000000005,35.736855000000006
36.100723,36.102450000000005
36.454918000000006,36.453821000000005
36.82408100000001,36.823216
37.238144000000005,37.238164
37.597320999999994,37.596106000000006
37.986442999999994,37.988018999999994
38.330658,38.329572999999996
38.714783,38.715030999999996
39.093918,39.09553199999999
39.488022,39.48635200000001
39.87713600000001,39.87943899999999
40.27623,40.27682899999999
40.60548399999999,40.606288000000006
41.014556999999996,41.01372900000001
41.39868200000001,41.39752300000001
41.76286300000001,41.76390799999999
42.161957,42.16179199999999
42.531113000000005,42.53078199999999
42.93519599999999,42.936946000000006
43.304351999999994,43.30421100000001
43.673508,43.67327900000001
44.00775100000001,44.00951499999999
44.40185500000001,44.40341799999999
44.785979999999995,44.785252000000014
45.185073999999986,45.18503200000001
45.53428600000001,45.535154000000006
45.928391000000005,45.927966
46.307525999999996,46.309627000000006
46.70661899999999,46.70491899999999
47.110703,47.11269100000001
47.504807,47.503547
47.898911,47.90078700000001
48.27804599999999,48.27668800000001
48.67214999999999,48.67083299999999
49.0513,49.05078499999999
49.43542500000001,49.43671499999999
49.84947199999999,49.85181800000001
50.17872600000001,50.17681099999999
50.602768,50.603916
50.971924,50.97352900000001
51.34608499999999,51.34392399999999
51.755142000000006,51.754568000000006
52.104355,52.104206000000005
52.498459,52.49644699999999
52.90254200000001,52.902511000000004
53.27169799999999,53.270701
53.64584400000001,53.64648399999999
54.05990600000001,54.060608
54.42408800000001,54.42613399999999
54.81320199999999,54.811271000000005
55.21229600000001,55.210668
55.58644100000001,55.58580699999999
55.97056599999999,55.968299
56.36466999999999,56.363080999999994
56.753783999999996,56.756069
57.10798600000001,57.106089999999995
57.50209000000001,57.50394399999999
57.861267,57.86176599999999
58.24539200000001,58.244332000000014
58.644485,58.64613700000001
59.058548,59.056893
59.43768299999999,59.43713199999999
59.826797,59.826828000000006
60.20594800000001,60.204319
60.59506200000001,60.59406799999999
60.929291000000006,60.92975100000001
