YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate
l,325.10486260427274,0.033350008337502,1,l,0.0300000000000011,5.0,155.0,12.0,0.0,220.5882,0.5002501250625313,239.88,,,
r,322.9698651729868,0.2501250625312656,1,r,0.240000000000002,7.0,225.0,16.0,124.0,235.7564,0.5836251459062864,205.6114285714285,,,
l,325.10486260427274,0.5336001334000333,2,l,0.5739999999999981,6.0,240.0,11.0,0.0,215.0538,0.5669501417375353,211.6588235294118,0.0,0.0,0.0
r,322.9698651729868,0.8337502084375521,2,r,0.7489999999999952,8.0,244.0,12.0,142.0,216.9982,0.4835751208937804,248.15172413793093,0.0,0.0,0.0
l,325.10486260427274,1.1005502751375686,3,l,1.131999999999998,7.0,217.0,14.0,0.0,252.1008,0.5002501250625313,239.88,0.0,0.0,0.0
r,322.9698651729868,1.3173253293313325,3,r,1.3019999999999925,9.0,260.0,12.0,127.0,217.7858,0.5336001334000331,224.8875000000001,0.0,0.0,0.0
l,325.10486260427274,1.6008004002001,4,l,1.607999999999997,8.0,256.0,12.0,0.0,205.4795,0.5336001334000333,224.8875,0.0,0.0,0.0
r,322.9698651729868,1.8509254627313656,4,r,1.8529999999999944,10.0,268.0,13.0,139.0,207.2539,0.5502751375687842,218.0727272727273,0.0,0.0,0.0
l,325.10486260427274,2.1344005336001333,5,l,2.192,9.0,264.0,10.0,0.0,214.2857,0.5669501417375353,211.6588235294118,0.0,0.0,0.0
r,322.9698651729868,2.40120060030015,5,r,2.431999999999995,11.0,262.0,13.0,128.0,212.3894,0.5669501417375353,211.6588235294118,0.0,0.0,0.0
l,325.10486260427274,2.7013506753376686,6,l,2.751999999999996,10.0,275.0,9.0,0.0,208.6957,0.5669501417375353,211.6588235294118,0.0,0.0,0.0
r,322.9698651729868,2.968150742037685,6,r,2.996999999999993,12.0,278.0,11.0,141.0,207.9723,0.5502751375687844,218.0727272727273,0.0,0.0,0.0
