YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
l,150.0750375187594,0.033350008337502,1,l,0.0300000000000011,6.0,177.0,11.0,61.0,185.4714,0.6503251625812907,184.5230769230769,,,,,,
r,200.0750375187594,0.416875104218776,1,r,0.3699999999999974,9.0,213.0,12.0,0.0,174.1655,0.6503251625812907,184.5230769230769,,,,,,
l,216.7750541937635,0.6836751709187927,2,l,0.6769999999999996,7.0,199.0,11.0,68.0,184.8998,0.6836751709187927,175.5219512195122,0.0,0.0,0.0,,,
r,216.7500416875105,1.0672002668000666,2,r,1.0589999999999904,10.0,221.0,9.0,0.0,180.1802,0.6670001667500416,179.91000000000005,0.0,0.0,0.0,,,
l,183.4250458562614,1.3673503418375854,3,l,1.3260000000000003,8.0,248.0,14.0,129.0,173.6614,0.6336501584125394,189.3789473684211,0.0,0.0,0.0,,,
r,200.0750375187598,1.7342004335501082,3,r,1.7249999999999943,11.0,224.0,10.0,0.0,184.6154,0.5836251459062867,205.6114285714285,0.0,0.0,0.0,,,
l,216.7750541937638,2.0010005002501248,4,l,2.0169999999999995,9.0,238.0,6.0,196.0,181.5431,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
r,200.0750375187598,2.317825579456395,4,r,2.374999999999993,12.0,235.0,2.0,0.0,179.3722,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
l,200.1000500250125,2.6846756711689177,5,l,2.678000000000001,10.0,244.0,4.0,194.0,168.5393,0.6836751709187925,175.52195121951226,0.0,0.0,0.0,,,
r,250.1000500250125,3.0348507587126896,5,r,3.043999999999997,13.0,245.0,3.0,0.0,172.9107,0.6503251625812903,184.52307692307704,0.0,0.0,0.0,,,
l,200.1000500250125,3.36835084208771,6,l,3.390000000000001,11.0,252.0,3.0,200.0,175.6955,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
r,250.1000500250125,3.68517592129398,6,r,3.737999999999992,14.0,247.0,1.0,0.0,176.9912,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
l,200.1000500250125,4.052026013006503,7,l,4.073,12.0,250.0,5.0,206.0,184.8998,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
r,266.77505419376337,4.385526096381524,7,r,4.41599999999999,15.0,251.0,3.0,0.0,175.4386,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
l,216.7750541937643,4.735701183925296,8,l,4.722000000000001,13.0,232.0,5.0,202.0,167.364,0.6670001667500411,179.91000000000017,0.0,0.0,0.0,,,
r,233.4250458562616,5.102551275637818,8,r,5.099999999999987,16.0,253.0,2.0,162.0,174.1655,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
l,266.800066700017,5.402701350675337,9,l,5.439000000000004,14.0,238.0,4.0,223.0,178.8376,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
r,216.7500416875107,5.819576454894113,9,r,5.788999999999987,17.0,251.0,1.0,169.0,172.4138,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
l,200.1000500250125,6.103051525762881,10,l,6.109999999999999,15.0,249.0,4.0,211.0,174.1655,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
r,200.0750375187598,6.519926629981657,10,r,,,,,,,0.6169751542437885,194.4972972972973,0.0,0.0,0.0,,,
l,216.7750541937634,6.786726696681674,11,l,6.799,16.0,245.0,4.0,197.0,173.913,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
r,266.77505419376337,7.136901784225445,11,r,7.168999999999983,19.0,249.0,1.0,196.0,174.1655,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
l,216.7750541937634,7.487076871769218,12,l,7.488999999999997,17.0,244.0,5.0,148.0,176.7305,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
r,266.77505419376337,7.837251959312989,12,r,7.857999999999983,20.0,257.0,2.0,206.0,174.4186,0.683675170918792,175.52195121951237,0.0,0.0,0.0,,,
l,200.1000500250125,8.187427046856762,13,l,8.167999999999992,18.0,244.0,5.0,168.0,173.1602,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
r,266.7750541937643,8.520927130231781,13,r,8.545999999999978,21.0,238.0,2.0,201.0,172.9107,0.7503751875937983,159.9199999999997,0.0,0.0,0.0,,,
l,200.1000500250143,8.871102217775555,14,l,8.86099999999999,19.0,256.0,5.0,168.0,168.3029,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
r,216.7500416875089,9.27130231782558,14,r,9.23999999999998,22.0,254.0,2.0,201.0,173.4104,0.6336501584125411,189.3789473684206,0.0,0.0,0.0,,,
l,216.7750541937625,9.554777388694347,15,l,9.573999999999993,20.0,250.0,5.0,166.0,171.6738,0.7003501750875429,171.34285714285733,0.0,0.0,0.0,,,
r,266.77505419375893,9.90495247623812,15,r,9.931999999999974,23.0,245.0,2.0,202.0,173.4104,0.7003501750875412,171.34285714285778,0.0,0.0,0.0,,,
l,200.1000500250143,10.25512756378189,16,l,10.272999999999996,21.0,253.0,5.0,196.0,180.4511,0.6670001667500411,179.91000000000017,0.0,0.0,0.0,,,
r,266.7750541937643,10.605302651325662,16,r,10.623999999999974,24.0,241.0,2.0,199.0,173.6614,0.7337001834250465,163.5545454545453,174.0,0.0,0.0,,,
l,216.7750541937643,10.922127730531932,17,l,10.937999999999995,22.0,248.0,5.0,177.0,169.4915,0.7003501750875447,171.3428571428569,174.0,0.0,0.0,,,
r,216.7500416875125,11.339002834750708,17,r,11.31499999999997,25.0,241.0,2.0,204.0,175.9531,0.6503251625812894,184.5230769230773,174.0,0.0,0.0,,,
l,216.7750541937643,11.622477905619476,18,l,11.646,23.0,246.0,5.0,179.0,173.1602,0.7170251792562965,167.35813953488332,174.0,0.0,0.0,,,
r,250.1000500250125,11.989327997331998,18,r,11.996999999999964,26.0,238.0,2.0,178.0,170.4545,0.7170251792562965,167.35813953488332,174.0,0.0,0.0,,,
l,200.1000500250107,12.339503084875773,19,l,12.339,24.0,250.0,4.0,176.0,171.6738,0.6836751709187912,175.5219512195126,174.0,0.0,0.0,,,
r,233.4250458562625,12.706353176588294,19,r,12.700999999999972,27.0,243.0,2.0,173.0,173.6614,0.7003501750875412,171.34285714285778,172.0,0.0,0.0,,,
l,183.4250458562607,13.023178255794564,20,l,13.037999999999997,25.0,248.0,5.0,174.0,180.4511,0.7003501750875447,171.3428571428569,172.0,0.0,0.0,,,
r,216.7500416875125,13.406703351675835,20,r,13.391999999999967,28.0,251.0,1.0,209.0,173.4104,0.6836751709187947,175.5219512195117,172.0,0.0,0.0,,,
l,183.4250458562589,13.723528430882109,21,l,13.702999999999996,26.0,254.0,5.0,158.0,165.9751,0.6836751709187912,175.5219512195126,172.0,0.0,0.0,,,
r,233.4250458562607,14.09037852259463,21,r,14.08399999999996,29.0,252.0,1.0,260.0,172.9107,0.6670001667500411,179.91000000000017,172.0,0.0,0.0,,,
l,216.7750541937625,14.4072036018009,22,l,14.426000000000002,27.0,250.0,5.0,168.0,180.4511,0.7003501750875447,171.3428571428569,172.0,0.0,0.0,,,
r,266.7750541937643,14.757378689344671,22,r,14.777999999999963,30.0,238.0,3.0,261.0,172.4138,0.7503751875937965,159.92000000000007,172.0,0.0,0.0,,,
l,183.4250458562589,15.107553776888444,23,l,15.091,28.0,250.0,6.0,181.0,166.205,0.7003501750875429,171.34285714285733,172.0,0.0,0.0,,,
r,216.7500416875107,15.507753876938468,23,r,15.473999999999954,31.0,257.0,1.0,252.0,171.9198,0.6836751709187947,175.5219512195117,172.0,0.0,0.0,,,
l,183.4250458562607,15.807903951975987,24,l,15.813000000000002,29.0,252.0,5.0,190.0,178.8376,0.6503251625812894,184.5230769230773,172.0,0.0,0.0,,,
r,216.7500416875071,16.191429047857262,24,r,16.17199999999996,32.0,241.0,2.0,247.0,172.1664,0.7170251792562929,167.35813953488417,172.0,0.0,0.0,,,
l,233.4500583625143,16.458229114557277,25,l,16.484,30.0,256.0,4.0,185.0,171.6738,0.7503751875937965,159.92000000000007,172.0,0.0,0.0,,,
r,216.7500416875107,16.908454227113555,25,r,16.868999999999964,33.0,253.0,2.0,241.0,169.9717,0.6836751709187929,175.52195121951215,172.0,0.0,0.0,,,
l,183.4250458562643,17.208604302151073,26,l,17.183,31.0,249.0,5.0,188.0,164.3836,0.6836751709187929,175.52195121951215,172.0,0.0,0.0,,,
r,233.4250458562607,17.59212939803235,26,r,17.574999999999967,34.0,240.0,2.0,250.0,171.9198,0.6836751709187929,175.52195121951215,172.0,0.0,0.0,,,
l,233.4500583625143,17.892279473069866,27,l,17.913000000000004,32.0,254.0,5.0,200.0,176.7305,0.7170251792562965,167.35813953488332,172.0,0.0,0.0,,,
