YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
r,339.2912629435441,0.1000500250125062,1,r,0.120000000000001,8.0,207.0,9.0,0.0,239.521,0.4835751208937802,248.15172413793104,,,,,,
l,347.1927287844845,0.3501750875437718,1,l,0.3500000000000014,4.0,246.0,10.0,0.0,235.2941,0.5169251292312823,232.14193548387087,,,,,,
r,339.2912629435441,0.5836251459062864,2,r,0.6210000000000022,9.0,203.0,16.0,0.0,214.6691,0.5836251459062864,205.6114285714285,174.0,0.0,104.0,,,
l,347.1927287844845,0.8671002167750541,2,l,0.8599999999999994,5.0,250.0,13.0,0.0,187.2075,0.6169751542437885,194.4972972972973,174.0,0.0,104.0,,,
r,339.2912629435441,1.167250291812573,3,r,1.1799999999999995,10.0,246.0,14.0,0.0,176.4706,0.6836751709187927,175.5219512195122,174.0,0.0,104.0,,,
l,313.5000833750214,1.4840753710188426,3,l,1.5010000000000012,6.0,284.0,12.0,0.0,173.6614,0.7003501750875438,171.34285714285713,174.0,0.0,104.0,,,
r,313.5000833750208,1.8509254627313656,4,r,1.86,11.0,282.0,12.0,0.0,172.1664,0.6670001667500418,179.90999999999997,174.0,0.0,105.0,,,
l,313.500083375021,2.1844255461063864,4,l,2.192,7.0,280.0,12.0,0.0,177.5148,0.6836751709187925,175.52195121951226,174.0,0.0,105.0,,,
r,313.5000833750205,2.5179256294814074,5,r,2.5569999999999986,12.0,297.0,10.0,0.0,176.9912,0.7003501750875434,171.34285714285724,174.0,0.0,105.0,,,
l,313.500083375021,2.868100717025179,5,l,2.8679999999999986,8.0,286.0,12.0,0.0,176.7305,0.6836751709187929,175.52195121951215,174.0,0.0,105.0,,,
r,296.8250792062701,3.218275804568951,6,r,3.234999999999999,13.0,285.0,10.0,0.0,176.9912,0.6670001667500411,179.91000000000017,174.0,0.0,105.0,,,
l,313.5000833750201,3.551775887943972,6,l,3.546999999999997,9.0,288.0,10.0,0.0,174.6725,0.667000166750042,179.9099999999999,172.0,0.0,106.0,,,
r,313.5000833750219,3.885275971318992,7,r,3.9129999999999967,14.0,296.0,9.0,0.0,179.1045,0.6836751709187934,175.52195121951203,172.0,0.0,106.0,,,
l,313.5000833750205,4.218776054694014,7,l,4.233999999999998,10.0,300.0,8.0,0.0,176.7305,0.6670001667500411,179.91000000000017,172.0,0.0,106.0,,,
r,296.82507920626966,4.568951142237785,8,r,4.582999999999995,15.0,292.0,10.0,0.0,176.2115,0.667000166750042,179.9099999999999,172.0,0.0,106.0,,,
l,313.5000833750205,4.885776221444055,8,l,4.912999999999997,11.0,296.0,8.0,0.0,177.2526,0.7003501750875438,171.34285714285713,172.0,0.0,106.0,,,
r,313.5000833750205,5.235951308987827,9,r,5.263999999999999,16.0,299.0,9.0,273.0,173.4104,0.7003501750875429,171.34285714285733,172.0,0.0,106.0,,,
l,330.17508754377144,5.586126396531599,9,l,5.589999999999996,12.0,307.0,9.0,129.0,172.6619,0.7003501750875438,171.34285714285713,172.0,0.0,107.0,,,
r,330.1750875437723,5.93630148407537,10,r,5.956,17.0,310.0,10.0,252.0,174.4186,0.6836751709187929,175.52195121951215,172.0,0.0,107.0,,,
l,330.17508754377144,6.286476571619143,10,l,6.284999999999997,13.0,310.0,10.0,132.0,176.2115,0.6670001667500411,179.91000000000017,172.0,0.0,107.0,,,
r,313.5000833750205,6.619976654994163,11,r,6.643999999999998,18.0,298.0,10.0,246.0,174.9271,0.7003501750875438,171.34285714285713,172.0,0.0,106.0,,,
l,330.1750875437723,6.953476738369184,11,l,6.9659999999999975,14.0,302.0,9.0,141.0,173.4104,0.7003501750875438,171.34285714285713,172.0,0.0,106.0,,,
r,330.17508754377144,7.320326830081707,12,r,7.329999999999998,19.0,312.0,10.0,158.0,171.9198,0.683675170918792,175.52195121951237,172.0,0.0,106.0,,,
l,330.17508754377144,7.653826913456728,12,l,7.657999999999998,15.0,324.0,9.0,163.0,171.184,0.7003501750875447,171.3428571428569,170.0,0.0,105.0,,,
r,330.1750875437732,8.004002001000499,13,r,8.027999999999999,20.0,307.0,10.0,156.0,172.6619,0.7003501750875447,171.3428571428569,170.0,0.0,105.0,,,
l,330.17508754377144,8.354177088544272,13,l,8.358999999999998,16.0,317.0,9.0,172.0,169.7313,0.7003501750875429,171.34285714285733,170.0,0.0,105.0,,,
r,346.850091712525,8.704352176088044,14,r,8.722999999999999,21.0,331.0,9.0,135.0,169.9717,0.7003501750875447,171.3428571428569,170.0,0.0,105.0,,,
l,330.1750875437732,9.054527263631815,14,l,9.065999999999995,17.0,316.0,9.0,169.0,173.4104,0.6836751709187929,175.52195121951215,170.0,0.0,105.0,,,
r,330.1750875437697,9.404702351175589,15,r,9.428999999999998,22.0,316.0,10.0,169.0,171.4286,0.7003501750875429,171.34285714285733,170.0,0.0,105.0,,,
l,346.8500917125232,9.738202434550608,15,l,9.757999999999992,18.0,320.0,8.0,205.0,171.6738,0.7003501750875429,171.34285714285733,170.0,0.0,104.0,,,
r,330.1750875437732,10.105052526263131,16,r,10.128999999999998,23.0,316.0,10.0,183.0,173.913,0.7003501750875429,171.34285714285733,170.0,0.0,104.0,,,
l,330.1750875437732,10.438552609638151,16,l,10.456999999999995,19.0,312.0,10.0,214.0,172.6619,0.7003501750875447,171.3428571428569,170.0,0.0,104.0,,,
r,330.17508754377144,10.805402701350674,17,r,10.819,24.0,324.0,10.0,185.0,170.9402,0.7003501750875465,171.34285714285647,170.0,0.0,104.0,,,
l,346.850091712525,11.138902784725696,17,l,11.151999999999994,20.0,331.0,9.0,199.0,169.2525,0.7003501750875447,171.3428571428569,170.0,0.0,104.0,,,
r,330.1750875437697,11.50575287643822,18,r,11.520999999999995,25.0,316.0,11.0,160.0,170.697,0.7003501750875412,171.34285714285778,170.0,0.0,103.0,,,
