YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate
r,133.4000333500083,0.4669001167250292,1,r,0.4300000000000001,7.0,250.0,1.0,88.0,212.0141,0.5502751375687843,218.07272727272732,,,
l,166.7500416875105,0.7337001834250458,1,l,0.6440000000000001,8.0,155.0,12.0,73.0,219.3784,0.6003001500750376,199.9,60.0,0.0,114.0
r,183.4250458562616,1.0171752542938135,2,r,0.9960000000000004,8.0,168.0,7.0,93.0,205.8319,0.6169751542437887,194.49729729729728,60.0,0.0,114.0
l,166.7500416875105,1.3340003335000834,2,l,1.1909999999999998,9.0,170.0,8.0,94.0,199.6672,0.5836251459062862,205.61142857142863,60.0,0.0,114.0
r,183.4250458562618,1.6341504085376022,3,r,1.5790000000000006,9.0,185.0,6.0,121.0,189.2744,0.6169751542437887,194.49729729729728,60.0,0.0,114.0
l,200.10005002501268,1.9176254794063696,3,l,1.7919999999999998,10.0,173.0,7.0,0.0,199.3355,0.63365015841254,189.37894736842097,60.0,0.0,114.0
r,166.75004168751028,2.251125562781391,4,r,2.213,10.0,201.0,4.0,0.0,197.0443,0.6169751542437893,194.49729729729705,60.0,0.0,114.0
l,183.4250458562611,2.5512756378189096,4,l,2.394,11.0,189.0,5.0,0.0,193.8611,0.6169751542437885,194.49729729729737,140.0,425.0,113.0
r,183.4250458562611,2.86810071702518,5,r,2.822000000000001,11.0,168.0,7.0,0.0,192.0,0.6169751542437876,194.4972972972976,140.0,425.0,113.0
l,183.425045856262,3.168250792062698,5,l,3.0130000000000017,12.0,177.0,7.0,0.0,191.6933,0.6169751542437889,194.4972972972972,140.0,425.0,113.0
r,166.75004168751158,3.485075871268968,6,r,3.447000000000001,12.0,167.0,7.0,0.0,197.3684,0.6169751542437889,194.4972972972972,140.0,425.0,113.0
l,183.4250458562611,3.785225946306487,6,l,3.639000000000001,13.0,171.0,9.0,0.0,196.3993,0.6169751542437893,194.49729729729705,214.0,249.0,109.0
r,183.4250458562616,4.102051025512757,7,r,4.055000000000001,13.0,174.0,6.0,0.0,195.7586,0.6003001500750376,199.9,214.0,249.0,109.0
l,183.4250458562607,4.402201100550276,7,l,4.25,14.0,177.0,8.0,0.0,195.122,0.6169751542437876,194.4972972972976,214.0,249.0,109.0
r,183.4250458562616,4.702351175587794,8,r,4.668,14.0,175.0,7.0,0.0,196.7213,0.6169751542437885,194.49729729729737,214.0,208.0,106.0
l,166.7500416875107,5.019176254794064,8,l,4.865,15.0,175.0,8.0,0.0,197.6936,0.6003001500750376,199.9,214.0,208.0,106.0
