YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
l,133.4000333500083,0.1667500416875104,1,l,0.1499999999999985,5.0,506.0,16.0,0.0,120.7243,0.4835751208937802,248.15172413793104,,,,,,
r,133.4000333500083,0.3835250958812739,1,r,0.370000000000001,5.0,477.0,12.0,164.0,143.3692,0.5336001334000333,224.8875,,,,,,
l,150.0750375187594,0.6503251625812906,2,l,1.1439999999999948,6.0,214.0,16.0,0.0,230.7692,0.4835751208937803,248.15172413793096,0.0,0.0,0.0,,,
r,166.7500416875105,0.9171252292813072,2,r,1.2070000000000007,6.0,732.0,13.0,149.0,113.1008,0.5169251292312822,232.14193548387104,0.0,0.0,0.0,,,
l,200.1000500250123,1.1339002834750709,3,l,,,,,,,0.5836251459062862,205.61142857142863,0.0,0.0,0.0,,,
r,200.1000500250125,1.4340503585125894,3,r,,,,,,,0.6003001500750376,199.9,0.0,0.0,0.0,,,
l,266.8000667000165,1.717525429381357,4,l,1.663999999999998,7.0,359.0,16.0,0.0,184.3318,0.6503251625812909,184.52307692307684,0.0,0.0,0.0,,,
r,250.1250625312656,2.034350508587627,4,r,2.2680000000000007,7.0,229.0,16.0,122.0,206.1856,0.6336501584125394,189.3789473684211,0.0,0.0,0.0,,,
l,266.800066700017,2.367850591962648,5,l,2.3150000000000013,8.0,351.0,16.0,0.0,175.9531,0.6336501584125398,189.378947368421,0.0,0.0,0.0,,,
r,266.8000667000174,2.6680006670001664,5,r,2.8500000000000014,8.0,273.0,16.0,106.0,184.8998,0.667000166750042,179.9099999999999,0.0,0.0,0.0,,,
l,250.1250625312652,3.001500750375188,6,l,2.997,9.0,292.0,16.0,0.0,185.4714,0.6503251625812903,184.52307692307704,0.0,0.0,0.0,,,
r,250.1250625312656,3.3350008337502084,6,r,3.4990000000000023,9.0,274.0,16.0,114.0,185.1852,0.6670001667500411,179.91000000000017,0.0,0.0,0.0,,,
l,250.1250625312661,3.651825912956478,7,l,3.6439999999999984,10.0,380.0,16.0,0.0,180.9955,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
r,250.1250625312661,4.0020010005002495,7,r,4.147000000000002,10.0,273.0,16.0,129.0,184.8998,0.667000166750042,179.9099999999999,0.0,0.0,0.0,,,
l,250.1250625312652,4.335501083875271,8,l,4.307000000000002,11.0,383.0,16.0,0.0,175.1825,0.6670001667500411,179.91000000000017,0.0,0.0,0.0,,,
r,250.1250625312652,4.669001167250292,8,r,4.796000000000007,11.0,272.0,16.0,132.0,174.9271,0.6503251625812903,184.52307692307704,0.0,0.0,0.0,,,
l,250.1250625312661,5.002501250625312,9,l,4.991999999999997,12.0,294.0,16.0,0.0,179.91,0.667000166750042,179.9099999999999,0.0,0.0,0.0,,,
r,266.800066700017,5.319326329831582,9,r,5.481999999999999,12.0,269.0,16.0,149.0,178.3061,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
l,266.8000667000161,5.669501417375354,10,l,5.658999999999999,13.0,378.0,16.0,0.0,183.7672,0.6503251625812903,184.52307692307704,0.0,0.0,0.0,,,
r,250.1250625312661,6.003001500750375,10,r,6.155000000000001,13.0,272.0,16.0,152.0,175.9531,0.667000166750042,179.9099999999999,0.0,0.0,0.0,,,
l,266.800066700017,6.319826579956644,11,l,6.311999999999998,14.0,368.0,16.0,161.0,173.1602,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
r,266.8000667000161,6.670001667500417,11,r,6.837000000000003,14.0,270.0,16.0,146.0,179.91,0.6503251625812903,184.52307692307704,0.0,0.0,0.0,,,
l,283.4750708687679,7.003501750875437,12,l,,,,,,,0.6670001667500411,179.91000000000017,0.0,0.0,0.0,,,
r,283.4750708687679,7.320326830081707,12,r,7.503999999999998,15.0,279.0,16.0,113.0,178.5714,0.683675170918792,175.52195121951237,0.0,0.0,0.0,,,
l,283.4750708687679,7.6705019176254785,13,l,7.676000000000002,16.0,377.0,16.0,119.0,179.91,0.6836751709187938,175.52195121951192,0.0,0.0,0.0,,,
r,266.80006670001785,8.004002001000499,13,r,8.176000000000002,16.0,282.0,16.0,84.0,181.8182,0.6670001667500429,179.90999999999968,0.0,0.0,0.0,,,
l,266.8000667000161,8.354177088544272,14,l,8.343000000000004,17.0,371.0,16.0,98.0,178.3061,0.6503251625812894,184.5230769230773,0.0,0.0,0.0,,,
r,283.4750708687679,8.671002167750542,14,r,8.835999999999999,17.0,281.0,16.0,80.0,178.8376,0.6503251625812894,184.5230769230773,0.0,0.0,0.0,,,
l,283.4750708687679,9.004502251125562,15,l,9.015999999999998,18.0,383.0,13.0,100.0,181.5431,0.6836751709187947,175.5219512195117,0.0,0.0,0.0,,,
r,283.4750708687679,9.321327330331831,15,r,9.506999999999998,18.0,280.0,16.0,75.0,176.9912,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
l,266.8000667000143,9.688177422044356,16,l,9.677,19.0,349.0,16.0,98.0,175.1825,0.6336501584125376,189.37894736842165,0.0,0.0,0.0,,,
r,283.4750708687679,10.005002501250624,16,r,10.184999999999995,19.0,275.0,16.0,91.0,181.5431,0.6670001667500394,179.91000000000065,0.0,0.0,0.0,,,
l,300.1500750375196,10.321827580456894,17,l,10.362000000000002,20.0,379.0,13.0,98.0,183.7672,0.6670001667500411,179.91000000000017,0.0,0.0,0.0,,,
r,283.4750708687679,10.672002668000664,17,r,10.845999999999997,20.0,274.0,16.0,92.0,178.5714,0.6503251625812929,184.52307692307627,180.0,0.0,0.0,,,
l,300.1500750375214,10.988827747206935,18,l,11.015,21.0,338.0,14.0,93.0,181.5431,0.6670001667500429,179.90999999999968,180.0,0.0,0.0,,,
r,283.4750708687679,11.322327830581957,18,r,11.518,21.0,279.0,16.0,120.0,181.5431,0.6503251625812911,184.5230769230768,180.0,0.0,0.0,,,
l,300.1500750375179,11.655827913956978,19,l,11.676000000000002,22.0,290.0,15.0,97.0,182.6484,0.6503251625812911,184.5230769230768,180.0,0.0,0.0,,,
r,300.1500750375179,11.972652993163248,19,r,12.178999999999997,22.0,283.0,14.0,131.0,181.8182,0.6670001667500411,179.91000000000017,180.0,0.0,0.0,,,
l,316.8250792062714,12.30615307653827,20,l,12.333000000000006,23.0,381.0,14.0,93.0,178.3061,0.6670001667500411,179.91000000000017,180.0,0.0,0.0,,,
r,300.1500750375196,12.639653159913289,20,r,12.839,23.0,289.0,14.0,144.0,179.91,0.6836751709187929,175.52195121951215,180.0,0.0,0.0,,,
l,316.82507920626966,12.97315324328831,21,l,13.006,24.0,382.0,14.0,113.0,181.5431,0.6836751709187929,175.52195121951215,180.0,0.0,0.0,,,
r,283.4750708687679,13.323328330832082,21,r,13.506,24.0,292.0,14.0,146.0,181.2689,0.6503251625812894,184.5230769230773,180.0,0.0,0.0,,,
l,283.4750708687679,13.656828414207103,22,l,13.667000000000002,25.0,352.0,14.0,109.0,180.1802,0.6503251625812894,184.5230769230773,180.0,0.0,0.0,,,
r,300.1500750375196,13.973653493413371,22,r,14.168,25.0,285.0,16.0,151.0,180.9955,0.6836751709187947,175.5219512195117,180.0,0.0,0.0,,,
l,300.1500750375196,14.307153576788393,23,l,14.333000000000006,26.0,356.0,14.0,107.0,180.9955,0.6670001667500429,179.90999999999968,180.0,0.0,0.0,,,
r,283.4750708687679,14.657328664332166,23,r,14.830999999999996,26.0,283.0,16.0,151.0,180.1802,0.6169751542437858,194.4972972972982,180.0,0.0,0.0,,,
l,300.1500750375161,14.974153743538436,24,l,14.996000000000002,27.0,309.0,13.0,108.0,178.8376,0.6670001667500411,179.91000000000017,180.0,0.0,0.0,,,
r,316.8250792062732,15.274303818575952,24,r,15.497,27.0,284.0,14.0,159.0,180.4511,0.7003501750875465,171.34285714285647,180.0,0.0,0.0,,,
