YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate
r,231.12100047040772,0.0,1,r,0.5,7.0,250.0,16.0,0.0,163.9344,0.5169251292312823,232.14193548387087,,,
l,176.7500416875104,0.1500750375187593,1,l,0.14,3.0,284.0,16.0,1.0,164.8352,0.733700183425046,163.55454545454543,,,
r,243.4500583625145,0.5169251292312823,2,r,,,,,,,0.7003501750875437,171.34285714285716,0.0,0.0,0.0
l,226.7750541937634,0.8837752209438052,2,l,0.868,4.0,256.0,16.0,28.0,169.4915,0.7003501750875436,171.34285714285718,0.0,0.0,0.0
r,243.4500583625145,1.217275304318826,3,r,1.231999999999999,8.0,258.0,16.0,0.0,166.8985,0.7337001834250461,163.5545454545454,0.0,0.0,0.0
l,260.1250625312656,1.5841253960313488,3,l,1.576,5.0,248.0,16.0,52.0,165.7459,0.7170251792562952,167.35813953488363,0.0,0.0,0.0
r,243.4500583625143,1.950975487743872,4,r,1.9510000000000003,9.0,257.0,16.0,0.0,167.364,0.7170251792562943,167.35813953488386,0.0,0.0,0.0
l,226.7750541937634,2.301150575287644,4,l,2.3000000000000003,6.0,257.0,16.0,65.0,170.9402,0.7170251792562943,167.35813953488386,0.0,0.0,0.0
r,243.4500583625147,2.6680006670001664,5,r,2.668,10.0,258.0,16.0,0.0,168.0672,0.7003501750875438,171.34285714285713,0.0,0.0,0.0
l,243.4500583625147,3.0181757545439383,5,l,3.0020000000000007,7.0,253.0,16.0,95.0,171.184,0.7003501750875438,171.34285714285713,0.0,0.0,0.0
r,243.4500583625147,3.36835084208771,6,r,3.382000000000005,11.0,254.0,16.0,0.0,169.7313,0.7003501750875438,171.34285714285713,0.0,0.0,0.0
l,243.4500583625147,3.718525929631482,6,l,3.7030000000000007,8.0,253.0,16.0,142.0,168.3029,0.7003501750875434,171.34285714285724,0.0,0.0,0.0
r,260.1250625312652,4.068701017175254,7,r,4.089000000000006,12.0,261.0,16.0,0.0,170.2128,0.7003501750875438,171.34285714285713,0.0,0.0,0.0
l,226.7750541937643,4.4188761047190255,7,l,4.416,9.0,251.0,16.0,176.0,171.184,0.7170251792562956,167.35813953488355,0.0,0.0,0.0
r,260.1250625312652,4.769051192262798,8,r,4.794000000000004,13.0,260.0,16.0,0.0,170.4545,0.7003501750875438,171.34285714285713,0.0,0.0,0.0
l,226.7750541937634,5.135901283975321,8,l,5.117,10.0,243.0,16.0,210.0,170.9402,0.7003501750875429,171.34285714285733,0.0,0.0,0.0
r,260.1250625312652,5.469401367350342,9,r,5.498000000000012,14.0,250.0,16.0,0.0,170.2128,0.7170251792562947,167.35813953488375,0.0,0.0,0.0
l,243.4500583625152,5.836251459062864,9,l,5.819,11.0,242.0,16.0,196.0,171.4286,0.7003501750875438,171.34285714285713,0.0,0.0,0.0
r,243.4500583625143,6.186426546606636,10,r,6.20300000000001,15.0,252.0,16.0,208.0,172.6619,0.7003501750875438,171.34285714285713,0.0,0.0,0.0
l,226.7750541937634,6.536601634150408,10,l,6.519000000000001,12.0,246.0,16.0,200.0,171.9198,0.7003501750875438,171.34285714285713,0.0,0.0,0.0
r,243.4500583625152,6.88677672169418,11,r,6.89800000000001,16.0,250.0,16.0,200.0,172.4138,0.7003501750875438,171.34285714285713,0.0,0.0,0.0
l,243.4500583625152,7.236951809237952,11,l,7.217,13.0,248.0,16.0,197.0,170.4545,0.7003501750875429,171.34285714285733,0.0,0.0,0.0
