YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate
l,66.7000166750041,0.0500250125062531,1,l,0.0300000000000011,8.0,879.0,1.0,0.0,88.8889,0.6169751542437885,194.49729729729737,,,
r,183.4250458562614,0.3168250792062698,1,r,0.2999999999999971,9.0,213.0,8.0,0.0,167.5978,0.6336501584125396,189.37894736842105,,,
l,233.4500583625146,0.6670001667500416,2,l,,,,,,,0.6503251625812909,184.52307692307684,0.0,0.0,0.0
r,233.4500583625146,0.9504752376188094,2,r,1.0159999999999982,10.0,207.0,13.0,0.0,190.779,0.6503251625812906,184.52307692307696,0.0,0.0,0.0
l,233.4500583625143,1.3173253293313325,3,l,1.3799999999999957,9.0,155.0,13.0,0.0,199.6672,0.6169751542437882,194.4972972972974,0.0,0.0,0.0
r,266.8000667000167,1.6008004002001,3,r,1.644999999999996,11.0,277.0,4.0,0.0,176.4706,0.6503251625812905,184.523076923077,0.0,0.0,0.0
l,283.4750708687679,1.9343004835751207,4,l,1.9809999999999943,10.0,290.0,5.0,0.0,170.2128,0.6503251625812907,184.5230769230769,0.0,0.0,0.0
r,333.500083375021,2.2511255627813904,4,r,2.324999999999996,12.0,324.0,3.0,0.0,169.0141,0.7003501750875438,171.34285714285713,0.0,0.0,0.0
l,333.50008337502055,2.584625646156411,5,l,2.685999999999978,11.0,345.0,6.0,146.0,166.205,0.7337001834250456,163.55454545454552,0.0,0.0,0.0
r,316.82507920626966,2.9514757378689342,5,r,3.0349999999999966,13.0,294.0,4.0,0.0,161.2903,0.7337001834250456,163.55454545454552,0.0,0.0,0.0
l,316.8250792062701,3.318325829581457,6,l,3.407999999999987,12.0,375.0,12.0,174.0,159.787,0.7670501917625479,156.44347826086957,0.0,0.0,0.0
r,333.5000833750214,3.68517592129398,6,r,3.778999999999989,14.0,310.0,2.0,0.0,155.0388,0.8004002001000501,149.92499999999998,0.0,0.0,0.0
l,333.50008337502055,4.085376021344005,7,l,4.158999999999992,13.0,464.0,3.0,190.0,149.2537,0.8004002001000501,149.92499999999998,0.0,0.0,0.0
r,333.50008337502055,4.48557612139403,7,r,4.552999999999997,15.0,320.0,1.0,0.0,148.6989,0.8004002001000501,149.92499999999998,0.0,0.0,0.0
l,333.50008337502055,4.885776221444055,8,l,4.962999999999994,14.0,460.0,2.0,174.0,149.6259,0.8004002001000501,149.92499999999998,0.0,0.0,0.0
r,333.50008337502055,5.28597632149408,8,r,5.359999999999992,16.0,333.0,1.0,0.0,150.3759,0.7837251959312992,153.1148936170212,0.0,0.0,0.0
l,333.50008337502055,5.686176421544105,9,l,5.765000000000001,15.0,458.0,3.0,206.0,150.7538,0.8004002001000501,149.92499999999998,0.0,0.0,0.0
r,333.50008337502055,6.069701517425379,9,r,6.157999999999994,17.0,306.0,2.0,88.0,151.1335,0.8004002001000501,149.92499999999998,0.0,0.0,0.0
l,316.82507920626966,6.486576621644155,10,l,6.561000000000007,16.0,454.0,3.0,224.0,153.4527,0.7837251959312992,153.1148936170212,0.0,0.0,0.0
r,333.50008337502055,6.870101717525429,10,r,6.951999999999991,18.0,322.0,1.0,101.0,151.8987,0.8004002001000492,149.92500000000015,0.0,0.0,0.0
l,333.50008337502055,7.270301817575454,11,l,7.3430000000000035,17.0,466.0,2.0,244.0,150.0,0.7837251959312983,153.1148936170214,0.0,0.0,0.0
r,333.50008337502055,7.6705019176254785,11,r,7.74199999999999,19.0,324.0,1.0,106.0,154.0436,0.7670501917625492,156.4434782608693,0.0,0.0,0.0
l,350.17508754377144,8.054027013506753,12,l,8.143,18.0,347.0,3.0,291.0,156.25,0.7670501917625483,156.44347826086948,0.0,0.0,0.0
r,333.5000833750197,8.437552109388028,12,r,8.520999999999994,20.0,318.0,1.0,105.0,152.6718,0.7837251959312983,153.1148936170214,0.0,0.0,0.0
l,350.17508754377144,8.821077205269301,13,l,8.911000000000001,19.0,423.0,12.0,310.0,151.1335,0.7837251959312983,153.1148936170214,0.0,0.0,0.0
