YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate
r,66.7000166750041,0.0,1,r,0.382,1.0,385.0,16.0,83.0,171.6738,0.3501750875437718,342.68571428571437,0.0,,0.0
l,283.4750708687677,0.0833750208437552,1,l,0.082,6.0,288.0,7.0,0.0,150.3759,0.6836751709187927,175.5219512195122,0.0,,0.0
r,266.8000667000167,0.3501750875437718,2,r,,,,,,,0.7503751875937968,159.92,0.0,,0.0
l,233.4500583625145,0.7670501917625479,2,l,0.8799999999999999,7.0,240.0,15.0,0.0,157.4803,0.7170251792562947,167.35813953488375,0.0,,0.0
r,250.1250625312656,1.1005502751375686,3,r,1.081,2.0,389.0,16.0,83.0,179.3722,0.750375187593797,159.92,0.0,,0.0
l,250.1250625312656,1.4840753710188426,3,l,1.642,8.0,252.0,13.0,0.0,157.4803,0.750375187593797,159.92,0.0,,0.0
r,266.8000667000167,1.8509254627313656,4,r,1.75,3.0,375.0,16.0,87.0,209.7902,0.7503751875937967,159.92000000000002,0.0,,0.0
l,266.8000667000165,2.2344505586126395,4,l,2.404,9.0,259.0,12.0,0.0,158.7302,0.750375187593797,159.92,0.0,,0.0
r,283.4750708687679,2.6013006503251623,5,r,2.322,4.0,448.0,13.0,101.0,170.4545,0.7670501917625479,156.44347826086957,0.0,,0.0
l,266.8000667000165,2.9848257462064365,5,l,3.1599999999999997,10.0,263.0,12.0,0.0,160.0,0.750375187593797,159.92,0.0,,0.0
r,283.4750708687679,3.36835084208771,6,r,3.026,5.0,246.0,16.0,124.0,234.375,0.7503751875937974,159.9199999999999,0.0,,0.0
l,283.4750708687679,3.7352009338002334,6,l,3.91,11.0,265.0,13.0,0.0,159.1512,0.7503751875937965,159.92000000000007,0.0,,0.0
r,283.475070868767,4.118726029681508,7,r,,,,,,,0.7503751875937965,159.92000000000007,0.0,,0.0
l,283.4750708687679,4.48557612139403,7,l,4.664,12.0,255.0,12.0,0.0,159.3625,0.7670501917625483,156.44347826086948,0.0,,0.0
r,283.4750708687679,4.869101217275304,8,r,5.204,7.0,306.0,8.0,148.0,175.6955,0.7503751875937965,159.92000000000007,0.0,,0.0
l,266.8000667000161,5.252626313156578,8,l,5.417,13.0,261.0,13.0,300.0,157.4803,0.7503751875937965,159.92000000000007,0.0,,0.0
r,300.1500750375188,5.619476404869101,9,r,5.887,8.0,246.0,10.0,161.0,153.0612,0.7670501917625483,156.44347826086948,0.0,,0.0
l,283.4750708687679,6.003001500750375,9,l,6.179,14.0,265.0,11.0,303.0,157.4803,0.7670501917625483,156.44347826086948,0.0,,0.0
r,283.4750708687679,6.386526596631649,10,r,6.670999999999999,9.0,252.0,11.0,131.0,161.7251,0.7670501917625474,156.44347826086968,0.0,,0.0
l,266.8000667000161,6.770051692512923,10,l,6.941000000000001,15.0,262.0,10.0,309.0,156.658,0.7503751875937965,159.92000000000007,0.0,,0.0
r,283.4750708687679,7.153576788394196,11,r,7.412999999999999,10.0,264.0,10.0,128.0,158.1028,0.7503751875937974,159.9199999999999,0.0,,0.0
l,283.4750708687688,7.52042688010672,11,l,7.707000000000001,16.0,276.0,11.0,319.0,160.8579,0.7670501917625474,156.44347826086968,0.0,,0.0
r,300.1500750375179,7.903951975987994,12,r,8.172,11.0,262.0,10.0,131.0,159.5745,0.7670501917625483,156.44347826086948,0.0,,0.0
l,300.1500750375196,8.287477071869267,12,l,8.453000000000001,17.0,272.0,8.0,289.0,157.0681,0.7503751875937965,159.92000000000007,0.0,,0.0
r,300.1500750375179,8.671002167750542,13,r,8.924,12.0,266.0,12.0,129.0,158.3113,0.7337001834250465,163.5545454545453,0.0,,0.0
l,283.4750708687679,9.037852259463063,13,l,9.217,18.0,282.0,11.0,257.0,160.8579,0.7503751875937983,159.9199999999997,0.0,,0.0
r,316.8250792062679,9.404702351175589,14,r,9.682,13.0,262.0,10.0,115.0,159.3625,0.7670501917625483,156.44347826086948,0.0,,0.0
l,300.1500750375179,9.788227447056862,14,l,9.963,19.0,284.0,8.0,231.0,157.8947,0.7670501917625465,156.44347826086985,0.0,,0.0
r,300.1500750375196,10.171752542938137,15,r,10.435,14.0,282.0,10.0,122.0,158.3113,0.7670501917625465,156.44347826086985,0.0,,0.0
l,283.4750708687679,10.555277638819408,15,l,10.723,20.0,283.0,8.0,206.0,157.4803,0.7503751875938001,159.91999999999933,0.0,,0.0
r,283.4750708687679,10.938802734700683,16,r,11.193,15.0,262.0,10.0,123.0,157.4803,0.7503751875937965,159.92000000000007,0.0,,0.0
l,283.4750708687661,11.305652826413208,16,l,11.485,21.0,267.0,10.0,181.0,157.0681,0.767050191762543,156.4434782608706,0.0,,0.0
r,300.1500750375179,11.68917792229448,17,r,11.954999999999998,16.0,270.0,8.0,123.0,157.6873,0.7670501917625483,156.44347826086948,0.0,,0.0
l,266.8000667000214,12.072703018175751,17,l,12.249,22.0,277.0,10.0,197.0,159.787,0.7503751875938001,159.91999999999933,0.0,,0.0
