YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
r,266.8000667000167,0.400200100050025,1,r,0.3999999999999986,6.0,270.0,10.0,0.0,155.8442,0.750375187593797,159.92,,,,,,
l,316.8250792062698,0.767050191762548,1,l,0.9089999999999988,8.0,304.0,10.0,0.0,160.4278,0.7503751875937968,159.92,0.0,0.0,0.0,,,
r,300.1500750375188,1.150575287643822,2,r,1.1700000000000017,7.0,303.0,7.0,0.0,160.4278,0.750375187593797,159.92,0.0,0.0,0.0,,,
l,300.15007503751923,1.5174253793563448,2,l,1.6569999999999965,9.0,304.0,7.0,0.0,163.4877,0.750375187593797,159.92,0.0,0.0,0.0,,,
r,300.1500750375188,1.900950475237619,3,r,1.918,8.0,298.0,6.0,0.0,161.9433,0.7337001834250461,163.5545454545454,0.0,0.0,0.0,,,
l,300.1500750375188,2.2678005669501418,3,l,2.390999999999991,10.0,308.0,6.0,0.0,161.2903,0.7337001834250461,163.5545454545454,0.0,0.0,0.0,,,
r,300.1500750375188,2.634650658662665,4,r,2.658999999999999,9.0,311.0,7.0,0.0,165.2893,0.7503751875937961,159.9200000000002,0.0,0.0,0.0,,,
l,300.1500750375188,3.001500750375188,4,l,3.134999999999991,11.0,298.0,6.0,0.0,161.7251,0.7670501917625483,156.44347826086948,0.0,0.0,0.0,,,
r,283.4750708687679,3.385025846256461,5,r,3.384999999999998,10.0,294.0,5.0,0.0,158.9404,0.7670501917625483,156.44347826086948,0.0,0.0,0.0,,,
l,300.1500750375179,3.768550942137736,5,l,3.876999999999988,12.0,306.0,6.0,0.0,159.5745,0.7337001834250456,163.55454545454552,0.0,0.0,0.0,,,
r,283.4750708687679,4.152076038019009,6,r,4.1399999999999935,11.0,298.0,7.0,0.0,157.8947,0.7337001834250465,163.5545454545453,0.0,0.0,0.0,,,
l,316.82507920626966,4.502251125562782,6,l,4.628999999999991,13.0,308.0,7.0,0.0,158.7302,0.7670501917625474,156.44347826086968,0.0,0.0,0.0,,,
r,283.475070868767,4.885776221444056,7,r,4.899999999999999,12.0,286.0,7.0,0.0,158.7302,0.7503751875937965,159.92000000000007,0.0,0.0,0.0,,,
l,283.4750708687679,5.269301317325329,7,l,5.384999999999991,14.0,296.0,7.0,0.0,160.4278,0.7503751875937983,159.9199999999997,0.0,0.0,0.0,,,
r,283.4750708687679,5.636151409037852,8,r,5.655999999999992,13.0,294.0,6.0,0.0,157.8947,0.7670501917625483,156.44347826086948,0.0,0.0,0.0,,,
l,300.1500750375179,6.019676504919127,8,l,6.1329999999999885,15.0,295.0,6.0,150.0,158.1028,0.7503751875937956,159.92000000000027,0.0,0.0,0.0,,,
r,283.475070868767,6.403201600800401,9,r,6.415999999999997,14.0,286.0,8.0,89.0,164.1587,0.7337001834250456,163.55454545454552,0.0,0.0,0.0,,,
l,300.1500750375188,6.770051692512923,9,l,6.891999999999989,16.0,305.0,7.0,175.0,165.5172,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
r,283.4750708687679,7.136901784225446,10,r,7.146999999999999,15.0,301.0,7.0,84.0,163.4877,0.7337001834250456,163.55454545454552,0.0,0.0,0.0,,,
l,316.8250792062705,7.487076871769218,10,l,7.61699999999999,17.0,313.0,7.0,204.0,160.4278,0.7503751875937974,159.9199999999999,0.0,0.0,0.0,,,
r,283.4750708687679,7.870601967650492,11,r,7.880999999999993,16.0,308.0,7.0,79.0,160.2136,0.7503751875937965,159.92000000000007,0.0,0.0,0.0,,,
l,316.82507920626966,8.237452059363015,11,l,8.364999999999988,18.0,317.0,7.0,188.0,163.2653,0.7337001834250465,163.5545454545453,0.0,0.0,0.0,,,
r,283.4750708687679,8.620977155244288,12,r,8.629999999999995,17.0,306.0,8.0,77.0,163.9344,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
l,316.82507920626966,8.971152242788062,12,l,9.099999999999987,19.0,317.0,8.0,194.0,165.2893,0.7503751875937965,159.92000000000007,0.0,0.0,0.0,,,
r,300.1500750375214,9.338002334500583,13,r,9.361999999999997,18.0,310.0,6.0,89.0,165.5172,0.7337001834250465,163.5545454545453,0.0,0.0,0.0,,,
l,300.1500750375179,9.721527430381858,13,l,9.825999999999986,20.0,317.0,5.0,213.0,164.3836,0.7337001834250465,163.5545454545453,0.0,0.0,0.0,,,
r,316.82507920626966,10.07170251792563,14,r,10.086999999999996,19.0,308.0,5.0,86.0,160.4278,0.7503751875937965,159.92000000000007,0.0,0.0,0.0,,,
l,300.1500750375196,10.455227613806905,14,l,10.55599999999999,21.0,307.0,5.0,195.0,159.5745,0.7503751875937947,159.92000000000044,0.0,0.0,0.0,,,
r,300.1500750375196,10.822077705519426,15,r,10.834999999999988,20.0,303.0,6.0,99.0,164.3836,0.7503751875937983,159.9199999999997,0.0,0.0,0.0,,,
l,300.1500750375214,11.2056028014007,15,l,11.307999999999986,22.0,304.0,7.0,165.0,163.4877,0.7170251792562965,167.35813953488332,0.0,0.0,0.0,,,
r,283.4750708687661,11.572452893113224,16,r,11.56499999999999,21.0,302.0,7.0,110.0,162.3816,0.7337001834250447,163.5545454545457,160.0,0.0,0.0,,,
l,316.82507920626966,11.922627980656996,16,l,12.041999999999987,23.0,315.0,6.0,185.0,159.5745,0.7670501917625483,156.44347826086948,160.0,0.0,0.0,,,
r,300.1500750375196,12.30615307653827,17,r,12.303999999999988,22.0,329.0,3.0,135.0,160.4278,0.7503751875937965,159.92000000000007,160.0,0.0,0.0,,,
l,316.82507920626966,12.689678172419544,17,l,12.793999999999984,24.0,328.0,4.0,164.0,168.5393,0.7003501750875429,171.34285714285733,160.0,0.0,0.0,,,
r,300.1500750375179,13.056528264132066,18,r,13.051999999999984,23.0,327.0,7.0,144.0,174.1655,0.6503251625812911,184.5230769230768,160.0,0.0,0.0,,,
l,300.1500750375161,13.390028347507087,18,l,13.505999999999986,25.0,303.0,9.0,143.0,173.1602,0.6836751709187929,175.52195121951215,160.0,0.0,0.0,,,
r,316.8250792062714,13.706853426713357,19,r,13.740999999999984,24.0,305.0,9.0,146.0,169.7313,0.7337001834250465,163.5545454545453,160.0,0.0,0.0,,,
l,300.1500750375179,14.07370351842588,19,l,14.198999999999977,26.0,312.0,7.0,147.0,170.4545,0.7170251792562965,167.35813953488332,160.0,0.0,0.0,,,
r,300.1500750375161,14.440553610138403,20,r,14.447999999999986,25.0,302.0,7.0,141.0,171.9198,0.7170251792562947,167.35813953488375,160.0,0.0,0.0,,,
l,316.8250792062679,14.790728697682177,20,l,14.902999999999984,27.0,314.0,6.0,163.0,173.4104,0.6836751709187912,175.5219512195126,160.0,0.0,0.0,,,
r,283.4750708687679,15.157578789394698,21,r,15.145999999999988,26.0,324.0,6.0,125.0,169.7313,0.6836751709187947,175.5219512195117,160.0,0.0,0.0,,,
l,316.8250792062679,15.474403868600968,21,l,15.594999999999978,28.0,308.0,7.0,154.0,163.4877,0.7337001834250447,163.5545454545457,160.0,0.0,0.0,,,
r,283.4750708687661,15.841253960313493,22,r,15.852999999999987,27.0,302.0,7.0,133.0,161.2903,0.7503751875937947,159.92000000000044,162.0,0.0,0.0,,,
l,316.8250792062714,16.208104052026012,22,l,16.32899999999998,29.0,310.0,7.0,134.0,162.1622,0.7503751875937965,159.92000000000007,162.0,0.0,0.0,,,
r,300.1500750375179,16.591629147907287,23,r,16.596999999999987,28.0,308.0,7.0,220.0,161.0738,0.7503751875937965,159.92000000000007,162.0,0.0,0.0,,,
