YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
l,233.4500583625146,0.033350008337502,1,l,0.0500000000000007,8.0,262.0,16.0,58.0,153.0612,0.5169251292312823,232.14193548387095,,,,,,
r,266.8000667000166,0.2334500583625146,1,r,0.2300000000000004,7.0,217.0,1.0,67.0,220.1835,0.5836251459062864,205.61142857142855,,,,,,
l,216.7750541937635,0.5502751375687843,2,l,0.8340000000000032,9.0,708.0,16.0,68.0,123.3299,0.5502751375687843,218.07272727272732,0.0,0.0,0.0,,,
r,216.7750541937636,0.817075204268801,2,r,0.7749999999999986,8.0,209.0,16.0,89.0,215.4399,0.5669501417375353,211.6588235294118,0.0,0.0,0.0,,,
l,216.7750541937638,1.1005502751375686,3,l,,,,,,,0.5669501417375356,211.65882352941173,0.0,0.0,0.0,,,
r,233.4500583625147,1.3840253460063363,3,r,1.3319999999999972,9.0,213.0,12.0,110.0,202.7027,0.5669501417375358,211.65882352941165,0.0,0.0,0.0,,,
l,233.4500583625145,1.6675004168751042,4,l,1.8070000000000024,10.0,738.0,9.0,100.0,114.7228,0.5669501417375353,211.6588235294118,0.0,0.0,0.0,,,
r,216.7750541937634,1.950975487743872,4,r,1.924,10.0,227.0,11.0,108.0,200.3339,0.5669501417375353,211.6588235294118,0.0,0.0,0.0,,,
l,233.4500583625147,2.2344505586126395,5,l,,,,,,,0.6003001500750376,199.9,0.0,0.0,0.0,,,
r,250.1250625312652,2.5179256294814074,5,r,2.523,11.0,201.0,10.0,108.0,203.0457,0.5836251459062862,205.61142857142863,0.0,0.0,0.0,,,
l,216.7750541937634,2.834750708687677,6,l,2.852999999999998,11.0,270.0,11.0,148.0,212.0141,0.5836251459062871,205.61142857142835,0.0,0.0,0.0,,,
r,233.4500583625147,3.1015507753876936,6,r,3.1140000000000008,12.0,218.0,10.0,108.0,200.3339,0.6003001500750376,199.9,0.0,0.0,0.0,,,
l,216.7750541937634,3.418375854593964,7,l,3.418999999999997,12.0,216.0,12.0,161.0,219.3784,0.6003001500750371,199.90000000000012,0.0,0.0,0.0,,,
r,233.4500583625143,3.701850925462731,7,r,3.713000000000005,13.0,237.0,8.0,126.0,194.8052,0.6003001500750371,199.90000000000012,0.0,0.0,0.0,,,
l,233.4500583625143,4.018676004669001,8,l,3.9659999999999975,13.0,233.0,15.0,148.0,200.6689,0.6169751542437885,194.49729729729737,0.0,0.0,0.0,,,
r,250.1250625312661,4.302151075537768,8,r,4.328999999999997,14.0,227.0,9.0,238.0,197.6936,0.6169751542437885,194.49729729729737,0.0,0.0,0.0,,,
l,216.7750541937634,4.63565115891279,9,l,4.5639999999999965,14.0,206.0,13.0,206.0,205.4795,0.6169751542437885,194.49729729729737,0.0,0.0,0.0,,,
r,250.1250625312661,4.919126229781557,9,r,4.936000000000004,15.0,221.0,12.0,241.0,191.0828,0.6003001500750376,199.9,0.0,0.0,0.0,,,
l,200.1000500250125,5.252626313156578,10,l,5.148,15.0,217.0,13.0,261.0,197.6936,0.6003001500750376,199.9,0.0,0.0,0.0,,,
r,250.1250625312661,5.519426379856594,10,r,5.5639999999999965,16.0,215.0,12.0,238.0,193.8611,0.6169751542437885,194.49729729729737,0.0,0.0,0.0,,,
