YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
l,216.7750541937636,0.0667000166750041,1,l,0.0499999999999971,10.0,296.0,9.0,0.0,145.2785,0.767050191762548,156.44347826086954,,,,,,
r,216.7750541937634,0.4502251125562781,1,r,0.3999999999999986,13.0,220.0,7.0,0.0,161.9433,0.7337001834250458,163.55454545454546,,,,,,
l,216.7750541937634,0.8337502084375521,2,l,0.8760000000000048,11.0,215.0,11.0,0.0,168.5393,0.7003501750875436,171.34285714285718,0.0,0.0,0.0,,,
r,233.4500583625143,1.183925295981324,2,r,1.1409999999999982,14.0,246.0,7.0,0.0,165.2893,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
l,266.8000667000167,1.5341003835250957,3,l,1.588000000000001,12.0,260.0,7.0,0.0,165.7459,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
r,250.12506253126537,1.9009504752376187,3,r,1.866999999999997,15.0,260.0,7.0,0.0,171.184,0.7003501750875436,171.34285714285718,0.0,0.0,0.0,,,
l,266.800066700017,2.2511255627813904,4,l,2.3120000000000047,13.0,243.0,10.0,0.0,172.9107,0.6836751709187934,175.52195121951203,0.0,0.0,0.0,,,
r,266.8000667000165,2.6013006503251623,4,r,2.568000000000005,16.0,256.0,7.0,0.0,173.4104,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
l,300.15007503751826,2.934800733700184,5,l,3.006,14.0,250.0,10.0,0.0,172.4138,0.683675170918792,175.52195121951237,0.0,0.0,0.0,,,
r,283.4750708687679,3.301650825412706,5,r,3.259999999999998,17.0,282.0,5.0,0.0,171.184,0.683675170918792,175.52195121951237,0.0,0.0,0.0,,,
l,300.15007503751923,3.618475904618976,6,l,3.701999999999998,15.0,276.0,6.0,0.0,172.9107,0.7170251792562952,167.35813953488363,0.0,0.0,0.0,,,
r,266.8000667000174,3.985325996331498,6,r,3.9610000000000056,18.0,270.0,5.0,0.0,176.2115,0.7003501750875443,171.342857142857,0.0,0.0,0.0,,,
l,266.8000667000161,4.335501083875271,7,l,4.395999999999994,16.0,271.0,7.0,0.0,173.6614,0.683675170918792,175.52195121951237,0.0,0.0,0.0,,,
r,250.1250625312661,4.6856761714190425,7,r,4.642000000000003,19.0,260.0,5.0,0.0,174.1655,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
l,283.4750708687679,5.019176254794063,8,l,5.086999999999989,17.0,243.0,10.0,0.0,172.4138,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
r,266.800066700017,5.369351342337835,8,r,5.330999999999996,20.0,262.0,6.0,0.0,169.0141,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
l,300.1500750375188,5.702851425712856,9,l,,,,,,,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
r,266.8000667000161,6.069701517425379,9,r,6.041000000000004,21.0,270.0,5.0,326.0,172.6619,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
l,283.4750708687679,6.419876604969151,10,l,6.48899999999999,19.0,274.0,7.0,0.0,174.9271,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
r,266.8000667000161,6.770051692512923,10,r,6.735999999999997,22.0,272.0,6.0,318.0,171.6738,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
l,283.475070868767,7.103551775887944,11,l,7.17499999999999,20.0,254.0,11.0,285.0,169.9717,0.7003501750875429,171.34285714285733,0.0,0.0,0.0,,,
r,266.8000667000161,7.470401867600467,11,r,7.435000000000002,23.0,264.0,6.0,287.0,169.4915,0.7003501750875429,171.34285714285733,0.0,0.0,0.0,,,
l,300.1500750375196,7.803901950975487,12,l,7.880999999999993,21.0,288.0,7.0,280.0,170.4545,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
r,283.4750708687679,8.17075204268801,12,r,8.143,24.0,264.0,6.0,258.0,170.697,0.7003501750875447,171.3428571428569,0.0,0.0,0.0,,,
l,283.4750708687679,8.520927130231781,13,l,8.584999999999994,22.0,261.0,10.0,279.0,171.184,0.7003501750875447,171.3428571428569,0.0,0.0,0.0,,,
r,283.4750708687679,8.871102217775555,13,r,8.846000000000004,25.0,278.0,5.0,246.0,174.1655,0.7003501750875412,171.34285714285778,0.0,0.0,0.0,,,
l,283.4750708687679,9.221277305319326,14,l,9.285999999999994,23.0,314.0,10.0,278.0,171.4286,0.7003501750875412,171.34285714285778,0.0,0.0,0.0,,,
