YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
r,250.1250625312656,0.4669001167250292,1,r,0.4699999999999988,10.0,290.0,3.0,0.0,217.3913,0.7503751875937968,159.92,,,,,,
l,250.1250625312656,0.8504252126063032,1,l,0.8459999999999965,10.0,235.0,11.0,120.0,164.8352,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
r,250.1250625312656,1.217275304318826,2,r,1.0219999999999985,11.0,252.0,9.0,0.0,161.9433,0.7337001834250461,163.5545454545454,0.0,0.0,0.0,,,
l,300.1500750375188,1.567450391862598,2,l,1.573999999999998,11.0,284.0,11.0,186.0,156.658,0.750375187593797,159.92,0.0,0.0,0.0,,,
r,283.4750708687674,1.950975487743872,3,r,1.762999999999998,12.0,270.0,10.0,0.0,160.8579,0.7337001834250456,163.55454545454552,0.0,0.0,0.0,,,
l,283.4750708687679,2.317825579456395,3,l,2.3400000000000034,12.0,272.0,10.0,253.0,165.2893,0.7337001834250461,163.5545454545454,0.0,0.0,0.0,,,
r,283.4750708687679,2.6846756711689177,4,r,2.508999999999993,13.0,287.0,10.0,0.0,161.9433,0.7170251792562952,167.35813953488363,0.0,0.0,0.0,,,
l,300.15007503751923,3.051525762881441,4,l,3.0660000000000025,13.0,292.0,9.0,326.0,170.9402,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
r,283.475070868767,3.401700850425213,5,r,3.249999999999993,14.0,288.0,9.0,0.0,163.0435,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
l,300.15007503751826,3.7518759379689848,5,l,3.7680000000000007,14.0,302.0,10.0,313.0,161.7251,0.7337001834250461,163.5545454545454,0.0,0.0,0.0,,,
r,283.4750708687688,4.118726029681508,6,r,3.98599999999999,15.0,280.0,8.0,0.0,168.7764,0.7337001834250456,163.55454545454552,0.0,0.0,0.0,,,
l,300.1500750375188,4.485576121394031,6,l,4.509999999999998,15.0,288.0,10.0,303.0,166.205,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
r,266.800066700017,4.852426213106553,7,r,4.6969999999999885,16.0,280.0,10.0,0.0,165.2893,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
l,300.1500750375188,5.2026013006503256,7,l,5.231999999999999,16.0,288.0,9.0,276.0,166.6667,0.7337001834250456,163.55454545454552,0.0,0.0,0.0,,,
r,283.4750708687679,5.569451392362848,8,r,5.422999999999995,17.0,282.0,11.0,0.0,169.2525,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
l,283.4750708687679,5.936301484075371,8,l,5.952000000000005,17.0,289.0,10.0,293.0,169.4915,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
r,283.4750708687688,6.286476571619143,9,r,6.131999999999991,18.0,280.0,10.0,443.0,166.205,0.7170251792562956,167.35813953488355,0.0,0.0,0.0,,,
l,283.4750708687679,6.653326663331666,9,l,6.660000000000004,18.0,276.0,11.0,288.0,165.7459,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
r,283.475070868767,7.003501750875438,10,r,6.853999999999992,19.0,276.0,11.0,514.0,168.7764,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
l,300.1500750375188,7.370351842587961,10,l,7.384000000000007,19.0,321.0,10.0,236.0,168.7764,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
r,283.4750708687679,7.720526930131733,11,r,7.564999999999998,20.0,259.0,13.0,505.0,165.5172,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
l,300.1500750375196,8.070702017675504,11,l,8.095000000000006,20.0,291.0,11.0,174.0,166.6667,0.7337001834250465,163.5545454545453,0.0,0.0,0.0,,,
r,283.4750708687679,8.437552109388028,12,r,8.29,21.0,280.0,11.0,498.0,166.6667,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
