YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
l,233.4500583625146,0.1334000333500083,1,l,0.1300000000000025,9.0,229.0,13.0,0.0,198.3471,0.6169751542437886,194.4972972972973,,,,,,
r,216.7750541937634,0.4502251125562781,1,r,0.4500000000000028,8.0,250.0,15.0,0.0,187.2075,0.6336501584125396,189.37894736842105,,,,,,
l,250.12506253126548,0.7503751875937968,2,l,0.7350000000000065,10.0,269.0,11.0,0.0,180.1802,0.6503251625812906,184.52307692307696,182.0,0.0,102.0,,,
r,250.12506253126537,1.0838752709688178,2,r,1.0910000000000082,9.0,266.0,14.0,0.0,179.91,0.6670001667500414,179.91000000000008,182.0,0.0,102.0,,,
l,266.8000667000167,1.4007003501750874,3,l,1.4010000000000034,11.0,270.0,8.0,0.0,179.1045,0.6670001667500414,179.91000000000008,182.0,0.0,102.0,,,
r,233.4500583625145,1.7508754377188591,3,r,1.758000000000003,10.0,250.0,14.0,0.0,179.3722,0.6503251625812907,184.5230769230769,184.0,0.0,102.0,,,
l,266.800066700017,2.067700516925129,4,l,2.071000000000005,12.0,269.0,9.0,0.0,182.6484,0.6336501584125398,189.378947368421,184.0,0.0,102.0,,,
r,266.8000667000165,2.40120060030015,4,r,2.4270000000000067,11.0,276.0,14.0,0.0,184.0491,0.6169751542437885,194.49729729729737,184.0,0.0,102.0,,,
l,300.15007503751923,2.7013506753376686,5,l,2.728000000000001,13.0,272.0,10.0,0.0,181.2689,0.6670001667500416,179.91000000000005,182.0,0.0,102.0,,,
r,300.1500750375188,3.0181757545439383,5,r,3.079000000000008,12.0,282.0,10.0,0.0,177.5148,0.7003501750875438,171.34285714285713,182.0,0.0,102.0,,,
l,300.1500750375188,3.36835084208771,6,l,3.390000000000008,14.0,283.0,9.0,0.0,178.8376,0.667000166750042,179.9099999999999,182.0,0.0,102.0,,,
r,283.4750708687674,3.718525929631482,6,r,3.7550000000000026,13.0,288.0,9.0,0.0,181.2689,0.6836751709187925,175.52195121951226,182.0,0.0,102.0,,,
l,300.1500750375188,4.035351008837752,7,l,4.061000000000007,15.0,289.0,8.0,0.0,181.2689,0.6670001667500411,179.91000000000017,182.0,0.0,102.0,,,
r,266.800066700017,4.402201100550275,7,r,4.417000000000009,14.0,276.0,11.0,0.0,179.91,0.6503251625812911,184.5230769230768,182.0,0.0,102.0,,,
l,300.1500750375188,4.702351175587793,8,l,4.723000000000006,16.0,282.0,10.0,0.0,183.7672,0.667000166750042,179.9099999999999,182.0,0.0,102.0,,,
r,266.8000667000161,5.052526263131566,8,r,5.084000000000003,15.0,266.0,10.0,0.0,186.0465,0.6670001667500411,179.91000000000017,182.0,0.0,102.0,,,
l,283.4750708687679,5.369351342337835,9,l,5.376000000000005,17.0,285.0,9.0,0.0,180.7229,0.6503251625812903,184.52307692307704,182.0,0.0,102.0,,,
r,250.1250625312661,5.719526429881607,9,r,5.729000000000006,16.0,274.0,13.0,198.0,180.4511,0.6503251625812911,184.5230769230768,182.0,0.0,102.0,,,
l,300.1500750375188,6.019676504919126,10,l,6.040000000000006,18.0,276.0,10.0,0.0,184.6154,0.6503251625812911,184.5230769230768,182.0,0.0,102.0,,,
r,266.8000667000161,6.369851592462898,10,r,6.3940000000000055,17.0,272.0,9.0,199.0,185.4714,0.6336501584125394,189.3789473684211,182.0,0.0,102.0,,,
l,300.1500750375188,6.670001667500417,11,l,6.690000000000005,19.0,267.0,10.0,0.0,188.9764,0.6503251625812903,184.52307692307704,182.0,0.0,104.0,,,
r,266.800066700017,7.003501750875437,11,r,7.041000000000011,18.0,254.0,10.0,201.0,192.6164,0.6503251625812903,184.52307692307704,182.0,0.0,104.0,,,
l,283.4750708687679,7.320326830081707,12,l,7.325000000000003,20.0,280.0,9.0,0.0,182.9268,0.6503251625812903,184.52307692307704,182.0,0.0,104.0,,,
r,266.800066700017,7.653826913456728,12,r,7.664000000000009,19.0,262.0,12.0,199.0,179.3722,0.6503251625812911,184.5230769230768,182.0,0.0,107.0,,,
l,283.4750708687679,7.970651992662997,13,l,7.981000000000009,21.0,279.0,7.0,0.0,191.3876,0.6336501584125394,189.3789473684211,182.0,0.0,107.0,,,
r,266.8000667000161,8.304152076038019,13,r,8.333000000000006,20.0,274.0,11.0,191.0,188.383,0.6336501584125394,189.3789473684211,182.0,0.0,107.0,,,
l,300.1500750375196,8.604302151075537,14,l,8.608000000000004,22.0,292.0,7.0,51.0,182.9268,0.6503251625812911,184.5230769230768,180.0,0.0,108.0,,,
r,283.4750708687679,8.937802234450558,14,r,8.970000000000013,21.0,274.0,10.0,207.0,184.0491,0.6503251625812911,184.5230769230768,180.0,0.0,108.0,,,
l,300.1500750375196,9.254627313656828,15,l,9.264000000000005,23.0,277.0,8.0,66.0,184.3318,0.6503251625812929,184.52307692307627,180.0,0.0,108.0,,,
