YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
r,133.4000333500083,0.8671002167750542,1,r,1.103999999999992,10.0,221.0,11.0,0.0,203.7351,0.4335501083875271,276.78461538461534,0.0,0.0,0.0,,,
l,166.7500416875107,1.0838752709688178,1,l,1.0900000000000034,9.0,588.0,11.0,191.0,129.7297,0.400200100050025,299.84999999999997,0.0,0.0,0.0,,,
r,183.4250458562614,1.3006503251625814,2,r,1.6929999999999978,11.0,259.0,9.0,0.0,200.3339,0.4502251125562782,266.5333333333333,0.0,0.0,0.0,,,
l,200.1000500250123,1.4840753710188428,2,l,,,,,,,0.5169251292312824,232.14193548387092,0.0,0.0,0.0,,,
r,200.1000500250125,1.7508754377188596,3,r,,,,,,,0.5002501250625313,239.88,0.0,0.0,0.0,,,
l,216.7750541937634,2.001000500250125,3,l,2.015000000000001,10.0,181.0,11.0,228.0,228.1369,0.5336001334000331,224.8875000000001,0.0,0.0,0.0,,,
r,216.7750541937634,2.251125562781391,4,r,2.2919999999999945,12.0,223.0,11.0,0.0,196.7213,0.5669501417375353,211.6588235294118,0.0,0.0,0.0,,,
l,216.7750541937638,2.5346006336501583,4,l,2.540999999999997,11.0,229.0,10.0,277.0,204.0816,0.5836251459062867,205.6114285714285,0.0,0.0,0.0,,,
r,216.7750541937634,2.818075704518926,5,r,2.901999999999994,13.0,237.0,8.0,0.0,199.005,0.5836251459062867,205.6114285714285,0.0,0.0,0.0,,,
l,216.7750541937634,3.118225779556445,5,l,3.128999999999998,12.0,221.0,9.0,263.0,201.005,0.5669501417375349,211.65882352941196,0.0,0.0,0.0,,,
r,233.4500583625143,3.401700850425213,6,r,3.5049999999999955,14.0,235.0,8.0,312.0,200.3339,0.6169751542437885,194.49729729729737,0.0,0.0,0.0,,,
l,233.4500583625152,3.68517592129398,6,l,3.725999999999992,13.0,242.0,8.0,228.0,198.0198,0.6169751542437893,194.49729729729705,0.0,0.0,0.0,,,
r,216.7750541937634,4.018676004669001,7,r,4.103999999999992,15.0,238.0,8.0,386.0,197.0443,0.5836251459062867,205.6114285714285,0.0,0.0,0.0,,,
l,233.4500583625152,4.302151075537769,7,l,4.331999999999994,14.0,239.0,9.0,197.0,198.3471,0.6003001500750376,199.9,0.0,0.0,0.0,,,
r,233.4500583625143,4.602301150575288,8,r,4.712999999999994,16.0,242.0,7.0,404.0,194.1748,0.6003001500750376,199.9,0.0,0.0,0.0,,,
l,233.4500583625143,4.902451225612807,8,l,4.936999999999998,15.0,234.0,8.0,216.0,200.3339,0.6169751542437885,194.49729729729737,0.0,0.0,0.0,,,
r,233.4500583625143,5.2026013006503256,9,r,5.330999999999996,17.0,241.0,8.0,396.0,193.8611,0.6003001500750376,199.9,0.0,0.0,0.0,,,
l,216.7750541937634,5.519426379856595,9,l,5.535999999999994,16.0,236.0,8.0,238.0,197.3684,0.5836251459062867,205.6114285714285,0.0,0.0,0.0,,,
r,233.4500583625143,5.802901450725363,10,r,5.949999999999989,18.0,244.0,8.0,395.0,195.122,0.6003001500750376,199.9,0.0,0.0,0.0,,,
l,233.4500583625143,6.103051525762882,10,l,6.143999999999991,17.0,236.0,7.0,243.0,195.7586,0.6003001500750385,199.8999999999997,0.0,0.0,0.0,,,
r,233.4500583625143,6.403201600800401,11,r,6.564999999999991,19.0,247.0,9.0,338.0,193.5484,0.6169751542437885,194.49729729729737,0.0,0.0,0.0,,,
l,250.12506253126432,6.70335167583792,11,l,6.757000000000005,18.0,244.0,7.0,227.0,194.8052,0.6336501584125385,189.3789473684214,0.0,0.0,0.0,,,
r,233.4500583625134,7.020176755044189,12,r,7.184999999999988,20.0,247.0,9.0,337.0,190.1743,0.6169751542437885,194.49729729729737,0.0,0.0,0.0,,,
l,233.4500583625143,7.337001834250459,12,l,7.373000000000005,19.0,246.0,7.0,212.0,192.6164,0.6169751542437885,194.49729729729737,0.0,0.0,0.0,,,
r,250.1250625312652,7.637151909287978,13,r,7.815999999999988,21.0,246.0,8.0,336.0,197.0443,0.6336501584125394,189.3789473684211,0.0,0.0,0.0,,,
l,233.4500583625143,7.953976988494247,13,l,7.995999999999995,20.0,244.0,7.0,221.0,194.1748,0.6003001500750376,199.9,0.0,0.0,0.0,,,
r,233.4500583625143,8.270802067700517,14,r,8.424999999999983,22.0,245.0,9.0,246.0,188.0878,0.6169751542437893,194.49729729729705,0.0,0.0,0.0,,,
l,250.1250625312661,8.554277138569285,14,l,8.614000000000004,21.0,252.0,7.0,243.0,193.2367,0.6336501584125394,189.3789473684211,0.0,0.0,0.0,,,
r,233.4500583625143,8.887777221944306,15,r,9.062999999999988,23.0,249.0,8.0,186.0,192.6164,0.6169751542437876,194.4972972972976,0.0,0.0,0.0,,,
l,250.1250625312661,9.187927296981824,15,l,9.235,22.0,246.0,7.0,261.0,192.6164,0.6169751542437893,194.49729729729705,0.0,0.0,0.0,,,
r,233.4500583625143,9.504752376188094,16,r,9.685999999999986,24.0,248.0,8.0,167.0,188.6792,0.6169751542437893,194.49729729729705,0.0,0.0,0.0,,,
l,250.12506253126432,9.804902451225614,16,l,9.858000000000004,23.0,248.0,8.0,252.0,192.3077,0.6169751542437858,194.4972972972982,0.0,0.0,0.0,,,
r,233.4500583625143,10.121727530431883,17,r,10.321999999999989,25.0,249.0,8.0,168.0,189.5735,0.6169751542437876,194.4972972972976,0.0,0.0,0.0,,,
l,250.12506253126784,10.4218776054694,17,l,10.482000000000014,24.0,253.0,7.0,243.0,193.2367,0.6336501584125411,189.3789473684206,0.0,0.0,0.0,,,
r,250.12506253126432,10.73870268467567,18,r,10.954999999999984,26.0,250.0,8.0,167.0,190.1743,0.6336501584125394,189.3789473684211,196.0,0.0,0.0,,,
l,250.12506253126784,11.05552776388194,18,l,11.103000000000009,25.0,254.0,7.0,256.0,188.9764,0.6336501584125411,189.3789473684206,196.0,0.0,0.0,,,
r,250.1250625312661,11.37235284308821,19,r,11.585999999999984,27.0,249.0,9.0,194.0,187.5,0.6503251625812894,184.5230769230773,196.0,0.0,0.0,,,
l,250.12506253126432,11.689177922294482,19,l,11.738000000000014,26.0,252.0,7.0,235.0,188.383,0.6336501584125376,189.37894736842165,196.0,0.0,0.0,,,
r,233.45005836251607,12.0226780056695,20,r,,,,,,,0.6169751542437911,194.49729729729648,196.0,0.0,0.0,,,
l,250.12506253126432,12.32282808070702,20,l,12.375000000000014,27.0,256.0,6.0,214.0,189.2744,0.6336501584125411,189.3789473684206,196.0,0.0,0.0,,,
r,250.1250625312661,12.63965315991329,21,r,12.856999999999983,29.0,248.0,9.0,185.0,188.0878,0.6503251625812894,184.5230769230773,194.0,0.0,0.0,,,
l,250.1250625312661,12.95647823911956,21,l,13.009000000000016,28.0,253.0,6.0,200.0,188.9764,0.6336501584125394,189.3789473684211,194.0,0.0,0.0,,,
r,233.45005836251607,13.28997832249458,22,r,13.49499999999999,30.0,247.0,8.0,187.0,190.1743,0.6169751542437893,194.49729729729705,194.0,0.0,0.0,,,
l,250.1250625312661,13.5901283975321,22,l,13.64400000000002,29.0,256.0,6.0,184.0,190.779,0.6336501584125411,189.3789473684206,194.0,0.0,0.0,,,
r,250.1250625312661,13.90695347673837,23,r,14.125999999999983,31.0,242.0,8.0,185.0,185.7585,0.6336501584125394,189.3789473684211,194.0,0.0,0.0,,,
l,250.1250625312625,14.22377855594464,23,l,,,,,,,0.6336501584125376,189.37894736842165,194.0,0.0,0.0,,,
r,250.12506253126784,14.540603635150909,24,r,14.771999999999984,32.0,259.0,7.0,194.0,190.779,0.6503251625812911,184.5230769230768,192.0,0.0,135.0,,,
l,250.1250625312661,14.857428714357178,24,l,14.91400000000003,31.0,252.0,6.0,157.0,191.0828,0.6336501584125394,189.3789473684211,192.0,0.0,135.0,,,
r,233.4500583625143,15.1909287977322,25,r,15.400999999999982,33.0,250.0,9.0,195.0,188.383,0.6336501584125394,189.3789473684211,192.0,0.0,135.0,,,
l,250.1250625312661,15.491078872769718,25,l,15.54200000000003,32.0,255.0,7.0,148.0,188.383,0.6503251625812911,184.5230769230768,192.0,0.0,135.0,,,
r,233.45005836251607,15.82457895614474,26,r,16.03799999999999,34.0,255.0,7.0,195.0,188.6792,0.6336501584125411,189.3789473684206,190.0,0.0,134.0,,,
l,250.12506253126432,16.14140403535101,26,l,16.17900000000003,33.0,244.0,8.0,159.0,186.6252,0.6169751542437893,194.49729729729705,190.0,0.0,134.0,,,
r,250.12506253126432,16.45822911455728,27,r,16.673999999999992,35.0,250.0,8.0,175.0,188.383,0.6503251625812894,184.5230769230773,190.0,0.0,134.0,,,
l,266.80006670001785,16.758379189594798,27,l,16.82200000000003,34.0,262.0,7.0,159.0,187.7934,0.6503251625812894,184.5230769230773,190.0,0.0,135.0,,,
r,233.4500583625143,17.10855427713857,28,r,17.310999999999993,36.0,249.0,8.0,197.0,188.6792,0.6169751542437893,194.49729729729705,190.0,0.0,135.0,,,
l,250.12506253126784,17.408704352176088,28,l,17.461000000000027,35.0,262.0,7.0,158.0,189.8734,0.6336501584125394,189.3789473684211,190.0,0.0,135.0,,,
r,250.12506253126432,17.72552943138236,29,r,17.946999999999996,37.0,253.0,7.0,219.0,187.7934,0.6503251625812894,184.5230769230773,188.0,0.0,135.0,,,
l,250.12506253126432,18.042354510588627,29,l,18.093000000000032,36.0,254.0,7.0,186.0,190.1743,0.6336501584125394,189.3789473684211,188.0,0.0,135.0,,,
r,233.4500583625143,18.37585459396365,30,r,18.586,38.0,254.0,8.0,234.0,188.6792,0.6336501584125394,189.3789473684211,188.0,0.0,135.0,,,
l,250.12506253127145,18.676004669001166,30,l,18.724000000000032,37.0,256.0,7.0,186.0,188.9764,0.6336501584125394,189.3789473684211,188.0,0.0,136.0,,,
r,233.4500583625178,19.009504752376188,31,r,19.222,39.0,253.0,9.0,240.0,184.3318,0.6336501584125394,189.3789473684211,188.0,0.0,136.0,,,
l,250.12506253126784,19.309654827413706,31,l,19.35900000000004,38.0,260.0,7.0,187.0,186.6252,0.6503251625812929,184.52307692307627,188.0,0.0,136.0,,,
r,250.12506253126784,19.643154910788727,32,r,19.873000000000005,40.0,252.0,8.0,239.0,188.0878,0.6336501584125358,189.3789473684222,188.0,0.0,136.0,,,
