YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
l,233.4500583625146,0.400200100050025,1,l,0.3999999999999986,6.0,325.0,8.0,0.0,162.1622,0.6336501584125396,189.37894736842105,,,,,,
r,266.8000667000165,0.7003501750875438,1,r,,,,,,,0.6670001667500416,179.91000000000005,0.0,0.0,96.0,,,
l,300.1500750375188,1.0338502584625646,2,l,1.1400000000000006,7.0,308.0,14.0,0.0,174.1655,0.6836751709187925,175.52195121951226,0.0,0.0,96.0,,,
r,300.1500750375188,1.3673503418375854,2,r,1.6550000000000011,9.0,264.0,16.0,72.0,180.9955,0.7003501750875434,171.34285714285724,0.0,0.0,96.0,,,
l,300.150075037519,1.717525429381357,3,l,1.8289999999999933,8.0,288.0,12.0,0.0,165.7459,0.7170251792562949,167.3581395348837,0.0,0.0,99.0,,,
r,316.8250792062701,2.067700516925129,3,r,,,,,,,0.7337001834250474,163.55454545454512,0.0,0.0,99.0,,,
l,300.1500750375188,2.434550608637652,4,l,2.5529999999999973,9.0,401.0,11.0,0.0,165.5172,0.7170251792562952,167.35813953488363,0.0,0.0,99.0,,,
r,300.15007503751826,2.801400700350176,4,r,,,,,,,0.7170251792562938,167.35813953488395,0.0,0.0,99.0,,,
l,316.82507920626966,3.151575787893947,5,l,3.2779999999999987,10.0,306.0,12.0,0.0,167.1309,0.7170251792562947,167.35813953488375,0.0,0.0,99.0,,,
r,316.8250792062701,3.51842587960647,5,r,3.856999999999992,11.0,282.0,16.0,86.0,177.7778,0.7003501750875438,171.34285714285713,0.0,0.0,100.0,,,
l,300.15007503751826,3.868600967150242,6,l,3.995999999999995,11.0,286.0,16.0,0.0,167.364,0.7170251792562952,167.35813953488363,0.0,0.0,100.0,,,
r,316.8250792062705,4.218776054694014,6,r,4.5319999999999965,12.0,295.0,16.0,109.0,165.9751,0.7337001834250465,163.5545454545453,0.0,0.0,100.0,,,
l,300.1500750375188,4.585626146406537,7,l,4.713000000000001,12.0,286.0,11.0,228.0,168.5393,0.7337001834250456,163.55454545454552,0.0,0.0,102.0,,,
r,300.1500750375179,4.95247623811906,7,r,5.254999999999996,13.0,313.0,9.0,142.0,166.4355,0.7170251792562938,167.35813953488395,0.0,0.0,102.0,,,
l,300.1500750375188,5.319326329831583,8,l,5.424999999999997,13.0,282.0,11.0,276.0,162.8223,0.7337001834250456,163.55454545454552,0.0,0.0,102.0,,,
r,316.82507920626966,5.669501417375354,8,r,,,,,,,0.7503751875937974,159.9199999999999,0.0,0.0,104.0,,,
l,300.1500750375188,6.053026513256628,9,l,6.161999999999999,14.0,293.0,14.0,244.0,165.2893,0.7170251792562947,167.35813953488375,0.0,0.0,104.0,,,
