YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate
l,316.8250792062698,0.0,1,l,,,,,,,0.5336001334000333,224.8875,,,
r,250.1250625312656,0.1834250458562614,1,r,0.2100000000000008,4.0,224.0,11.0,0.0,164.3836,0.7003501750875438,171.34285714285713,,,
l,250.1250625312656,0.5336001334000333,2,l,0.5300000000000011,6.0,296.0,9.0,121.0,173.6614,0.7670501917625479,156.44347826086957,0.0,0.0,0.0
r,250.1250625312656,0.8837752209438052,2,r,0.9399999999999976,5.0,232.0,12.0,0.0,168.0672,0.7337001834250458,163.55454545454546,0.0,0.0,0.0
l,250.1250625312656,1.3006503251625812,3,l,1.2209999999999963,7.0,278.0,11.0,113.0,166.6667,0.6670001667500416,179.91000000000005,0.0,0.0,0.0
r,233.4500583625145,1.617475404368851,3,r,1.6540000000000037,6.0,233.0,14.0,0.0,176.4706,0.6836751709187929,175.52195121951215,0.0,0.0,0.0
l,266.8000667000167,1.9676504919126228,4,l,1.940999999999996,8.0,260.0,11.0,168.0,178.8376,0.6836751709187927,175.5219512195122,0.0,0.0,0.0
r,266.8000667000165,2.301150575287644,4,r,2.3340000000000103,7.0,271.0,14.0,0.0,179.91,0.6503251625812903,184.52307692307704,0.0,0.0,0.0
l,233.4500583625147,2.6513256628314155,5,l,2.6119999999999948,9.0,248.0,14.0,223.0,189.5735,0.6169751542437885,194.4972972972973,0.0,0.0,0.0
r,250.1250625312656,2.9514757378689342,5,r,3.001000000000012,8.0,253.0,13.0,0.0,184.0491,0.6503251625812907,184.5230769230769,0.0,0.0,0.0
l,266.800066700017,3.268300817075204,6,l,3.244999999999997,10.0,274.0,14.0,231.0,184.8998,0.6670001667500416,179.91000000000005,0.0,0.0,0.0
r,250.1250625312656,3.601800900450225,6,r,3.652999999999999,9.0,250.0,12.0,0.0,187.5,0.6503251625812907,184.5230769230769,0.0,0.0,0.0
l,250.1250625312656,3.9353009838252455,7,l,3.8939999999999984,11.0,260.0,15.0,235.0,184.8998,0.6336501584125398,189.378947368421,0.0,0.0,0.0
r,250.1250625312652,4.252126063031516,7,r,4.292999999999999,10.0,257.0,13.0,0.0,185.4714,0.6336501584125394,189.3789473684211,0.0,0.0,0.0
l,266.800066700017,4.568951142237785,8,l,4.542999999999999,12.0,276.0,14.0,240.0,184.8998,0.6336501584125394,189.3789473684211,0.0,0.0,0.0
r,266.800066700017,4.885776221444055,8,r,4.940000000000005,11.0,264.0,13.0,0.0,182.9268,0.6503251625812903,184.52307692307704,0.0,0.0,0.0
l,266.800066700017,5.202601300650325,9,l,5.192,13.0,272.0,11.0,244.0,182.6484,0.667000166750042,179.9099999999999,0.0,0.0,0.0
r,283.4750708687679,5.536101384025345,9,r,5.5959999999999965,12.0,267.0,11.0,203.0,186.0465,0.6169751542437893,194.49729729729705,0.0,0.0,0.0
l,266.8000667000161,5.869601467400367,10,l,5.849000000000004,14.0,274.0,12.0,224.0,187.7934,0.6503251625812903,184.52307692307704,0.0,0.0,0.0
r,316.82507920626966,6.153076538269135,10,r,6.2409999999999926,13.0,275.0,12.0,257.0,188.6792,0.6336501584125394,189.3789473684211,0.0,0.0,0.0
l,266.800066700017,6.519926629981657,11,l,6.488000000000007,15.0,274.0,12.0,267.0,190.4762,0.6169751542437885,194.4972972972973,0.0,0.0,0.0
r,316.82507920626966,6.786726696681674,11,r,6.876999999999988,14.0,271.0,13.0,264.0,193.8611,0.6003001500750367,199.9000000000003,0.0,0.0,0.0
l,283.4750708687679,7.136901784225445,12,l,7.118000000000002,16.0,282.0,12.0,203.0,194.4895,0.6169751542437885,194.4972972972973,0.0,0.0,0.0
r,333.5000833750214,7.387026846756711,12,r,7.496000000000002,15.0,285.0,12.0,268.0,192.926,0.650325162581292,184.52307692307653,0.0,0.0,0.0
