YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
r,133.4000333500083,0.0,1,r,0.0,6.0,231.0,9.0,0.0,226.8431,0.433550108387527,276.78461538461545,,,,,,
l,283.4750708687676,0.1500750375187593,1,l,0.1499999999999985,6.0,196.0,14.0,0.0,220.5882,0.6169751542437886,194.4972972972973,,,,,,
r,316.8250792062698,0.433550108387527,2,r,0.5290000000000035,7.0,237.0,9.0,0.0,220.1835,0.6169751542437885,194.49729729729737,,,,,,
l,283.4750708687676,0.7670501917625479,2,l,0.6939999999999955,7.0,226.0,16.0,0.0,227.2727,0.6003001500750376,199.9,198.0,0.0,144.0,,,
r,300.1500750375188,1.0505252626313155,3,r,1.073999999999998,8.0,251.0,9.0,0.0,216.9982,0.6169751542437887,194.49729729729728,198.0,0.0,144.0,,,
l,300.1500750375188,1.3673503418375854,3,l,1.2219999999999942,8.0,242.0,16.0,0.0,218.1818,0.5836251459062867,205.6114285714285,198.0,0.0,144.0,,,
r,316.8250792062694,1.6675004168751042,4,r,1.6270000000000024,9.0,257.0,9.0,0.0,211.6402,0.5836251459062862,205.61142857142863,198.0,0.0,144.0,,,
l,300.15007503751826,1.950975487743872,4,l,1.7719999999999985,9.0,250.0,12.0,0.0,211.2676,0.6169751542437885,194.49729729729737,198.0,0.0,144.0,,,
r,316.8250792062701,2.2511255627813904,5,r,2.1939999999999955,10.0,274.0,9.0,0.0,206.5404,0.6003001500750376,199.9,198.0,0.0,144.0,,,
l,300.15007503751826,2.5679506419876605,5,l,2.3399999999999963,10.0,265.0,16.0,0.0,206.5404,0.6169751542437885,194.49729729729737,198.0,0.0,144.0,,,
r,316.82507920626966,2.851425712856428,6,r,2.7749999999999986,11.0,266.0,10.0,0.0,213.1439,0.6169751542437885,194.49729729729737,198.0,0.0,144.0,,,
l,300.1500750375188,3.184925796231449,6,l,2.921,11.0,262.0,15.0,0.0,212.766,0.6169751542437885,194.49729729729737,198.0,0.0,144.0,,,
r,316.82507920626966,3.4684008671002164,7,r,3.338000000000001,12.0,274.0,4.0,0.0,212.3894,0.6336501584125394,189.3789473684211,198.0,0.0,144.0,,,
l,283.4750708687674,3.8019009504752375,7,l,4.050999999999995,13.0,266.0,6.0,218.0,221.4022,0.616975154243788,194.49729729729748,198.0,0.0,144.0,,,
r,300.1500750375188,4.102051025512756,8,r,3.902999999999999,13.0,278.0,3.0,319.0,223.4637,0.5836251459062867,205.6114285714285,198.0,0.0,144.0,,,
l,283.4750708687679,4.4188761047190255,8,l,4.592999999999989,14.0,276.0,8.0,248.0,222.2222,0.6003001500750376,199.9,198.0,0.0,144.0,,,
r,316.82507920626966,4.6856761714190425,9,r,4.439999999999998,14.0,284.0,5.0,322.0,220.1835,0.6169751542437885,194.49729729729737,198.0,0.0,144.0,,,
l,283.4750708687679,5.019176254794063,9,l,5.132999999999996,15.0,270.0,8.0,250.0,218.1818,0.6169751542437893,194.49729729729705,198.0,0.0,144.0,,,
r,316.82507920626966,5.302651325662831,10,r,5.529999999999994,16.0,276.0,5.0,297.0,220.1835,0.6169751542437885,194.49729729729737,198.0,0.0,144.0,,,
l,283.475070868767,5.636151409037852,10,l,5.682999999999993,16.0,272.0,9.0,229.0,219.7802,0.6003001500750367,199.9000000000003,198.0,0.0,144.0,,,
r,316.82507920626966,5.919626479906619,11,r,6.074999999999996,17.0,292.0,4.0,268.0,218.5792,0.5669501417375358,211.65882352941165,198.0,0.0,144.0,,,
l,300.1500750375188,6.236451559112889,11,l,6.228999999999992,17.0,274.0,8.0,225.0,220.5882,0.5836251459062867,205.6114285714285,198.0,0.0,144.0,,,
r,350.17508754377144,6.486576621644155,12,r,6.623999999999995,18.0,286.0,2.0,261.0,217.7858,0.6169751542437885,194.49729729729737,198.0,0.0,144.0,,,
l,300.1500750375196,6.820076705019176,12,l,6.772999999999996,18.0,282.0,9.0,219.0,219.3784,0.6169751542437885,194.49729729729737,196.0,0.0,144.0,,,
r,316.82507920626966,7.103551775887944,13,r,7.174999999999997,19.0,283.0,5.0,253.0,217.7858,0.6169751542437885,194.49729729729737,196.0,0.0,144.0,,,
l,283.4750708687679,7.437051859262964,13,l,7.319999999999993,19.0,272.0,10.0,205.0,213.5231,0.6169751542437885,194.49729729729737,196.0,0.0,144.0,,,
r,316.8250792062705,7.720526930131732,14,r,7.725999999999992,20.0,270.0,6.0,235.0,220.1835,0.6169751542437885,194.49729729729737,196.0,0.0,144.0,,,
l,283.4750708687679,8.054027013506753,14,l,7.881999999999991,20.0,270.0,9.0,197.0,223.0483,0.6003001500750376,199.9,196.0,0.0,144.0,,,
r,300.1500750375179,8.33750208437552,15,r,8.270999999999994,21.0,280.0,5.0,217.0,221.8115,0.6003001500750376,199.9,196.0,0.0,144.0,,,
l,283.4750708687679,8.65432716358179,15,l,8.419999999999987,21.0,270.0,7.0,180.0,219.7802,0.6003001500750376,199.9,196.0,0.0,144.0,,,
r,316.82507920626966,8.937802234450558,16,r,8.81199999999999,22.0,281.0,5.0,186.0,218.5792,0.6003001500750376,199.9,196.0,0.0,144.0,,,
l,300.1500750375196,9.254627313656828,16,l,9.518,23.0,266.0,8.0,169.0,223.8806,0.6003001500750358,199.90000000000057,196.0,0.0,144.0,,,
r,316.8250792062679,9.538102384525596,17,r,9.360999999999995,23.0,282.0,4.0,154.0,219.3784,0.6003001500750358,199.90000000000057,196.0,0.0,144.0,,,
l,283.4750708687679,9.854927463731864,17,l,10.053999999999997,24.0,280.0,8.0,240.0,217.3913,0.6003001500750411,199.8999999999988,196.0,0.0,144.0,,,
r,300.1500750375196,10.138402534600631,18,r,10.450999999999992,25.0,281.0,6.0,230.0,217.7858,0.5836251459062893,205.6114285714276,196.0,0.0,144.0,,,
l,300.1500750375161,10.455227613806905,18,l,10.606000000000002,25.0,265.0,8.0,298.0,222.2222,0.6003001500750358,199.90000000000057,196.0,0.0,144.0,,,
r,333.5000833750197,10.72202768050692,19,r,,,,,,,0.6169751542437876,194.4972972972976,196.0,0.0,144.0,,,
l,283.4750708687679,11.05552776388194,19,l,11.146,26.0,284.0,9.0,290.0,216.2162,0.5836251459062858,205.61142857142883,196.0,0.0,144.0,,,
