YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
l,216.7750541937635,0.033350008337502,1,l,0.0500000000000007,6.0,256.0,16.0,0.0,173.6614,0.6336501584125396,189.37894736842105,,,,,,
r,200.1000500250125,0.3501750875437718,1,r,0.3399999999999998,7.0,283.0,16.0,0.0,164.3836,0.6336501584125396,189.37894736842105,,,,,,
l,250.1250625312656,0.6670001667500416,2,l,0.7410000000000014,7.0,278.0,16.0,0.0,153.8462,0.6670001667500416,179.91000000000005,0.0,0.0,0.0,,,
r,266.8000667000166,0.9838252459563114,2,r,1.0700000000000005,8.0,285.0,15.0,0.0,155.8442,0.7670501917625477,156.4434782608696,0.0,0.0,0.0,,,
l,283.4750708687679,1.3340003335000832,3,l,1.5210000000000026,8.0,280.0,16.0,0.0,161.9433,0.7837251959312992,153.1148936170212,0.0,0.0,0.0,,,
r,266.800066700017,1.7508754377188591,3,r,1.84,9.0,285.0,15.0,0.0,161.2903,0.7337001834250461,163.5545454545454,0.0,0.0,0.0,,,
l,283.4750708687674,2.1177255294313824,4,l,2.2620000000000022,9.0,292.0,16.0,0.0,158.7302,0.7337001834250456,163.55454545454552,0.0,0.0,0.0,,,
r,266.8000667000165,2.484575621143905,4,r,2.584,10.0,283.0,16.0,0.0,159.5745,0.750375187593797,159.92,0.0,0.0,0.0,,,
l,283.4750708687679,2.851425712856428,5,l,3.0180000000000025,10.0,300.0,16.0,0.0,164.1587,0.7670501917625479,156.44347826086957,0.0,0.0,0.0,,,
r,266.8000667000165,3.234950808737702,5,r,3.3360000000000003,11.0,283.0,15.0,0.0,163.9344,0.7503751875937961,159.9200000000002,0.0,0.0,0.0,,,
l,283.4750708687683,3.618475904618976,6,l,3.7490000000000014,11.0,292.0,16.0,0.0,160.8579,0.7170251792562952,167.35813953488363,0.0,0.0,0.0,,,
r,266.8000667000174,3.985325996331498,6,r,4.068,12.0,283.0,16.0,0.0,159.1512,0.7337001834250461,163.5545454545454,0.0,0.0,0.0,,,
l,283.475070868767,4.335501083875271,7,l,4.495000000000001,12.0,280.0,16.0,0.0,161.5074,0.7670501917625474,156.44347826086968,0.0,0.0,0.0,,,
r,266.800066700017,4.719026179756544,7,r,4.821999999999999,13.0,285.0,16.0,0.0,163.4877,0.7670501917625483,156.44347826086948,0.0,0.0,0.0,,,
l,266.800066700017,5.102551275637818,8,l,5.238000000000001,13.0,312.0,16.0,284.0,158.3113,0.7337001834250456,163.55454545454552,0.0,0.0,0.0,,,
r,266.800066700017,5.4860763715190926,8,r,5.555999999999999,14.0,289.0,16.0,0.0,157.4803,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
