YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate
l,33.350008337502,0.033350008337502,1,l,0.0600000000000005,8.0,237.0,15.0,0.0,198.3471,0.5502751375687844,218.0727272727273,,,
r,216.7750541937635,0.2834750708687677,1,r,0.2600000000000002,6.0,213.0,12.0,0.0,247.4227,0.6003001500750376,199.9,,,
l,200.1000500250125,0.5836251459062864,2,l,0.6650000000000009,9.0,252.0,16.0,0.0,194.4895,0.6169751542437887,194.49729729729728,180.0,0.0,101.0
r,250.1250625312656,0.8837752209438052,2,r,0.7450000000000001,7.0,274.0,8.0,125.0,182.0941,0.5669501417375356,211.65882352941173,180.0,0.0,101.0
l,183.4250458562611,1.2006003001500751,3,l,1.282,10.0,269.0,16.0,0.0,190.4762,0.5669501417375353,211.6588235294118,180.0,0.0,101.0
r,250.1250625312656,1.4507253626813408,3,r,1.404,8.0,240.0,10.0,201.0,203.7351,0.616975154243788,194.49729729729748,180.0,0.0,101.0
l,233.4500583625147,1.7675504418876105,4,l,1.9120000000000008,11.0,260.0,9.0,0.0,189.5735,0.5169251292312822,232.14193548387104,180.0,0.0,101.0
r,200.1000500250129,2.067700516925129,4,r,1.9930000000000003,9.0,288.0,11.0,213.0,184.6154,0.600300150075038,199.89999999999984,180.0,0.0,101.0
l,333.500083375021,2.2844755711188927,5,l,2.5450000000000017,12.0,249.0,9.0,0.0,188.0878,0.7003501750875438,171.34285714285713,180.0,0.0,101.0
r,266.800066700017,2.668000667000167,5,r,2.643,10.0,270.0,10.0,203.0,190.779,0.7003501750798331,171.3428571447436,174.0,0.0,100.0
l,333.50008337502055,2.9848257462064365,6,l,3.1830000000000016,13.0,271.0,8.0,0.0,183.7672,0.6336501584125394,189.3789473684211,174.0,0.0,100.0
r,250.12506253897587,3.36835084208,6,r,3.272,11.0,277.0,9.0,212.0,193.2367,0.583625145913997,205.61142856871217,174.0,0.0,100.0
