YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate
r,100.0500250125062,0.0,1,r,0.498,18.0,382.0,8.0,118.0,152.2843,0.4669001167250292,257.0142857142857,0.0,,0.0
l,366.8500917125229,0.0667000166750041,1,l,0.085,9.0,406.0,11.0,0.0,143.0274,0.7503751875937968,159.92,0.0,,0.0
r,400.2001000500249,0.4669001167250292,2,r,,,,,,,0.767050191762548,156.44347826086954,0.0,,0.0
l,416.8751042187762,0.817075204268801,2,l,0.924,10.0,368.0,14.0,0.0,144.9275,0.783725195931299,153.11489361702127,0.0,,0.0
r,400.2001000500248,1.2339503084875771,3,r,1.286,19.0,358.0,9.0,130.0,150.0,0.7337001834250456,163.55454545454552,0.0,,0.0
l,416.8751042187762,1.6008004002001,3,l,1.752,11.0,356.0,11.0,0.0,155.0388,0.783725195931299,153.11489361702127,0.0,,0.0
r,433.550108387527,1.9676504919126228,4,r,2.0860000000000003,20.0,331.0,12.0,238.0,154.6392,0.8337502084375521,143.928,0.0,,0.0
l,416.8751042187759,2.384525596131399,4,l,2.526,12.0,366.0,11.0,0.0,153.0612,0.8004002001000501,149.92499999999998,0.0,,0.0
r,416.8751042187759,2.801400700350175,5,r,2.862,21.0,375.0,8.0,249.0,154.2416,0.8004002001000501,149.92499999999998,0.0,,0.0
l,400.200100050025,3.184925796231449,5,l,3.3100000000000005,13.0,360.0,11.0,0.0,155.642,0.7503751875937965,159.92000000000007,0.0,,0.0
r,400.2001000500246,3.601800900450225,6,r,3.64,22.0,371.0,9.0,266.0,153.8462,0.750375187593797,159.92,0.0,,0.0
l,433.5501083875273,3.9353009838252455,6,l,4.081,14.0,364.0,11.0,0.0,154.2416,0.7837251959312987,153.11489361702132,0.0,,0.0
r,400.200100050025,4.352176088044022,7,r,4.42,23.0,361.0,7.0,218.0,153.4527,0.7670501917625474,156.44347826086968,0.0,,0.0
l,416.8751042187768,4.719026179756544,7,l,4.859000000000001,15.0,358.0,10.0,0.0,153.8462,0.8004002001000501,149.92499999999998,0.0,,0.0
