YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate
l,100.0500250125062,0.0,1,l,0.0,7.0,227.0,6.0,127.0,193.5484,0.4669001167250292,257.0142857142857,0.0,,0.0
r,216.7750541937635,0.2001000500250125,1,r,0.1950000000000002,9.0,233.0,7.0,282.0,199.005,0.5836251459062864,205.61142857142858,0.0,,0.0
l,216.7750541937635,0.4669001167250292,2,l,0.620000000000001,8.0,235.0,3.0,136.0,189.5735,0.6336501584125395,189.37894736842108,0.0,,0.0
r,216.7750541937634,0.783725195931299,2,r,0.7980000000000018,10.0,234.0,2.0,222.0,192.6164,0.6336501584125394,189.3789473684211,0.0,,0.0
l,233.4500583625145,1.1005502751375686,3,l,1.2530000000000037,9.0,246.0,4.0,116.0,188.0878,0.6336501584125396,189.37894736842105,0.0,,0.0
r,233.4500583625147,1.4173753543438383,3,r,1.4209999999999994,11.0,246.0,3.0,169.0,186.3354,0.6169751542437887,194.49729729729728,0.0,,0.0
l,233.4500583625145,1.7342004335501082,4,l,1.8910000000000016,10.0,225.0,3.0,121.0,183.7672,0.6336501584125398,189.378947368421,0.0,,0.0
r,250.1250625312656,2.034350508587627,4,r,2.065000000000005,12.0,237.0,2.0,120.0,186.6252,0.6670001667500416,179.91000000000003,0.0,,0.0
l,233.4500583625143,2.367850591962648,5,l,2.544000000000004,11.0,233.0,1.0,124.0,185.7585,0.6503251625812903,184.52307692307704,0.0,,0.0
r,233.4500583625147,2.7013506753376686,5,r,2.7080000000000055,13.0,237.0,1.0,60.0,182.6484,0.6503251625812907,184.5230769230769,0.0,,0.0
l,233.4500583625147,3.0181757545439383,6,l,3.1900000000000013,12.0,237.0,2.0,147.0,188.9764,0.6503251625812907,184.5230769230769,0.0,,0.0
r,233.4500583625147,3.3516758379189593,6,r,3.365000000000002,14.0,238.0,1.0,4.0,187.7934,0.6336501584125389,189.37894736842125,0.0,,0.0
l,233.4500583625152,3.668500917125229,7,l,3.825000000000003,13.0,240.0,1.0,161.0,193.5484,0.6503251625812903,184.52307692307704,0.0,,0.0
r,250.12506253126648,3.985325996331498,7,r,4.004000000000005,15.0,240.0,1.0,4.0,194.4895,0.6169751542437889,194.4972972972972,0.0,,0.0
l,216.7750541937643,4.318826079706519,8,l,4.445,14.0,233.0,1.0,189.0,184.8998,0.5836251459062867,205.6114285714285,0.0,,0.0
r,233.4500583625152,4.602301150575287,8,r,4.621000000000009,16.0,246.0,1.0,4.0,186.6252,0.6503251625812911,184.5230769230768,0.0,,0.0
l,250.1250625312661,4.902451225612806,9,l,5.093999999999998,15.0,236.0,3.0,218.0,186.9159,0.667000166750042,179.9099999999999,0.0,,0.0
r,233.4500583625143,5.252626313156578,9,r,5.26400000000001,17.0,234.0,1.0,41.0,186.3354,0.6169751542437885,194.49729729729734,0.0,,0.0
l,233.4500583625143,5.569451392362848,10,l,5.735999999999997,16.0,235.0,2.0,230.0,182.0941,0.6503251625812903,184.52307692307704,0.0,,0.0
r,250.1250625312652,5.869601467400367,10,r,5.908000000000008,18.0,243.0,1.0,54.0,184.3318,0.6670001667500411,179.91000000000017,0.0,,0.0
l,233.4500583625143,6.219776554944138,11,l,6.395,17.0,226.0,2.0,234.0,182.9268,0.6503251625812911,184.5230769230768,0.0,,0.0
r,233.4500583625152,6.536601634150408,11,r,6.559000000000012,19.0,236.0,1.0,76.0,181.5431,0.667000166750042,179.9099999999999,0.0,,0.0
l,233.4500583625143,6.870101717525429,12,l,7.050999999999998,18.0,233.0,1.0,230.0,184.0491,0.6503251625812903,184.52307692307704,0.0,,0.0
r,233.4500583625143,7.20360180090045,12,r,7.220000000000013,20.0,251.0,1.0,102.0,186.0465,0.6503251625812903,184.52307692307704,0.0,,0.0
l,233.4500583625143,7.52042688010672,13,l,7.702999999999999,19.0,229.0,1.0,226.0,180.9955,0.6503251625812903,184.52307692307704,0.0,,0.0
