YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
l,216.7750541937635,0.3168250792062698,1,l,0.3200000000000003,14.0,230.0,14.0,0.0,205.1282,0.6503251625812906,184.52307692307696,,,,,,
r,200.1000500250125,0.7003501750875438,1,r,0.8419999999999952,6.0,224.0,8.0,149.0,203.0457,0.5502751375687847,218.0727272727272,0.0,0.0,0.0,,,
l,183.4250458562616,0.9671502417875604,2,l,0.9050000000000012,15.0,220.0,14.0,0.0,229.8851,0.5502751375687844,218.0727272727273,0.0,0.0,0.0,,,
r,216.7750541937632,1.2506253126563285,2,r,1.4329999999999998,7.0,211.0,15.0,152.0,220.1835,0.5502751375687842,218.07272727272735,0.0,0.0,0.0,,,
l,233.4500583625147,1.5174253793563448,3,l,1.4270000000000067,16.0,284.0,16.0,0.0,184.0491,0.6003001500750376,199.9,0.0,0.0,0.0,,,
r,250.1250625312656,1.8009004502251127,3,r,1.977999999999998,8.0,249.0,14.0,136.0,195.4397,0.6003001500750376,199.9,0.0,0.0,0.0,,,
l,233.4500583625147,2.1177255294313824,4,l,2.079000000000008,17.0,258.0,14.0,142.0,195.122,0.6169751542437885,194.49729729729737,0.0,0.0,0.0,,,
r,283.4750708687674,2.4012006003001503,4,r,2.5919999999999987,9.0,263.0,15.0,165.0,188.9764,0.6336501584125394,189.3789473684211,0.0,0.0,0.0,,,
l,250.1250625312656,2.734700683675171,5,l,2.6940000000000026,18.0,284.0,16.0,165.0,187.2075,0.6503251625812903,184.52307692307704,0.0,0.0,0.0,,,
r,300.1500750375188,3.0348507587126896,5,r,3.2269999999999968,10.0,276.0,16.0,143.0,184.6154,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
l,250.1250625312661,3.385025846256461,6,l,3.335000000000008,19.0,287.0,16.0,171.0,177.2526,0.667000166750042,179.9099999999999,0.0,0.0,0.0,,,
