YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate
l,233.4500583625145,0.4502251125562782,1,l,0.4399999999999977,9.0,208.0,16.0,0.0,157.0681,0.750375187593797,159.92,,,
r,233.4500583625145,0.8004002001000501,1,r,0.8839999999999861,13.0,260.0,16.0,0.0,167.1309,0.8004002001000501,149.92499999999998,150.0,258.0,97.0
l,216.7750541937632,1.2006003001500751,2,l,1.2039999999999935,10.0,274.0,15.0,0.0,159.5745,0.750375187593797,159.92,150.0,258.0,97.0
r,216.7750541937638,1.6008004002001002,2,r,1.6019999999999897,14.0,268.0,11.0,0.0,156.658,0.7170251792562947,167.35813953488375,166.0,225.0,96.0
l,266.8000667000165,1.950975487743872,3,l,1.9559999999999889,11.0,257.0,16.0,0.0,166.205,0.7670501917625479,156.44347826086957,166.0,225.0,96.0
r,250.1250625312656,2.317825579456395,3,r,2.367999999999981,15.0,284.0,10.0,0.0,165.0619,0.7670501917625479,156.44347826086957,166.0,225.0,96.0
l,233.4500583625147,2.71802567950642,4,l,2.6779999999999973,12.0,269.0,16.0,0.0,165.7459,0.7337001834250461,163.5545454545454,166.0,258.0,98.0
r,250.1250625312656,3.0848757712189427,4,r,3.0949999999999847,16.0,260.0,13.0,0.0,170.2128,0.7170251792562952,167.35813953488363,166.0,258.0,98.0
l,250.1250625312661,3.451725862931466,5,l,3.402000000000001,13.0,238.0,16.0,0.0,174.4186,0.7170251792562943,167.35813953488386,166.0,258.0,98.0
r,250.1250625312652,3.801900950475238,5,r,3.799999999999983,17.0,258.0,11.0,0.0,179.1045,0.7003501750875438,171.34285714285713,170.0,254.0,101.0
l,250.1250625312661,4.16875104218776,6,l,4.090000000000003,14.0,245.0,16.0,0.0,180.7229,0.667000166750042,179.9099999999999,170.0,254.0,101.0
r,233.4500583625143,4.502251125562782,6,r,4.469999999999985,18.0,256.0,10.0,0.0,178.0415,0.6670001667500411,179.91000000000017,174.0,251.0,102.0
l,250.1250625312661,4.835751208937802,7,l,4.753999999999991,15.0,239.0,15.0,0.0,175.6955,0.667000166750042,179.9099999999999,174.0,251.0,102.0
r,233.4500583625152,5.169251292312823,7,r,5.143999999999991,19.0,260.0,10.0,0.0,173.4104,0.6836751709187929,175.52195121951215,174.0,251.0,102.0
l,250.1250625312652,5.502751375687844,8,l,5.436999999999998,16.0,246.0,13.0,143.0,170.9402,0.683675170918792,175.52195121951237,174.0,250.0,105.0
r,233.4500583625143,5.852926463231616,8,r,5.835999999999999,20.0,264.0,10.0,0.0,170.2128,0.6836751709187929,175.52195121951215,174.0,250.0,105.0
l,266.800066700017,6.186426546606636,9,l,6.138999999999996,17.0,254.0,13.0,144.0,169.9717,0.7003501750875438,171.34285714285713,174.0,250.0,105.0
r,250.1250625312652,6.536601634150409,9,r,6.540999999999997,21.0,274.0,11.0,0.0,171.184,0.7003501750875438,171.34285714285713,174.0,248.0,108.0
l,266.800066700017,6.88677672169418,10,l,6.844999999999999,18.0,259.0,12.0,132.0,171.9198,0.7003501750875438,171.34285714285713,174.0,248.0,108.0
r,250.1250625312652,7.236951809237953,10,r,7.24199999999999,22.0,262.0,11.0,0.0,171.9198,0.7003501750875438,171.34285714285713,174.0,248.0,108.0
l,266.800066700017,7.587126896781724,11,l,7.542999999999992,19.0,239.0,13.0,137.0,169.4915,0.7170251792562947,167.35813953488375,170.0,252.0,110.0
r,250.1250625312652,7.937301984325496,11,r,7.939999999999998,23.0,280.0,11.0,0.0,167.364,0.7003501750875438,171.34285714285713,170.0,252.0,110.0
l,266.80006670001785,8.304152076038019,12,l,8.251000000000005,20.0,263.0,13.0,142.0,168.5393,0.6836751709187929,175.52195121951215,170.0,252.0,110.0
r,250.1250625312661,8.63765215941304,12,r,8.656999999999996,24.0,266.0,11.0,0.0,170.2128,0.7170251792562965,167.35813953488332,168.0,254.0,112.0
l,283.4750708687679,8.987827246956812,13,l,8.963000000000008,21.0,249.0,13.0,159.0,166.205,0.7337001834250465,163.5545454545453,168.0,254.0,112.0
r,250.1250625312625,9.354677338669337,13,r,9.36199999999998,25.0,264.0,12.0,0.0,166.6667,0.7170251792562929,167.35813953488417,168.0,254.0,112.0
l,266.8000667000161,9.721527430381858,14,l,9.685000000000002,22.0,245.0,13.0,182.0,170.697,0.7003501750875412,171.34285714285778,168.0,256.0,115.0
r,250.1250625312661,10.07170251792563,14,r,10.08199999999998,26.0,334.0,11.0,0.0,166.4355,0.7003501750875429,171.34285714285733,168.0,256.0,115.0
l,266.8000667000214,10.4218776054694,15,l,10.388000000000003,23.0,256.0,13.0,180.0,167.5978,0.7170251792562965,167.35813953488332,168.0,256.0,115.0
r,250.12506253126784,10.772052693013173,15,r,10.802999999999985,27.0,282.0,11.0,261.0,171.9198,0.7003501750875429,171.34285714285733,166.0,264.0,120.0
l,250.1250625312661,11.138902784725696,16,l,11.104,24.0,254.0,12.0,151.0,166.205,0.7170251792562947,167.35813953488375,166.0,264.0,120.0
r,250.12506253126784,11.472402868100716,16,r,11.50099999999999,28.0,274.0,10.0,253.0,162.8223,0.7337001834250483,163.5545454545449,166.0,264.0,120.0
l,266.80006670001785,11.85592796398199,17,l,11.826000000000008,25.0,248.0,14.0,171.0,166.6667,0.7337001834250447,163.5545454545457,166.0,264.0,121.0
r,250.12506253126432,12.206103051525764,17,r,12.237999999999984,29.0,270.0,11.0,262.0,169.0141,0.7170251792562965,167.35813953488332,166.0,264.0,121.0
l,250.12506253126784,12.589628147407035,18,l,12.546000000000006,26.0,248.0,13.0,176.0,168.0672,0.7003501750875447,171.3428571428569,166.0,264.0,122.0
r,250.12506253126432,12.92312823078206,18,r,,,,,,,0.733700183425043,163.55454545454612,166.0,264.0,122.0
l,266.80006670001785,13.28997832249458,19,l,13.260000000000003,27.0,246.0,12.0,172.0,167.1309,0.7170251792562965,167.35813953488332,166.0,264.0,122.0
