YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
r,300.1500750375188,0.4669001167250292,1,r,0.4499999999999993,5.0,276.0,16.0,0.0,152.6718,0.7170251792562948,167.35813953488372,,,,,,
l,300.1500750375188,0.8337502084375521,1,l,0.8540000000000028,8.0,303.0,11.0,0.0,166.6667,0.6670001667500418,179.90999999999997,0.0,0.0,0.0,,,
r,300.1500750375188,1.183925295981324,2,r,1.2360000000000009,6.0,324.0,11.0,0.0,164.1587,0.7670501917625481,156.44347826086954,0.0,0.0,0.0,,,
l,300.150075032406,1.500750375187594,2,l,1.5740000000000016,9.0,336.0,6.0,0.0,168.0672,0.8004002001000501,149.92499999999998,0.0,0.0,0.0,,,
r,300.1500750375188,1.950975487743872,3,r,1.9669999999999987,7.0,326.0,7.0,0.0,165.9751,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
l,266.8000667000165,2.301150575287644,3,l,2.288000000000004,10.0,322.0,8.0,0.0,168.7764,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
r,316.82507920626966,2.651325662831416,4,r,2.6900000000000013,8.0,329.0,8.0,0.0,169.9717,0.6836751709187925,175.52195121951226,0.0,0.0,0.0,,,
l,266.8000667000165,3.001500750375188,4,l,2.999000000000006,11.0,324.0,6.0,0.0,164.8352,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
r,316.825079206271,3.3350008337502084,5,r,3.396000000000001,9.0,286.0,10.0,0.0,166.8985,0.7337001834250456,163.55454545454552,0.0,0.0,0.0,,,
l,250.1250625312656,3.7185259296314825,5,l,3.727000000000004,12.0,308.0,6.0,0.0,169.0141,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
r,283.4750708687679,4.068701017175254,6,r,4.114999999999998,10.0,282.0,10.0,0.0,165.7459,0.7503751875937974,159.9199999999999,0.0,0.0,0.0,,,
l,250.1250625312661,4.435551108887777,6,l,4.437000000000005,13.0,298.0,6.0,0.0,168.0672,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
r,266.800066700017,4.819076204769051,7,r,4.838999999999999,11.0,286.0,7.0,0.0,169.2525,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
l,250.1250625312652,5.135901283975321,7,l,5.151000000000003,14.0,284.0,6.0,349.0,160.8579,0.7337001834250456,163.55454545454552,0.0,0.0,0.0,,,
r,266.8000667000161,5.502751375687844,8,r,5.547999999999998,12.0,272.0,9.0,0.0,165.5172,0.7503751875937965,159.92000000000007,0.0,0.0,0.0,,,
l,250.1250625312661,5.869601467400367,8,l,5.897000000000006,15.0,260.0,6.0,306.0,159.5745,0.7503751875937974,159.9199999999999,0.0,0.0,0.0,,,
r,250.1250625312661,6.253126563281641,9,r,6.273,13.0,256.0,8.0,253.0,159.1512,0.7503751875937974,159.9199999999999,0.0,0.0,0.0,,,
l,233.4500583625143,6.619976654994164,9,l,6.649000000000008,16.0,276.0,6.0,261.0,159.1512,0.7503751875937965,159.92000000000007,0.0,0.0,0.0,,,
r,233.4500583625143,7.003501750875438,10,r,7.0269999999999975,14.0,260.0,8.0,233.0,160.0,0.7503751875937965,159.92000000000007,0.0,0.0,0.0,,,
l,233.4500583625152,7.370351842587961,10,l,7.403000000000006,17.0,280.0,6.0,212.0,165.2893,0.7337001834250456,163.55454545454552,0.0,0.0,0.0,,,
r,250.1250625312661,7.753876938469235,11,r,7.777000000000001,15.0,265.0,8.0,253.0,162.3816,0.7337001834250465,163.5545454545453,0.0,0.0,0.0,,,
l,233.4500583625143,8.104052026013006,11,l,8.129000000000008,18.0,290.0,5.0,239.0,160.4278,0.7337001834250465,163.5545454545453,0.0,0.0,0.0,,,
r,250.12506253126432,8.487577121894281,12,r,8.515999999999998,16.0,270.0,8.0,237.0,160.6426,0.7337001834250447,163.5545454545457,0.0,0.0,0.0,,,
l,266.8000667000161,8.837752209438053,12,l,8.877000000000006,19.0,280.0,6.0,271.0,168.0672,0.7670501917625465,156.44347826086985,0.0,0.0,0.0,,,
r,283.4750708687679,9.221277305319326,13,r,9.262999999999998,17.0,276.0,8.0,193.0,165.2893,0.7337001834250465,163.5545454545453,0.0,0.0,0.0,,,
l,233.45005836251607,9.6048024012006,13,l,9.591000000000005,20.0,300.0,6.0,248.0,167.1309,0.7003501750875447,171.3428571428569,0.0,0.0,0.0,,,
r,266.8000667000161,9.954977488744372,14,r,9.989,18.0,272.0,9.0,152.0,167.364,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
l,250.1250625312661,10.305152576288144,14,l,10.309000000000008,21.0,299.0,6.0,239.0,163.9344,0.7003501750875447,171.3428571428569,0.0,0.0,0.0,,,
r,266.8000667000161,10.672002668000667,15,r,,,,,,,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
l,250.1250625312625,11.005502751375689,15,l,11.041000000000007,22.0,283.0,7.0,221.0,163.0435,0.733700183425043,163.55454545454612,0.0,0.0,0.0,,,
r,250.1250625312661,11.389027847256962,16,r,11.424,20.0,272.0,7.0,150.0,162.3816,0.7337001834250465,163.5545454545453,0.0,0.0,0.0,,,
l,233.45005836251607,11.739202934800732,16,l,11.777000000000005,23.0,283.0,5.0,222.0,159.5745,0.7337001834250483,163.5545454545449,0.0,0.0,0.0,,,
r,250.12506253126432,12.122728030682008,17,r,12.162999999999997,21.0,268.0,8.0,152.0,160.4278,0.7503751875937947,159.92000000000044,0.0,0.0,0.0,,,
l,266.8000667000161,12.47290311822578,17,l,12.529,24.0,279.0,6.0,223.0,155.0388,0.7670501917625483,156.44347826086948,0.0,0.0,0.0,,,
r,250.1250625312696,12.873103218275803,18,r,12.910999999999994,22.0,260.0,8.0,158.0,160.2136,0.7837251959313001,153.11489361702107,0.0,0.0,0.0,,,
l,250.12506253126432,13.239953309988328,18,l,13.303,25.0,259.0,6.0,242.0,155.8442,0.7670501917625483,156.44347826086948,0.0,0.0,0.0,,,
r,216.7750541937643,13.656828414207103,19,r,13.65999999999999,23.0,273.0,8.0,122.0,157.8947,0.7503751875937983,159.9199999999997,0.0,0.0,0.0,,,
l,233.4500583625143,14.007003501750876,19,l,14.073000000000004,26.0,256.0,8.0,193.0,158.3113,0.7670501917625483,156.44347826086948,0.0,0.0,0.0,,,
r,233.4500583625143,14.407203601800902,20,r,14.419999999999996,24.0,256.0,9.0,122.0,153.4527,0.7503751875937965,159.92000000000007,0.0,0.0,0.0,,,
l,233.45005836251607,14.774053693513425,20,l,14.831000000000008,27.0,262.0,6.0,138.0,157.0681,0.7670501917625465,156.44347826086985,162.0,0.0,0.0,,,
r,250.1250625312661,15.157578789394698,21,r,15.201999999999998,25.0,252.0,9.0,105.0,156.658,0.7837251959312983,153.1148936170214,162.0,0.0,0.0,,,
l,233.4500583625143,15.541103885275971,21,l,15.59500000000001,28.0,252.0,7.0,149.0,155.0388,0.7503751875937983,159.9199999999997,162.0,0.0,0.0,,,
r,250.1250625312661,15.941303985325996,22,r,15.967999999999996,26.0,256.0,9.0,88.0,158.1028,0.7503751875937983,159.9199999999997,162.0,0.0,0.0,,,
l,250.12506253126432,16.29147907286977,22,l,16.36900000000001,29.0,266.0,6.0,134.0,158.5205,0.7837251959312965,153.11489361702175,162.0,0.0,0.0,,,
r,250.12506253126432,16.691679172919795,23,r,16.726999999999997,27.0,248.0,8.0,82.0,156.25,0.7670501917625465,156.44347826086985,162.0,0.0,0.0,,,
l,233.4500583625143,17.075204268801066,23,l,17.126000000000015,30.0,271.0,6.0,131.0,161.2903,0.7503751875938001,159.91999999999933,162.0,0.0,0.0,,,
r,250.12506253126432,17.45872936468234,24,r,17.495000000000005,28.0,258.0,7.0,121.0,159.1512,0.7670501917625501,156.4434782608691,162.0,0.0,0.0,,,
l,250.12506253126432,17.825579456394866,24,l,17.870000000000015,31.0,263.0,6.0,131.0,157.8947,0.7670501917625465,156.44347826086985,162.0,0.0,0.0,,,
r,250.12506253126784,18.22577955644489,25,r,18.248999999999995,29.0,258.0,8.0,126.0,158.1028,0.7503751875937965,159.92000000000007,162.0,0.0,0.0,,,
l,233.4500583625143,18.592629648157413,25,l,18.630000000000013,32.0,255.0,7.0,132.0,160.4278,0.7503751875937965,159.92000000000007,160.0,0.0,0.0,,,
r,250.12506253126432,18.976154744038688,26,r,19.008000000000003,30.0,258.0,8.0,129.0,162.1622,0.7503751875937965,159.92000000000007,160.0,0.0,0.0,,,
l,233.4500583625143,19.34300483575121,26,l,19.37800000000001,33.0,271.0,7.0,137.0,157.4803,0.7337001834250465,163.5545454545453,160.0,0.0,0.0,,,
r,250.12506253126432,19.726529931632484,27,r,19.748,31.0,254.0,9.0,90.0,160.2136,0.7337001834250465,163.5545454545453,160.0,0.0,0.0,,,
l,233.4500583625143,20.076705019176256,27,l,20.14000000000002,34.0,269.0,6.0,143.0,155.4404,0.7837251959313036,153.11489361702036,160.0,0.0,0.0,,,
r,266.8000667000143,20.46023011505753,28,r,20.497,32.0,251.0,8.0,86.0,154.6392,0.7837251959312965,153.11489361702175,160.0,0.0,0.0,,,
l,233.4500583625107,20.86043021510756,28,l,20.912000000000017,35.0,264.0,7.0,182.0,158.3113,0.767050191762543,156.4434782608706,158.0,0.0,0.0,,,
r,266.80006670001785,21.243955310988827,29,r,21.273,33.0,260.0,8.0,117.0,154.2416,0.7670501917625501,156.4434782608691,158.0,0.0,0.0,,,
l,233.4500583625143,21.627480406870102,29,l,21.67000000000002,36.0,274.0,6.0,210.0,158.3113,0.7503751875937965,159.92000000000007,158.0,0.0,0.0,,,
r,266.8000667000143,22.011005502751377,30,r,22.051,34.0,260.0,8.0,165.0,158.3113,0.750375187593793,159.92000000000084,158.0,0.0,0.0,,,
l,250.12506253126432,22.3778555944639,30,l,22.428000000000026,37.0,272.0,6.0,213.0,153.4527,0.7670501917625465,156.44347826086985,158.0,0.0,0.0,,,
