YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate
r,233.4500583625146,0.3335000833750208,1,r,0.3399999999999998,7.0,328.0,16.0,68.0,218.1818,0.5669501417375356,211.65882352941173,,,
l,216.7750541937635,0.6003001500750376,1,l,0.6869999999999994,8.0,226.0,13.0,100.0,188.6792,0.6336501584125396,189.37894736842105,0.0,0.0,119.0
r,250.1250625312656,0.9004502251125563,2,r,0.8899999999999997,8.0,232.0,11.0,78.0,200.6689,0.6503251625812907,184.5230769230769,0.0,0.0,119.0
l,200.1000500250125,1.2339503084875771,2,l,1.3230000000000004,9.0,239.0,11.0,192.0,186.0465,0.6503251625724229,184.52307692559305,0.0,0.0,119.0
r,250.1250625261528,1.550775387693847,3,r,1.4879999999999995,9.0,228.0,14.0,128.0,191.3876,0.6336501584125394,189.3789473684211,200.0,0.0,120.0
l,183.4250458651287,1.88427547106,3,l,1.968,10.0,243.0,12.0,189.0,196.3993,0.6169751542526565,194.49729729450175,200.0,0.0,120.0
r,216.7750541937638,2.1844255461063864,4,r,2.115,10.0,244.0,16.0,167.0,186.6252,0.6169751542437898,194.49729729729688,200.0,0.0,120.0
l,200.1000500250125,2.5012506253126565,4,l,2.5790000000000006,11.0,224.0,7.0,238.0,189.8734,0.6169751542437885,194.49729729729737,200.0,0.0,122.0
r,233.4500583625138,2.801400700350176,5,r,2.757999999999999,11.0,238.0,15.0,188.0,189.2744,0.6336501584125385,189.3789473684214,200.0,0.0,122.0
l,200.100050025012,3.118225779556445,5,l,3.2110000000000003,12.0,227.0,6.0,285.0,189.5735,0.6336501584125398,189.378947368421,200.0,0.0,122.0
r,216.7750541937647,3.4350508587627147,6,r,3.3919999999999995,12.0,231.0,10.0,196.0,192.0,0.6169751542437885,194.49729729729737,200.0,0.0,122.0
l,200.100050025012,3.7518759379689848,6,l,3.844000000000001,13.0,229.0,5.0,336.0,185.1852,0.6503251625812916,184.52307692307664,132.0,396.0,122.0
r,250.1250625312661,4.052026013006503,7,r,4.017,13.0,228.0,9.0,208.0,188.383,0.6503251625812911,184.5230769230768,132.0,396.0,122.0
l,200.1000500250116,4.402201100550276,7,l,4.492000000000001,14.0,235.0,4.0,380.0,187.2075,0.6503251625812894,184.5230769230773,132.0,396.0,122.0
r,233.4500583625143,4.702351175587794,8,r,4.653999999999998,14.0,236.0,6.0,223.0,187.7934,0.6503251625812903,184.52307692307704,132.0,352.0,121.0
l,183.4250458562616,5.052526263131566,8,l,,,,,,,0.6503251625784339,184.52307692388752,132.0,352.0,121.0
r,233.4500583609156,5.3526763381690845,9,r,5.292999999999999,15.0,236.0,7.0,207.0,186.3354,0.6336501584125394,189.3789473684211,132.0,352.0,121.0
l,183.425045859118,5.70285142571,9,l,5.776,16.0,229.0,3.0,402.0,191.0828,0.6336501584153966,189.3789473675672,192.0,236.0,121.0
r,233.4500583625152,5.986326496581624,10,r,5.936999999999999,16.0,233.0,7.0,207.0,185.4714,0.6336501584125402,189.37894736842085,192.0,236.0,121.0
l,200.1000500250125,6.336501584125396,10,l,6.404000000000002,17.0,229.0,5.0,321.0,192.6164,0.6169751542437885,194.49729729729737,192.0,236.0,121.0
r,233.4500583625143,6.619976654994164,11,r,6.584,17.0,237.0,6.0,183.0,190.1743,0.6336501584125385,189.3789473684214,192.0,238.0,121.0
l,200.1000500250125,6.953476738369185,11,l,7.027000000000003,18.0,226.0,4.0,288.0,189.8734,0.6169751542437885,194.49729729729737,192.0,238.0,121.0
r,233.4500583625152,7.253626813406703,12,r,7.215,18.0,226.0,8.0,158.0,191.3876,0.6169751542437893,194.49729729729705,192.0,238.0,121.0
l,200.1000500250125,7.570451892612973,12,l,7.659000000000002,19.0,229.0,4.0,263.0,189.5735,0.6503251625812903,184.52307692307704,192.0,215.0,122.0
r,233.4500583625143,7.870601967650492,13,r,7.841999999999999,19.0,223.0,10.0,157.0,191.3876,0.6336501584125394,189.3789473684211,192.0,215.0,122.0
l,183.4250458562625,8.220777055194263,13,l,8.292000000000002,20.0,246.0,4.0,241.0,194.4895,0.6169751542437893,194.49729729729705,192.0,215.0,122.0
r,250.1250625312661,8.504252126063031,14,r,8.468999999999998,20.0,229.0,9.0,156.0,190.4762,0.6336501584125394,189.3789473684211,192.0,212.0,122.0
l,200.1000500250107,8.837752209438053,14,l,8.909000000000002,21.0,227.0,5.0,206.0,192.926,0.6169751542437876,194.4972972972976,192.0,212.0,122.0
r,233.4500583625178,9.13790228447557,15,r,9.098999999999998,21.0,238.0,6.0,153.0,190.779,0.6169751542437893,194.49729729729705,192.0,212.0,122.0
l,200.1000500250125,9.45472736368184,15,l,9.531000000000002,22.0,235.0,3.0,169.0,189.5735,0.6336501584125394,189.3789473684211,192.0,212.0,122.0
r,233.4500583625143,9.75487743871936,16,r,9.728,22.0,232.0,6.0,214.0,194.4895,0.6336501584125394,189.3789473684211,192.0,213.0,122.0
l,200.1000500250143,10.08837752209438,16,l,10.164000000000003,23.0,234.0,4.0,170.0,190.4762,0.6169751542437876,194.4972972972976,192.0,213.0,122.0
