YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
l,183.4250458562614,0.3501750875437719,1,l,0.3500000000000014,13.0,187.0,11.0,0.0,171.4286,0.6670001667500416,179.91000000000005,,,,,,
r,183.42504585626148,0.6836751709187927,1,r,0.6809999999999974,13.0,186.0,12.0,0.0,179.3722,0.6670001667500416,179.91000000000005,0.0,0.0,0.0,,,
l,200.1000500250125,1.0171752542938135,2,l,1.0500000000000045,14.0,208.0,14.0,0.0,180.1802,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
r,200.10005002501268,1.3506753376688343,2,r,1.3500000000000014,14.0,194.0,11.0,0.0,174.1655,0.6836751709187927,175.5219512195122,0.0,0.0,0.0,,,
l,216.7750541937632,1.7008504252126064,3,l,1.7160000000000082,15.0,233.0,16.0,0.0,171.4286,0.6836751709187925,175.52195121951226,0.0,0.0,0.0,,,
r,233.4500583625147,2.034350508587627,3,r,2.0389999999999944,15.0,226.0,9.0,0.0,175.1825,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
l,233.4500583625147,2.384525596131399,4,l,2.416000000000011,16.0,243.0,15.0,0.0,171.6738,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
r,233.4500583625147,2.71802567950642,4,r,2.7239999999999966,16.0,226.0,9.0,0.0,173.6614,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
l,250.1250625312652,3.068200767050192,5,l,3.115000000000009,17.0,235.0,12.0,0.0,173.913,0.7003501750875443,171.342857142857,0.0,0.0,0.0,,,
r,250.12506253126648,3.401700850425213,5,r,3.414999999999992,17.0,227.0,10.0,0.0,171.9198,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
l,233.4500583625143,3.768550942137736,6,l,3.805000000000007,18.0,232.0,11.0,0.0,172.4138,0.683675170918792,175.52195121951237,0.0,0.0,0.0,,,
r,233.4500583625143,4.102051025512757,6,r,4.112999999999992,18.0,220.0,11.0,0.0,175.1825,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
l,250.1250625312661,4.452226113056528,7,l,4.501000000000005,19.0,247.0,10.0,0.0,172.9107,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
