YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
r,233.4500583625146,0.4669001167250292,1,r,0.1499999999999985,7.0,278.0,7.0,0.0,163.4877,0.733700183425046,163.55454545454543,,,,,,
l,233.4500583625144,0.8170752042688011,1,l,0.7019999999999982,7.0,280.0,7.0,0.0,163.9344,0.7170251792562948,167.35813953488372,0.0,0.0,120.0,,,
r,216.7750541937632,1.2006003001500751,2,r,0.8839999999999968,8.0,278.0,7.0,0.0,163.9344,0.7170251792562945,167.3581395348838,0.0,0.0,120.0,,,
l,233.4500583625145,1.534100383525096,2,l,1.4339999999999975,8.0,282.0,6.0,0.0,163.4877,0.7337001834250458,163.55454545454546,0.0,0.0,120.0,,,
r,233.4500583625149,1.9176254794063696,3,r,1.615999999999996,9.0,282.0,6.0,0.0,163.2653,0.7337001834250463,163.55454545454535,0.0,0.0,120.0,,,
l,250.1250625312656,2.2678005669501418,3,l,2.168,9.0,284.0,6.0,0.0,163.9344,0.7337001834250461,163.5545454545454,0.0,0.0,120.0,,,
r,233.4500583625143,2.651325662831416,4,r,2.3509999999999955,10.0,290.0,6.0,0.0,163.0435,0.7337001834250452,163.5545454545456,0.0,0.0,120.0,,,
l,233.4500583625143,3.001500750375188,4,l,2.8999999999999986,10.0,286.0,6.0,0.0,163.9344,0.7337001834250456,163.55454545454552,0.0,0.0,120.0,,,
r,233.4500583625147,3.385025846256461,5,r,3.0869999999999926,11.0,282.0,6.0,0.0,162.3816,0.7503751875937974,159.9199999999999,0.0,0.0,120.0,,,
l,233.4500583625147,3.7352009338002334,5,l,3.631999999999998,11.0,282.0,8.0,0.0,160.4278,0.7670501917625483,156.44347826086948,0.0,0.0,118.0,,,
r,200.1000500250125,4.1354010338502585,6,r,3.8259999999999934,12.0,282.0,7.0,0.0,164.3836,0.7337001834250456,163.55454545454552,0.0,0.0,118.0,,,
l,216.7750541937634,4.502251125562782,6,l,4.379999999999996,12.0,286.0,6.0,0.0,164.3836,0.7003501750875438,171.34285714285713,0.0,0.0,119.0,,,
r,216.7750541937643,4.869101217275304,7,r,4.55599999999999,13.0,288.0,6.0,0.0,164.6091,0.7337001834250465,163.5545454545453,0.0,0.0,119.0,,,
l,233.4500583625143,5.2026013006503256,7,l,5.109999999999992,13.0,290.0,6.0,0.0,164.3836,0.7503751875937965,159.92000000000007,0.0,0.0,119.0,,,
r,216.7750541937634,5.602801400700351,8,r,5.284999999999993,14.0,290.0,7.0,152.0,165.2893,0.7337001834250456,163.55454545454552,0.0,0.0,120.0,,,
l,233.4500583625143,5.952976488244122,8,l,5.839999999999996,14.0,284.0,8.0,0.0,162.6016,0.7170251792562947,167.35813953488375,0.0,0.0,120.0,,,
r,216.7750541937634,6.336501584125396,9,r,6.010999999999992,15.0,290.0,7.0,154.0,162.8223,0.7170251792562947,167.35813953488375,0.0,0.0,120.0,,,
l,233.4500583625152,6.670001667500417,9,l,,,,,,,0.7170251792562938,167.35813953488395,0.0,0.0,121.0,,,
r,216.7750541937634,7.053526763381691,10,r,6.747999999999991,16.0,278.0,6.0,150.0,163.4877,0.7337001834250447,163.5545454545457,0.0,0.0,121.0,,,
l,250.125062531267,7.387026846756711,10,l,7.29399999999999,16.0,287.0,6.0,0.0,160.0,0.7503751875937974,159.9199999999999,0.0,0.0,121.0,,,
r,216.7750541937652,7.787226946806736,11,r,7.481999999999989,17.0,288.0,6.0,158.0,161.5074,0.7337001834250474,163.55454545454512,0.0,0.0,121.0,,,
l,233.45005836251607,8.137402034350508,11,l,8.04399999999999,17.0,288.0,6.0,156.0,169.0141,0.7337001834250465,163.5545454545453,0.0,0.0,121.0,,,
r,216.77505419376251,8.520927130231783,12,r,8.224999999999987,18.0,280.0,6.0,155.0,166.6667,0.7503751875937965,159.92000000000007,162.0,0.0,121.0,,,
l,233.4500583625143,8.871102217775555,12,l,8.75399999999999,18.0,281.0,7.0,153.0,160.4278,0.7170251792562947,167.35813953488375,162.0,0.0,121.0,,,
r,200.1000500250125,9.27130231782558,13,r,8.94499999999999,19.0,290.0,6.0,150.0,163.2653,0.7170251792562947,167.35813953488375,162.0,0.0,121.0,,,
l,250.1250625312661,9.58812739703185,13,l,9.501999999999988,19.0,289.0,6.0,184.0,164.8352,0.7503751875937965,159.92000000000007,164.0,0.0,123.0,,,
r,216.775054193766,9.988327497081874,14,r,9.679999999999986,20.0,284.0,6.0,183.0,166.8985,0.7170251792562929,167.35813953488417,164.0,0.0,123.0,,,
l,233.4500583625143,10.338502584625646,14,l,10.22999999999999,20.0,290.0,6.0,210.0,167.1309,0.7337001834250465,163.5545454545453,164.0,0.0,123.0,,,
r,233.45005836251607,10.705352676338167,15,r,10.398999999999988,21.0,282.0,6.0,186.0,165.2893,0.7337001834250483,163.5545454545449,164.0,0.0,125.0,,,
l,216.7750541937643,11.072202768050692,15,l,10.947999999999992,21.0,291.0,7.0,223.0,164.3836,0.7170251792562965,167.35813953488332,164.0,0.0,125.0,,,
r,216.77505419376251,11.439052859763216,16,r,11.124999999999986,22.0,284.0,6.0,181.0,165.5172,0.7337001834250447,163.5545454545457,164.0,0.0,125.0,,,
l,233.4500583625107,11.789227947306989,16,l,11.67799999999999,22.0,289.0,6.0,232.0,163.4877,0.7170251792562929,167.35813953488417,164.0,0.0,126.0,,,
r,216.7750541937643,12.17275304318826,17,r,12.583999999999987,24.0,284.0,6.0,195.0,165.9751,0.7170251792562965,167.35813953488332,164.0,0.0,126.0,,,
l,250.1250625312661,12.506253126563282,17,l,12.411999999999992,23.0,293.0,6.0,229.0,167.8322,0.7337001834250465,163.5545454545453,164.0,0.0,127.0,,,
r,216.77505419376251,12.889778222444557,18,r,13.306999999999988,25.0,285.0,7.0,182.0,165.2893,0.733700183425043,163.55454545454612,164.0,0.0,127.0,,,
l,233.45005836251607,13.239953309988328,18,l,13.126999999999988,24.0,285.0,6.0,240.0,161.0738,0.733700183425043,163.55454545454612,164.0,0.0,127.0,,,
r,233.45005836251607,13.6234784058696,19,r,14.032999999999989,26.0,284.0,7.0,179.0,166.4355,0.7337001834250483,163.5545454545449,162.0,0.0,126.0,,,
l,250.1250625312696,13.973653493413371,19,l,13.871999999999986,25.0,291.0,6.0,282.0,168.3029,0.7170251792562965,167.35813953488332,162.0,0.0,126.0,,,
r,216.77505419376251,14.357178589294648,20,r,14.75399999999999,27.0,290.0,6.0,197.0,163.4877,0.7170251792562965,167.35813953488332,162.0,0.0,126.0,,,
l,233.45005836251607,14.690678672669668,20,l,14.584999999999988,26.0,292.0,6.0,325.0,168.0672,0.7170251792562965,167.35813953488332,162.0,0.0,126.0,,,
r,216.7750541937589,15.074203768550944,21,r,15.487999999999984,28.0,294.0,7.0,165.0,162.3816,0.7170251792562912,167.35813953488457,162.0,0.0,126.0,,,
l,250.12506253126432,15.407703851925964,21,l,15.298999999999992,27.0,292.0,6.0,299.0,162.6016,0.7337001834250447,163.5545454545457,162.0,0.0,126.0,,,
r,233.45005836251607,15.791228947807236,22,r,16.226999999999983,29.0,287.0,6.0,177.0,162.6016,0.7503751875937983,159.9199999999997,164.0,0.0,126.0,,,
l,266.80006670001785,16.14140403535101,22,l,16.036999999999992,28.0,292.0,6.0,293.0,163.9344,0.7170251792562965,167.35813953488332,164.0,0.0,126.0,,,
r,233.4500583625143,16.541604135401034,23,r,16.964999999999982,30.0,286.0,6.0,204.0,166.8985,0.7503751875937965,159.92000000000007,164.0,0.0,126.0,,,
l,266.8000667000143,16.858429214607305,23,l,16.76899999999999,29.0,298.0,6.0,289.0,160.4278,0.7503751875937965,159.92000000000007,164.0,0.0,126.0,,,
r,216.7750541937643,17.29197932299483,24,r,17.683999999999983,31.0,286.0,6.0,223.0,161.7251,0.7170251792562965,167.35813953488332,164.0,0.0,126.0,,,
l,250.12506253126432,17.608804402201102,24,l,17.51699999999999,30.0,284.0,7.0,278.0,165.7459,0.7503751875937965,159.92000000000007,164.0,0.0,126.0,,,
r,216.7750541937643,18.009004502251127,25,r,18.42599999999998,32.0,290.0,6.0,231.0,164.1587,0.7170251792562929,167.35813953488417,164.0,0.0,126.0,,,
l,233.4500583625143,18.3591795897949,25,l,18.240999999999985,31.0,288.0,5.0,268.0,164.3836,0.7170251792562929,167.35813953488417,164.0,0.0,126.0,,,
r,250.12506253126784,18.72602968150742,26,r,19.156999999999982,33.0,288.0,6.0,235.0,161.7251,0.7503751875937965,159.92000000000007,164.0,0.0,126.0,,,
l,266.80006670001785,19.07620476905119,26,l,18.97099999999999,32.0,290.0,6.0,258.0,161.2903,0.7503751875937965,159.92000000000007,164.0,0.0,126.0,,,
r,233.4500583625143,19.476404869101216,27,r,19.89899999999998,34.0,284.0,7.0,248.0,168.7764,0.7337001834250465,163.5545454545453,164.0,0.0,126.0,,,
l,250.12506253126784,19.826579956644988,27,l,19.714999999999986,33.0,286.0,6.0,223.0,164.3836,0.7337001834250465,163.5545454545453,164.0,0.0,126.0,,,
r,216.7750541937643,20.210105052526263,28,r,20.609999999999985,35.0,288.0,6.0,229.0,162.6016,0.7337001834250465,163.5545454545453,164.0,0.0,126.0,,,
l,250.12506253127145,20.56028014007003,28,l,20.444999999999983,34.0,292.0,6.0,183.0,162.6016,0.7003501750875465,171.34285714285647,164.0,0.0,126.0,,,
r,233.4500583625143,20.94380523595131,29,r,21.347999999999985,36.0,286.0,6.0,226.0,164.1587,0.7337001834250501,163.55454545454452,164.0,0.0,126.0,,,
l,266.8000667000143,21.26063031515758,29,l,21.182999999999986,35.0,290.0,6.0,185.0,165.7459,0.7503751875937965,159.92000000000007,164.0,0.0,126.0,,,
r,216.7750541937607,21.67750541937636,30,r,22.07899999999998,37.0,284.0,7.0,235.0,163.9344,0.7337001834250394,163.5545454545469,164.0,0.0,128.0,,,
