YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
l,200.1000500250125,0.1834250458562614,1,l,0.15,5.0,259.0,8.0,114.0,192.0,0.5836251459062864,205.61142857142855,,,,,,
r,233.4500583625145,0.4669001167250292,1,r,0.43,7.0,241.0,5.0,0.0,195.122,0.6169751542437886,194.4972972972973,,,,,,
l,250.1250625312656,0.7670501917625479,2,l,0.775,6.0,258.0,6.0,98.0,196.0784,0.6670001667500416,179.91000000000005,0.0,0.0,109.0,,,
r,233.4500583625147,1.0838752709688178,2,r,1.045,8.0,256.0,4.0,0.0,194.8052,0.6169751542437885,194.49729729729737,0.0,0.0,109.0,,,
l,216.7750541937636,1.4340503585125894,3,l,1.3869999999999998,7.0,266.0,5.0,106.0,194.4895,0.6169751542474105,194.49729729615552,0.0,0.0,109.0,,,
r,233.4500583625145,1.7008504252126062,3,r,,,,,,,0.6169751542437887,194.49729729729728,120.0,0.0,109.0,,,
l,216.77505419014184,2.05102551276,4,l,2.004,8.0,263.0,5.0,113.0,189.5735,0.6336501584089178,189.3789473695035,120.0,0.0,109.0,,,
r,250.1250625312656,2.317825579456395,4,r,2.2880000000000003,10.0,255.0,4.0,0.0,188.383,0.6336501584125394,189.3789473684211,120.0,0.0,109.0,,,
l,216.7750541937634,2.6846756711689177,5,l,2.637,9.0,240.0,5.0,121.0,189.5735,0.6003001500750385,199.8999999999997,120.0,0.0,109.0,,,
r,250.1250625312656,2.9514757378689342,5,r,2.9250000000000003,11.0,271.0,3.0,0.0,191.6933,0.6503251625812907,184.5230769230769,120.0,0.0,109.0,,,
l,233.4500583625138,3.284975821243956,6,l,3.27,10.0,262.0,4.0,71.0,191.0828,0.6336501584125389,189.37894736842125,120.0,0.0,109.0,,,
r,233.4500583625143,3.601800900450225,6,r,3.551,12.0,253.0,4.0,0.0,190.779,0.6169751542437889,194.4972972972972,150.0,0.0,108.0,,,
l,233.4500583625143,3.918625979656495,7,l,3.898,11.0,243.0,10.0,70.0,189.5735,0.6336501584125394,189.3789473684211,150.0,0.0,108.0,,,
r,233.4500583625143,4.218776054694014,7,r,4.18,13.0,258.0,4.0,0.0,188.0878,0.6169751542437885,194.49729729729737,150.0,0.0,108.0,,,
l,233.4500583625143,4.552276138069034,8,l,4.531000000000001,12.0,242.0,4.0,189.0,192.0,0.6169751542437885,194.49729729729737,162.0,0.0,108.0,,,
r,250.1250625312661,4.835751208937802,8,r,4.818,14.0,259.0,4.0,0.0,191.3876,0.6503251625812903,184.52307692307704,162.0,0.0,108.0,,,
l,233.4500583625143,5.169251292312823,9,l,5.1560000000000015,13.0,246.0,5.0,252.0,192.3077,0.6336501584125394,189.3789473684211,162.0,0.0,108.0,,,
r,250.1250625312652,5.4860763715190926,9,r,5.444999999999999,15.0,253.0,3.0,0.0,193.2367,0.6336501584125394,189.3789473684211,162.0,0.0,108.0,,,
l,233.4500583625143,5.802901450725362,10,l,5.780000000000001,14.0,236.0,6.0,270.0,190.779,0.6336501584125394,189.3789473684211,162.0,0.0,108.0,,,
r,233.4500583625152,6.119726529931632,10,r,6.065999999999999,16.0,253.0,4.0,0.0,190.4762,0.6169751542437885,194.49729729729737,162.0,0.0,108.0,,,
l,216.7750541937634,6.436551609137902,11,l,6.409000000000002,15.0,252.0,5.0,286.0,187.7934,0.6503251625812911,184.5230769230768,162.0,0.0,108.0,,,
r,250.125062531267,6.73670168417542,11,r,6.695999999999999,17.0,255.0,4.0,275.0,188.9764,0.6336501584125402,189.37894736842085,186.0,0.0,108.0,,,
l,200.1000500250125,7.086876771719193,12,l,7.048000000000002,16.0,246.0,4.0,312.0,193.2367,0.5836251459062858,205.61142857142883,186.0,0.0,108.0,,,
r,233.4500583625143,7.370351842587961,12,r,7.330999999999999,18.0,254.0,4.0,224.0,191.0828,0.6169751542437885,194.49729729729737,186.0,0.0,108.0,,,
l,250.1250625312661,7.6705019176254785,13,l,7.669000000000001,17.0,246.0,6.0,316.0,189.8734,0.6169751542437885,194.49729729729737,192.0,0.0,107.0,,,
r,250.1250625312661,7.987326996831749,13,r,7.959,19.0,257.0,3.0,197.0,191.3876,0.6336501584125394,189.3789473684211,192.0,0.0,107.0,,,
l,266.80006670001785,8.287477071869267,14,l,8.301000000000002,18.0,246.0,4.0,319.0,190.779,0.6336501584107328,189.37894736896104,192.0,0.0,107.0,,,
r,250.1250625312661,8.620977155244288,14,r,8.585999999999999,20.0,250.0,4.0,170.0,189.5735,0.6503251625812911,184.5230769230768,192.0,0.0,107.0,,,
l,266.8000667018244,8.92112723028,15,l,8.930000000000003,19.0,252.0,5.0,328.0,188.9764,0.6169751542455959,194.4972972967275,192.0,0.0,107.0,,,
r,233.4500583625143,9.27130231782558,15,r,9.219,21.0,253.0,4.0,186.0,189.2744,0.6336501584125411,189.3789473684206,192.0,0.0,107.0,,,
l,283.4750708687679,9.538102384525596,16,l,9.565000000000005,20.0,254.0,5.0,225.0,186.3354,0.6670001667500411,179.91000000000017,192.0,241.0,107.0,,,
r,233.4500583625107,9.90495247623812,16,r,9.853,22.0,247.0,5.0,167.0,187.2075,0.6169751542437858,194.4972972972982,192.0,241.0,107.0,,,
l,250.12506253126784,10.205102551275637,17,l,10.209000000000003,21.0,250.0,5.0,168.0,191.3876,0.6503251626243625,184.52307691085576,192.0,241.0,107.0,,,
r,233.4500583625143,10.521927630481906,17,r,10.493999999999998,23.0,256.0,4.0,155.0,190.4762,0.6336501584125394,189.3789473684211,192.0,224.0,107.0,,,
l,250.12506248819471,10.8554277139,18,l,10.836000000000002,22.0,248.0,6.0,167.0,187.7934,0.6169751542007162,194.49729731087555,192.0,224.0,107.0,,,
r,250.1250625312661,11.155577788894446,18,r,11.124,24.0,253.0,4.0,147.0,188.383,0.6336501584125376,189.37894736842165,192.0,224.0,107.0,,,
l,250.1250625312661,11.472402868100716,19,l,11.475,23.0,248.0,5.0,170.0,189.5735,0.6503251625812929,184.52307692307627,192.0,224.0,107.0,,,
r,250.12506253126784,11.789227947306983,19,r,11.761,25.0,252.0,4.0,140.0,190.1743,0.6169751542437929,194.49729729729592,192.0,221.0,107.0,,,
l,233.4500583625107,12.122728030682008,20,l,12.108000000000002,24.0,244.0,5.0,144.0,189.8734,0.6336501584125376,189.37894736842165,192.0,221.0,107.0,,,
r,266.8000667000143,12.406203101550776,20,r,12.392,26.0,255.0,3.0,167.0,188.0878,0.6503251625812894,184.5230769230773,192.0,221.0,107.0,,,
l,233.4500583625143,12.756378189094546,21,l,12.740000000000002,25.0,252.0,5.0,149.0,186.0465,0.6169751542437893,194.49729729729705,190.0,220.0,107.0,,,
r,250.12506253126432,13.056528264132066,21,r,13.03,27.0,259.0,2.0,173.0,187.7934,0.6503251625812911,184.5230769230768,190.0,220.0,107.0,,,
