YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
r,266.8000667000167,0.0667000166750041,1,r,0.0399999999999991,11.0,298.0,14.0,0.0,169.7313,0.6503251625812906,184.52307692307696,,,,,,
l,316.8250792062698,0.3501750875437718,1,l,0.3500000000000014,13.0,322.0,16.0,98.0,163.4877,0.7170251792562948,167.35813953488372,,,,,,
r,300.1500750375188,0.7170251792562947,2,r,0.7469999999999963,12.0,312.0,16.0,0.0,162.6016,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
l,300.1500750375188,1.0672002668000666,2,l,1.0839999999999996,14.0,288.0,14.0,112.0,164.3836,0.7170251792562947,167.35813953488375,0.0,0.0,0.0,,,
r,333.500083375021,1.4340503585125894,3,r,1.484999999999996,13.0,323.0,12.0,0.0,165.5172,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
l,316.82507920626966,1.7842254460563614,3,l,1.814,15.0,312.0,16.0,123.0,164.3836,0.7337001834250461,163.5545454545454,0.0,0.0,0.0,,,
r,333.500083375021,2.1344005336001333,4,r,2.2099999999999973,14.0,299.0,8.0,0.0,162.1622,0.7337001834250456,163.55454545454552,0.0,0.0,0.0,,,
l,333.50008337502055,2.5179256294814074,4,l,2.5440000000000005,16.0,328.0,12.0,133.0,169.0141,0.7170251792562947,167.35813953488375,168.0,244.0,102.0,,,
r,316.8250792062701,2.868100717025179,5,r,2.949999999999996,15.0,288.0,9.0,0.0,171.184,0.7170251792562952,167.35813953488363,168.0,244.0,102.0,,,
l,300.1500750375188,3.234950808737702,5,l,3.253999999999998,17.0,301.0,11.0,120.0,163.4877,0.7503751875937961,159.9200000000002,168.0,244.0,102.0,,,
r,316.8250792062701,3.585125896281474,6,r,3.6509999999999927,16.0,295.0,10.0,0.0,161.2903,0.7670501917625479,156.44347826086957,164.0,274.0,102.0,,,
l,300.15007503751923,3.985325996331498,6,l,3.987999999999996,18.0,312.0,10.0,118.0,163.9344,0.7170251792562952,167.35813953488363,164.0,274.0,102.0,,,
r,333.50008337502055,4.352176088044022,7,r,4.394999999999996,17.0,328.0,13.0,0.0,158.9404,0.7337001834250465,163.5545454545453,164.0,274.0,102.0,,,
l,350.1750875437723,4.702351175587793,7,l,4.719999999999995,19.0,338.0,11.0,131.0,158.7302,0.7503751875937974,159.9199999999999,166.0,280.0,102.0,,,
r,316.8250792062688,5.085876271469068,8,r,5.149999999999995,18.0,284.0,12.0,0.0,159.5745,0.7503751875937956,159.92000000000027,166.0,280.0,102.0,,,
l,333.50008337502055,5.452726363181591,8,l,5.475999999999996,20.0,322.0,10.0,131.0,161.7251,0.7503751875937965,159.92000000000007,166.0,280.0,102.0,,,
r,333.5000833750214,5.836251459062864,9,r,5.9019999999999975,19.0,336.0,6.0,336.0,165.0619,0.7170251792562947,167.35813953488375,166.0,276.0,102.0,,,
l,316.82507920626966,6.203101550775387,9,l,6.218,21.0,296.0,11.0,139.0,156.658,0.7670501917625483,156.44347826086948,166.0,276.0,102.0,,,
r,350.1750875437723,6.553276638319159,10,r,6.628999999999994,20.0,324.0,9.0,279.0,154.6392,0.7837251959312992,153.1148936170212,164.0,270.0,102.0,,,
l,333.50008337502055,6.970151742537936,10,l,6.984000000000002,22.0,332.0,11.0,123.0,158.3113,0.7670501917625474,156.44347826086968,164.0,270.0,102.0,,,
r,350.1750875437723,7.337001834250458,11,r,7.404999999999994,21.0,345.0,5.0,224.0,158.3113,0.7337001834250465,163.5545454545453,164.0,270.0,102.0,,,
l,333.5000833750214,7.737201934300483,11,l,7.742000000000004,23.0,332.0,12.0,127.0,160.0,0.7337001834250465,163.5545454545453,162.0,266.0,103.0,,,
r,350.17508754377144,8.070702017675504,12,r,8.162999999999997,22.0,308.0,6.0,217.0,157.6873,0.7837251959312983,153.1148936170214,162.0,266.0,103.0,,,
l,350.17508754377144,8.47090211772553,12,l,8.492,24.0,334.0,10.0,129.0,157.0681,0.7670501917625465,156.44347826086985,162.0,266.0,103.0,,,
r,350.17508754377144,8.854427213606803,13,r,8.923999999999996,23.0,359.0,5.0,174.0,160.0,0.7337001834250465,163.5545454545453,160.0,266.0,103.0,,,
l,333.5000833750197,9.237952309488076,13,l,9.256000000000004,25.0,327.0,10.0,138.0,158.5205,0.7670501917625483,156.44347826086948,160.0,266.0,103.0,,,
r,366.8500917125215,9.58812739703185,14,r,9.673999999999996,24.0,369.0,8.0,136.0,155.8442,0.7837251959312983,153.1148936170214,160.0,266.0,103.0,,,
l,350.17508754377144,10.005002501250624,14,l,10.013000000000009,26.0,366.0,9.0,140.0,156.658,0.7503751875937965,159.92000000000007,160.0,266.0,103.0,,,
r,366.8500917125232,10.371852592963148,15,r,10.444,25.0,337.0,8.0,150.0,156.25,0.7837251959312983,153.1148936170214,160.0,266.0,103.0,,,
l,366.8500917125232,10.75537768884442,15,l,10.779000000000009,27.0,376.0,10.0,155.0,158.3113,0.7670501917625465,156.44347826086985,160.0,266.0,103.0,,,
r,333.5000833750214,11.155577788894446,16,r,11.212,26.0,346.0,5.0,114.0,159.787,0.7337001834250465,163.5545454545453,160.0,266.0,103.0,,,
l,350.1750875437732,11.522427880606967,16,l,11.53700000000001,28.0,388.0,10.0,163.0,158.7302,0.7503751875937983,159.9199999999997,160.0,270.0,103.0,,,
r,366.8500917125232,11.889277972319492,17,r,11.962999999999996,27.0,427.0,7.0,116.0,158.3113,0.7670501917625483,156.44347826086948,160.0,270.0,103.0,,,
l,366.8500917125232,12.272803068200766,17,l,12.293000000000015,29.0,362.0,11.0,160.0,159.1512,0.7503751875937983,159.9199999999997,160.0,270.0,103.0,,,
r,350.17508754377144,12.65632816408204,18,r,12.721,28.0,330.0,9.0,137.0,160.6426,0.7503751875937947,159.92000000000044,158.0,272.0,103.0,,,
l,350.17508754377144,13.023178255794564,18,l,,,,,,,0.7503751875937965,159.92000000000007,158.0,272.0,103.0,,,
