YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
r,266.8000667000167,0.3335000833750208,1,r,0.3299999999999983,11.0,262.0,10.0,0.0,175.9531,0.6503251625812908,184.52307692307687,,,,,,
l,266.8000667000166,0.6670001667500417,1,l,0.7639999999999993,10.0,285.0,12.0,0.0,171.184,0.6836751709187926,175.52195121951223,0.0,0.0,0.0,,,
r,283.4750708687675,0.9838252459563116,2,r,1.0120000000000005,12.0,278.0,11.0,0.0,172.1664,0.7003501750875435,171.3428571428572,0.0,0.0,0.0,,,
l,266.8000667000167,1.3506753376688343,2,l,1.4649999999999963,11.0,293.0,10.0,0.0,174.4186,0.6836751709187927,175.5219512195122,0.0,0.0,0.0,,,
r,283.4750708687679,1.684175421043855,3,r,1.7089999999999996,13.0,276.0,9.0,0.0,172.1664,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
l,300.1500750375188,2.034350508587627,3,l,2.1529999999999987,12.0,298.0,11.0,0.0,170.9402,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
r,283.4750708687679,2.384525596131399,4,r,2.4060000000000024,14.0,283.0,9.0,0.0,171.184,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
l,283.4750708687679,2.734700683675171,4,l,2.8550000000000004,13.0,296.0,12.0,0.0,171.9198,0.6836751709187934,175.52195121951203,0.0,0.0,0.0,,,
r,300.15007503751826,3.068200767050192,5,r,3.107000000000003,15.0,284.0,11.0,0.0,175.1825,0.7003501750875443,171.342857142857,0.0,0.0,0.0,,,
l,300.15007503751826,3.418375854593964,5,l,3.5530000000000044,14.0,298.0,10.0,0.0,175.6955,0.7003501750875434,171.34285714285724,0.0,0.0,0.0,,,
r,283.475070868767,3.768550942137736,6,r,3.7920000000000016,16.0,306.0,10.0,0.0,178.8376,0.683675170918792,175.52195121951237,0.0,0.0,0.0,,,
l,283.4750708687688,4.118726029681508,6,l,4.236000000000001,15.0,293.0,12.0,0.0,176.9912,0.667000166750042,179.9099999999999,0.0,0.0,0.0,,,
r,300.1500750375188,4.452226113056528,7,r,4.462999999999997,17.0,276.0,10.0,0.0,172.4138,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
l,300.1500750375188,4.78572619643155,7,l,4.913999999999998,16.0,294.0,10.0,269.0,177.5148,0.683675170918792,175.52195121951237,0.0,0.0,0.0,,,
r,283.4750708687679,5.135901283975321,8,r,5.158999999999995,18.0,290.0,9.0,364.0,179.3722,0.667000166750042,179.9099999999999,0.0,0.0,0.0,,,
l,300.1500750375188,5.469401367350342,8,l,5.59,17.0,294.0,11.0,297.0,175.4386,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
r,300.1500750375188,5.802901450725363,9,r,5.827999999999999,19.0,280.0,10.0,348.0,177.2526,0.6503251625812903,184.52307692307704,0.0,0.0,0.0,,,
l,300.1500750375188,6.153076538269135,9,l,6.273999999999997,18.0,293.0,11.0,299.0,181.5431,0.667000166750042,179.9099999999999,0.0,0.0,0.0,,,
r,300.150075033347,6.453226613306653,10,r,6.504999999999992,20.0,284.0,10.0,327.0,179.91,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
l,300.1500750375188,6.820076705019177,10,l,,,,,,,0.6670001667500411,179.91000000000017,0.0,0.0,0.0,,,
r,300.1500750375188,7.153576788394197,11,r,7.1719999999999935,21.0,280.0,8.0,303.0,184.6154,0.6503251625812911,184.5230769230768,0.0,0.0,0.0,,,
