YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate
r,283.4750708687678,0.033350008337502,1,r,0.0300000000000011,7.0,290.0,3.0,0.0,166.6667,0.6836751709187927,175.5219512195122,,,
l,250.1250625312656,0.416875104218776,1,l,0.379999999999999,5.0,262.0,13.0,77.0,345.8213,0.6836751709187927,175.5219512195122,,,
r,350.1750875437719,0.7170251792562947,2,r,0.75,8.0,273.0,1.0,0.0,163.0435,0.7170251792562947,167.35813953488375,0.0,0.0,0.0
l,300.1500750375188,1.1005502751375686,2,l,0.7269999999999968,6.0,792.0,12.0,71.0,102.916,0.750375187593797,159.92,0.0,0.0,0.0
r,333.500083375021,1.4340503585125894,3,r,1.485999999999997,9.0,291.0,1.0,0.0,165.0619,0.7170251792562947,167.35813953488375,0.0,0.0,0.0
l,283.4750708687676,1.8509254627313656,3,l,1.892999999999997,7.0,347.0,6.0,97.0,169.7313,0.7337001834250458,163.55454545454546,0.0,0.0,0.0
r,333.500083375021,2.151075537768884,4,r,2.213000000000001,10.0,287.0,1.0,0.0,160.8579,0.750375187593797,159.92,0.0,0.0,0.0
l,266.8000667000165,2.584625646156411,4,l,2.599999999999998,8.0,538.0,16.0,173.0,163.0435,0.7170251792562947,167.35813953488375,0.0,0.0,0.0
r,333.500083375021,2.901450725362681,5,r,,,,,,,0.7170251792562947,167.35813953488375,0.0,0.0,0.0
l,283.4750708687679,3.301650825412706,5,l,3.335999999999995,9.0,415.0,16.0,287.0,194.1748,0.7170251792562952,167.35813953488363,0.0,0.0,0.0
r,333.500083375021,3.618475904618976,6,r,3.658999999999999,12.0,288.0,1.0,0.0,168.5393,0.7337001834250461,163.5545454545454,0.0,0.0,0.0
