YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate
r,183.42504585626148,0.016675004168751,1,r,0.019999999999996,6.0,240.0,11.0,345.0,209.7902,0.5836251459062864,205.61142857142858,0.0,,0.0
l,133.4000333500083,0.3335000833750208,1,l,0.3370000000000033,10.0,288.0,4.0,113.0,226.8431,0.5669501417375354,211.65882352941176,0.0,,0.0
r,183.42504585626148,0.6003001500750375,2,r,0.5919999999999987,7.0,191.0,12.0,289.0,208.6957,0.5669501417375354,211.65882352941176,0.0,,0.0
l,166.7500416875104,0.9004502251125562,2,l,0.8660000000000068,11.0,162.0,10.0,128.0,209.4241,0.5836251459062863,205.6114285714286,0.0,,0.0
r,200.1000500250125,1.167250291812573,3,r,1.1670000000000016,8.0,207.0,12.0,172.0,197.3684,0.6003001500750376,199.9,0.0,,0.0
l,200.1000500250125,1.4840753710188426,3,l,1.439,12.0,197.0,14.0,140.0,198.6755,0.6169751542437885,194.49729729729734,0.0,,0.0
r,216.7750541937636,1.7675504418876105,4,r,1.7750000000000057,9.0,208.0,13.0,150.0,195.122,0.6336501584125394,189.3789473684211,0.0,,0.0
l,200.1000500250125,2.101050525262631,4,l,2.0430000000000064,13.0,225.0,16.0,95.0,197.6936,0.6169751542437885,194.49729729729734,0.0,,0.0
r,216.7750541937638,2.40120060030015,5,r,2.390000000000001,10.0,214.0,16.0,197.0,184.8998,0.6336501584125398,189.378947368421,0.0,,0.0
l,216.7750541937638,2.7180256795064195,5,l,2.6500000000000057,14.0,219.0,16.0,99.0,189.5735,0.6503251625812907,184.5230769230769,0.0,,0.0
r,216.7750541937634,3.0348507587126896,6,r,3.0390000000000157,11.0,228.0,10.0,196.0,187.5,0.6503251625812903,184.52307692307704,0.0,,0.0
l,216.7750541937638,3.36835084208771,6,l,3.2830000000000013,15.0,233.0,14.0,107.0,185.7585,0.6336501584125394,189.3789473684211,0.0,,0.0
r,233.4500583625147,3.68517592129398,7,r,3.679000000000002,12.0,243.0,10.0,178.0,190.779,0.6336501584125394,189.3789473684211,0.0,,0.0
l,233.4500583625152,4.0020010005002495,7,l,3.929000000000002,16.0,235.0,13.0,189.0,186.6252,0.6336501584125402,189.37894736842085,0.0,,0.0
r,233.4500583625152,4.318826079706519,8,r,4.308000000000007,13.0,260.0,9.0,187.0,184.8998,0.6336501584125402,189.37894736842085,0.0,,0.0
l,250.1250625312652,4.63565115891279,8,l,4.572000000000003,17.0,244.0,13.0,178.0,185.1852,0.6336501584125394,189.3789473684211,0.0,,0.0
r,250.1250625312652,4.9524762381190595,9,r,4.957000000000008,14.0,260.0,9.0,199.0,191.0828,0.6503251625812903,184.52307692307704,0.0,,0.0
l,250.1250625312652,5.269301317325329,9,l,5.220000000000006,18.0,257.0,13.0,182.0,190.1743,0.6503251625812903,184.52307692307704,0.0,,0.0
r,250.1250625312661,5.60280140070035,10,r,5.585000000000008,15.0,256.0,10.0,205.0,183.7672,0.6336501584125394,189.3789473684211,0.0,,0.0
l,250.1250625312661,5.919626479906619,10,l,5.851000000000006,19.0,248.0,12.0,183.0,190.779,0.6336501584125394,189.3789473684211,0.0,,0.0
r,266.800066700017,6.236451559112889,11,r,6.238000000000014,16.0,270.0,8.0,203.0,185.4714,0.6336501584125402,189.37894736842085,0.0,,0.0
l,250.1250625312661,6.553276638319159,11,l,6.480000000000004,20.0,253.0,13.0,184.0,181.8182,0.6336501584125402,189.37894736842085,0.0,,0.0
r,266.8000667000161,6.870101717525429,12,r,6.885000000000005,17.0,258.0,8.0,178.0,194.4895,0.6503251625812903,184.52307692307704,0.0,,0.0
l,250.1250625312652,7.186926796731699,12,l,7.140000000000001,21.0,258.0,11.0,191.0,189.5735,0.6503251625812903,184.52307692307704,0.0,,0.0
r,250.1250625312652,7.52042688010672,13,r,7.502000000000024,18.0,258.0,9.0,150.0,183.7672,0.6336501584125402,189.37894736842085,0.0,,0.0
l,250.1250625312652,7.837251959312989,13,l,7.772999999999996,22.0,255.0,10.0,188.0,191.6933,0.6336501584125402,189.37894736842085,0.0,,0.0
r,250.12506253126432,8.15407703851926,14,r,8.155000000000015,19.0,252.0,9.0,161.0,192.926,0.6169751542437876,194.49729729729762,0.0,,0.0
l,250.12506253126432,8.47090211772553,14,l,8.398999999999994,23.0,255.0,11.0,184.0,185.4714,0.6169751542437858,194.4972972972982,0.0,,0.0
r,266.8000667000161,8.771052192763047,15,r,8.777000000000015,20.0,260.0,9.0,202.0,190.779,0.6336501584125411,189.3789473684206,0.0,,0.0
l,250.12506253126784,9.087877271969315,15,l,9.046,24.0,252.0,10.0,132.0,190.4762,0.6503251625812929,184.52307692307627,0.0,,0.0
r,250.12506253126432,9.404702351175589,16,r,9.40600000000002,21.0,256.0,9.0,236.0,187.7934,0.6503251625812894,184.5230769230773,0.0,,0.0
l,250.1250625312661,9.738202434550608,16,l,,,,,,,0.6336501584125394,189.3789473684211,0.0,,0.0
r,250.1250625312661,10.055027513756878,17,r,10.04500000000003,22.0,266.0,8.0,208.0,189.2744,0.6169751542437858,194.4972972972982,0.0,,0.0
l,250.1250625312661,10.371852592963148,17,l,10.299,26.0,254.0,9.0,133.0,187.2075,0.6169751542437876,194.49729729729762,0.0,,0.0
r,250.12506253126784,10.672002668000664,18,r,10.679000000000016,23.0,248.0,10.0,187.0,187.2075,0.6336501584125447,189.37894736841955,0.0,,80.0
l,250.12506253126432,10.988827747206935,18,l,,,,,,,0.6503251625812911,184.5230769230768,0.0,,80.0
r,266.8000667000161,11.305652826413208,19,r,11.320000000000022,24.0,268.0,8.0,188.0,189.5735,0.6670001667500394,179.91000000000065,0.0,,80.0
l,250.1250625312661,11.639152909788226,19,l,11.576,28.0,257.0,9.0,136.0,189.5735,0.6503251625812894,184.5230769230773,0.0,,80.0
r,233.4500583625143,11.972652993163248,20,r,11.953000000000031,25.0,258.0,9.0,235.0,188.383,0.6336501584125411,189.3789473684206,0.0,,80.0
l,233.45005836251607,12.289478072369516,20,l,12.208999999999996,29.0,254.0,11.0,135.0,186.9159,0.6169751542437876,194.49729729729762,0.0,,80.0
r,250.1250625312625,12.606303151575789,21,r,12.590000000000032,26.0,260.0,8.0,289.0,188.9764,0.6169751542437876,194.49729729729762,0.0,,80.0
l,250.1250625312696,12.906453226613303,21,l,12.851,30.0,249.0,10.0,152.0,188.383,0.6336501584125429,189.37894736842006,0.0,,80.0
r,266.8000667000161,13.223278305819576,22,r,13.225000000000035,27.0,256.0,9.0,287.0,189.8734,0.6336501584125394,189.3789473684211,0.0,,80.0
l,250.12506253126432,13.540103385025846,22,l,13.488,31.0,252.0,9.0,153.0,189.2744,0.6503251625812894,184.5230769230773,0.0,,80.0
r,250.12506253126432,13.856928464232116,23,r,13.857000000000028,28.0,254.0,9.0,244.0,187.7934,0.6503251625812876,184.5230769230778,0.0,,80.0
l,250.1250625312661,14.190428547607135,23,l,14.122,32.0,251.0,10.0,130.0,191.3876,0.6336501584125411,189.3789473684206,0.0,,80.0
r,250.12506253126784,14.507253626813403,24,r,14.496000000000038,29.0,258.0,8.0,204.0,188.9764,0.6336501584125411,189.3789473684206,0.0,,80.0
l,250.1250625312625,14.824078706019677,24,l,14.749000000000002,33.0,254.0,9.0,120.0,186.3354,0.6336501584125394,189.3789473684211,0.0,,80.0
r,250.1250625312661,15.140903785225944,25,r,15.131000000000045,30.0,258.0,7.0,245.0,187.5,0.6336501584125411,189.3789473684206,0.0,,80.0
l,250.12506253126432,15.457728864432216,25,l,15.393,34.0,253.0,10.0,115.0,188.383,0.6336501584125394,189.3789473684211,0.0,,80.0
r,266.8000667000161,15.774553943638486,26,r,15.77100000000003,31.0,268.0,7.0,250.0,187.7934,0.6336501584125376,189.37894736842165,186.0,,81.0
l,266.8000667000143,16.091379022844755,26,l,16.03,35.0,261.0,9.0,108.0,188.383,0.6503251625812894,184.5230769230773,186.0,,81.0
r,266.80006670001785,16.408204102051023,27,r,16.41000000000004,32.0,266.0,8.0,254.0,187.7934,0.6503251625812929,184.52307692307627,186.0,,81.0
l,250.12506253126784,16.741704185426045,27,l,16.667,36.0,260.0,9.0,127.0,189.2744,0.6336501584125394,189.3789473684211,188.0,,81.0
r,250.12506253126432,17.058529264632316,28,r,17.049000000000035,33.0,264.0,8.0,194.0,187.7934,0.6336501584125394,189.3789473684211,188.0,,81.0
l,250.12506253126784,17.375354343838584,28,l,17.301000000000002,37.0,257.0,10.0,144.0,185.4714,0.6503251625812929,184.52307692307627,188.0,,81.0
r,250.12506253126432,17.692179423044855,29,r,17.688000000000045,34.0,264.0,7.0,136.0,188.0878,0.6503251625812894,184.5230769230773,188.0,,81.0
l,250.12506253126432,18.025679506419877,29,l,17.948000000000008,38.0,260.0,9.0,127.0,188.0878,0.6336501584125394,189.3789473684211,188.0,,81.0
r,250.12506253126432,18.342504585626145,30,r,18.326000000000036,35.0,260.0,7.0,135.0,187.2075,0.6503251625812858,184.5230769230783,188.0,,81.0
