YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate
l,216.7750541937635,0.5502751375687844,1,l,0.5399999999999991,7.0,259.0,16.0,0.0,150.7538,0.750375187593797,159.92,150.0,0.0,96.0
r,250.1250625312656,0.8337502084375521,1,r,0.8520000000000003,7.0,432.0,12.0,0.0,142.8571,0.850425212606303,141.1058823529412,150.0,0.0,96.0
l,250.1250625312656,1.3006503251625814,2,l,1.3359999999999983,8.0,266.0,14.0,0.0,152.6718,0.7670501917625474,156.44347826086968,150.0,0.0,96.0
r,250.12506253126588,1.684175421043855,2,r,1.6920000000000002,8.0,268.0,11.0,0.0,154.2416,0.8004002001000501,149.92499999999998,150.0,0.0,96.0
l,283.4750708687683,2.067700516925129,3,l,2.121999999999993,9.0,316.0,13.0,0.0,156.8627,0.7837251959312996,153.11489361702115,150.0,0.0,96.0
r,266.800066700017,2.484575621143905,3,r,2.4700000000000024,9.0,280.0,14.0,0.0,155.4404,0.7170251792562952,167.35813953488363,150.0,0.0,96.0
l,300.1500750375188,2.8514257128564284,4,l,2.886999999999997,10.0,297.0,13.0,0.0,155.8442,0.7670501917625474,156.44347826086968,158.0,0.0,96.0
r,316.82507920626966,3.2016008004002003,4,r,3.2420000000000044,10.0,448.0,12.0,0.0,156.658,0.8004002001000501,149.92499999999998,158.0,0.0,96.0
l,300.15007503751923,3.618475904618976,5,l,3.656999999999997,11.0,297.0,13.0,0.0,158.3113,0.7670501917625487,156.4434782608694,158.0,0.0,96.0
r,283.4750708687679,4.00200100050025,5,r,4.008000000000003,11.0,442.0,12.0,0.0,157.0681,0.7670501917625474,156.44347826086968,158.0,0.0,96.0
l,300.1500750375188,4.385526096381525,6,l,4.414999999999999,12.0,304.0,13.0,0.0,160.8579,0.7670501917625474,156.44347826086968,158.0,0.0,96.0
r,300.1500750375188,4.769051192262798,6,r,4.772000000000002,12.0,439.0,12.0,0.0,160.0,0.7337001834250465,163.5545454545453,158.0,0.0,96.0
l,300.1500750375188,5.152576288144072,7,l,5.161000000000001,13.0,300.0,13.0,0.0,157.8947,0.7337001834250456,163.55454545454552,158.0,0.0,96.0
r,300.1500750375188,5.502751375687844,7,r,5.522000000000002,13.0,447.0,12.0,0.0,160.4278,0.7670501917625474,156.44347826086968,158.0,0.0,95.0
l,300.1500750375188,5.886276471569118,8,l,5.920999999999999,14.0,297.0,13.0,159.0,160.2136,0.7670501917625483,156.44347826086948,158.0,0.0,95.0
r,283.4750708687679,6.269801567450392,8,r,6.270000000000003,14.0,322.0,11.0,266.0,157.2739,0.7503751875937974,159.9199999999999,158.0,0.0,95.0
l,300.1500750375188,6.653326663331666,9,l,6.670000000000002,15.0,299.0,13.0,161.0,160.8579,0.7337001834250447,163.5545454545457,158.0,0.0,96.0
r,283.4750708687679,7.020176755044189,9,r,7.033000000000005,15.0,320.0,11.0,258.0,161.7251,0.7503751875937965,159.92000000000007,158.0,0.0,96.0
l,316.8250792062714,7.387026846756711,10,l,7.415999999999997,16.0,298.0,14.0,163.0,157.4803,0.7670501917625492,156.4434782608693,158.0,0.0,96.0
r,300.1500750375188,7.770551942637986,10,r,7.775000000000006,16.0,444.0,12.0,201.0,158.3113,0.7503751875937974,159.9199999999999,160.0,0.0,96.0
