YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
r,233.4500583625146,0.383525095881274,1,r,0.3999999999999986,8.0,232.0,11.0,0.0,174.6725,0.6836751709187927,175.5219512195122,,,,,,
l,250.12506253126548,0.7170251792562948,1,l,0.7610000000000028,15.0,212.0,12.0,0.0,175.4386,0.7003501750875435,171.3428571428572,0.0,0.0,0.0,,,
r,250.12506253126588,1.0672002668000666,2,r,1.0869999999999926,9.0,242.0,11.0,0.0,169.7313,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
l,250.12506253126588,1.4173753543438383,2,l,1.4450000000000005,16.0,292.0,12.0,0.0,170.9402,0.6836751709187932,175.5219512195121,0.0,0.0,0.0,,,
r,266.8000667000165,1.7675504418876105,3,r,1.7940000000000005,10.0,248.0,11.0,0.0,173.1602,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
l,283.4750708687674,2.1010505252626315,3,l,2.1470000000000056,17.0,310.0,11.0,0.0,170.2128,0.7003501750875447,171.3428571428569,0.0,0.0,0.0,,,
r,266.8000667000165,2.4512256128064034,4,r,2.486999999999991,11.0,255.0,12.0,0.0,174.1655,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
l,283.475070868767,2.801400700350176,4,l,2.852000000000011,18.0,384.0,11.0,0.0,172.4138,0.6836751709187916,175.5219512195125,0.0,0.0,0.0,,,
r,266.800066700017,3.151575787893947,5,r,3.175999999999992,12.0,250.0,13.0,0.0,174.1655,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
l,283.4750708687683,3.485075871268968,5,l,3.548000000000009,19.0,374.0,11.0,0.0,175.9531,0.7003501750875443,171.342857142857,0.0,0.0,0.0,,,
r,266.8000667000165,3.83525095881274,6,r,3.8649999999999913,13.0,256.0,11.0,0.0,173.4104,0.70035017508726,171.34285714292656,0.0,0.0,0.0,,,
l,283.475070868767,4.185426046356512,6,l,4.230000000000011,20.0,382.0,11.0,0.0,172.9107,0.6670001667500411,179.91000000000017,0.0,0.0,0.0,,,
r,266.8000667000001,4.5356011339,7,r,4.556999999999984,14.0,260.0,11.0,0.0,173.6614,0.6670001667503254,179.90999999992346,0.0,0.0,0.0,,,
l,283.4750708687679,4.852426213106553,7,l,4.924000000000007,21.0,378.0,12.0,0.0,175.1825,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
r,283.475070868767,5.2026013006503256,8,r,5.24799999999998,15.0,260.0,10.0,383.0,173.6614,0.683675170918792,175.52195121951237,0.0,0.0,0.0,,,
l,283.4750708687679,5.552776388194097,8,l,5.609000000000002,22.0,313.0,12.0,0.0,175.4386,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
r,300.1500750375188,5.886276471569118,9,r,5.938999999999982,16.0,266.0,10.0,388.0,175.1825,0.7003501750875438,171.34285714285713,0.0,0.0,0.0,,,
l,283.4750708687679,6.253126563281641,9,l,6.292999999999999,23.0,314.0,12.0,0.0,171.4286,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
r,283.4750708687679,6.586626646656661,10,r,6.6239999999999775,17.0,265.0,11.0,332.0,172.6619,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
l,283.4750708687679,6.936801734200434,10,l,6.993000000000002,24.0,316.0,12.0,0.0,175.6955,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
r,283.4750708687679,7.270301817575454,11,r,7.318999999999978,18.0,270.0,10.0,276.0,174.1655,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
l,283.475070868767,7.620476905119227,11,l,7.676000000000002,25.0,315.0,12.0,0.0,173.4104,0.683675170918792,175.52195121951237,0.0,0.0,0.0,,,
r,283.4750708687679,7.953976988494247,12,r,8.00799999999997,19.0,268.0,12.0,224.0,176.2115,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
l,283.4750708687679,8.304152076038019,12,l,8.368000000000002,26.0,381.0,12.0,0.0,175.9531,0.6670001667500429,179.90999999999968,0.0,0.0,0.0,,,
r,283.4750708687679,8.63765215941304,13,r,8.688999999999968,20.0,262.0,12.0,172.0,173.4104,0.6670001667500394,179.91000000000065,0.0,0.0,0.0,,,
l,283.4750708687661,8.971152242788062,13,l,9.049999999999995,27.0,364.0,12.0,0.0,174.4186,0.6836751709187912,175.5219512195126,0.0,0.0,0.0,,,
r,300.1500750375196,9.30465232616308,14,r,9.380999999999968,21.0,276.0,10.0,183.0,173.6614,0.7003501750875465,171.34285714285647,0.0,0.0,0.0,,,
l,300.1500750375196,9.654827413706853,14,l,9.737999999999992,28.0,392.0,11.0,0.0,173.4104,0.6836751709187929,175.52195121951215,0.0,0.0,0.0,,,
r,283.4750708687679,10.005002501250626,15,r,10.071999999999964,22.0,262.0,12.0,156.0,177.2526,0.6836751709187947,175.5219512195117,0.0,0.0,0.0,,,
l,300.1500750375179,10.338502584625646,15,l,10.429999999999993,29.0,384.0,12.0,0.0,175.6955,0.7003501750875447,171.3428571428569,0.0,0.0,0.0,,,
r,283.4750708687625,10.68867767216942,16,r,10.748999999999963,23.0,272.0,11.0,137.0,178.3061,0.6836751709187894,175.52195121951306,172.0,0.0,0.0,,,
l,283.4750708687679,11.03885275971319,16,l,11.112999999999992,30.0,322.0,11.0,0.0,176.4706,0.6836751709187929,175.52195121951215,172.0,0.0,0.0,,,
r,283.4750708687679,11.37235284308821,17,r,11.421999999999963,24.0,268.0,10.0,125.0,177.7778,0.6670001667500411,179.91000000000017,172.0,0.0,0.0,,,
l,283.4750708687679,11.722527930631983,17,l,11.792999999999983,31.0,316.0,11.0,0.0,177.7778,0.6503251625812894,184.5230769230773,172.0,0.0,0.0,,,
r,283.4750708687679,12.039353009838251,18,r,12.096999999999962,25.0,274.0,10.0,146.0,177.2526,0.6836751709187947,175.5219512195117,172.0,0.0,0.0,,,
l,300.1500750375196,12.372853093213273,18,l,12.46799999999999,32.0,378.0,11.0,0.0,179.1045,0.6836751709187929,175.52195121951215,172.0,0.0,0.0,,,
r,283.4750708687679,12.723028180757046,19,r,12.773999999999962,26.0,268.0,10.0,143.0,175.1825,0.6836751709187947,175.5219512195117,172.0,0.0,0.0,,,
l,283.4750708687679,13.056528264132066,19,l,13.137999999999984,33.0,376.0,12.0,0.0,178.0415,0.7003501750875447,171.3428571428569,172.0,0.0,0.0,,,
r,283.4750708687625,13.40670335167584,20,r,13.458999999999955,27.0,267.0,11.0,137.0,179.3722,0.6670001667500394,179.91000000000065,172.0,0.0,0.0,,,
l,266.80006670001785,13.75687843921961,20,l,13.811999999999983,34.0,322.0,12.0,0.0,174.6725,0.6503251625812911,184.5230769230768,172.0,0.0,0.0,,,
r,300.1500750375179,14.07370351842588,21,r,14.12799999999996,28.0,260.0,12.0,136.0,178.8376,0.6670001667500394,179.91000000000065,172.0,0.0,0.0,,,
l,300.1500750375179,14.407203601800902,21,l,14.49899999999998,35.0,313.0,12.0,0.0,181.8182,0.6836751709187912,175.5219512195126,172.0,0.0,0.0,,,
