YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate
l,166.7500416875104,0.0,1,l,0.0,9.0,256.0,6.0,0.0,191.6933,0.5336001334000333,224.88750000000002,0.0,,0.0
r,250.1250625312656,0.2501250625312656,1,r,0.2670000000000003,9.0,244.0,8.0,0.0,187.2075,0.6003001500750376,199.9,0.0,,0.0
l,250.1250625312656,0.5336001334000333,2,l,0.6259999999999994,10.0,241.0,4.0,0.0,184.3318,0.6670001667500416,179.91000000000003,0.0,,0.0
r,250.12506253126548,0.8504252126063031,2,r,0.9080000000000004,10.0,262.0,2.0,0.0,186.0465,0.6670001667500417,179.91,0.0,,0.0
l,233.4500583625145,1.200600300150075,3,l,1.2769999999999992,11.0,252.0,4.0,0.0,183.4862,0.6503251625812907,184.5230769230769,0.0,,0.0
r,233.4500583625143,1.5174253793563448,3,r,1.553,11.0,246.0,7.0,0.0,179.91,0.7003501750875438,171.34285714285713,0.0,,0.0
l,233.4500583625145,1.8509254627313656,4,l,1.9309999999999992,12.0,251.0,2.0,0.0,183.2061,0.6336501584125396,189.37894736842105,0.0,,0.0
r,183.4250458562611,2.2177755544438886,4,r,2.22,12.0,258.0,3.0,0.0,188.9764,0.6003001500750371,199.90000000000012,0.0,,0.0
l,233.4500583625143,2.484575621143905,5,l,2.5859999999999985,13.0,252.0,4.0,0.0,181.2689,0.6836751709187925,175.52195121951226,0.0,,0.0
r,233.4500583625147,2.8180757045189258,5,r,2.8549999999999995,13.0,254.0,3.0,0.0,178.8376,0.7003501750875438,171.34285714285713,0.0,,0.0
l,233.4500583625147,3.1682507920626977,6,l,3.2479999999999976,14.0,253.0,2.0,0.0,179.91,0.6503251625812911,184.5230769230768,0.0,,0.0
r,200.1000500250125,3.5184258796064696,6,r,3.525999999999999,14.0,246.0,3.0,0.0,179.91,0.6336501584125398,189.378947368421,0.0,,0.0
l,250.1250625312652,3.818575954643989,7,l,3.914999999999999,15.0,249.0,2.0,0.0,182.9268,0.6670001667500411,179.91000000000017,0.0,,0.0
r,233.4500583625143,4.152076038019009,7,r,4.192999999999999,15.0,262.0,3.0,0.0,182.6484,0.6503251625812903,184.52307692307704,0.0,,0.0
l,233.4500583625143,4.48557612139403,8,l,4.570999999999998,16.0,260.0,2.0,733.0,178.0415,0.6503251625812911,184.5230769230768,0.0,,0.0
r,233.4500583625152,4.8024012006003,8,r,4.849999999999999,16.0,260.0,3.0,545.0,179.3722,0.667000166750042,179.9099999999999,0.0,,59.0
l,250.1250625312652,5.135901283975321,9,l,5.244999999999997,17.0,263.0,2.0,751.0,182.0941,0.6670001667500411,179.91000000000017,0.0,,59.0
r,250.1250625312652,5.469401367350342,9,r,5.5189999999999975,17.0,262.0,3.0,519.0,180.7229,0.6670001667500411,179.91000000000017,0.0,,59.0
l,250.1250625312661,5.802901450725362,10,l,5.904,18.0,250.0,2.0,695.0,178.5714,0.6836751709187929,175.52195121951215,0.0,,62.0
r,233.4500583625152,6.136401534100383,10,r,6.182999999999999,18.0,246.0,3.0,472.0,179.1045,0.6836751709187929,175.52195121951215,0.0,,62.0
l,233.4500583625143,6.486576621644155,11,l,6.575999999999997,19.0,254.0,2.0,588.0,178.5714,0.6503251625812903,184.52307692307704,0.0,,62.0
r,233.4500583625143,6.820076705019176,11,r,6.852999999999997,19.0,246.0,3.0,449.0,179.3722,0.6503251625812911,184.5230769230768,0.0,,63.0
l,250.125062531267,7.136901784225445,12,l,7.247999999999997,20.0,249.0,2.0,503.0,177.7778,0.6836751709187929,175.52195121951215,0.0,,63.0
r,250.1250625312652,7.470401867600467,12,r,7.521999999999999,20.0,246.0,3.0,422.0,177.7778,0.6836751709187929,175.52195121951215,0.0,,63.0
l,250.1250625312661,7.820576955144238,13,l,7.922999999999995,21.0,261.0,2.0,415.0,175.9531,0.6836751709187929,175.52195121951215,0.0,,65.0
r,233.4500583625143,8.15407703851926,13,r,8.197,21.0,248.0,3.0,395.0,176.2115,0.6836751709187912,175.5219512195126,0.0,,65.0
l,233.4500583625143,8.504252126063031,14,l,8.604999999999997,22.0,246.0,3.0,343.0,175.9531,0.6836751709187929,175.52195121951215,0.0,,65.0
r,250.12506253126432,8.837752209438051,14,r,8.878,22.0,252.0,2.0,328.0,179.91,0.6670001667500429,179.90999999999968,0.0,,65.0
l,233.45005836251607,9.187927296981824,15,l,9.287,23.0,255.0,2.0,254.0,174.9271,0.6836751709187912,175.5219512195126,0.0,,65.0
r,250.12506253126432,9.504752376188094,15,r,,,,,,,0.7003501750875429,171.34285714285733,0.0,,66.0
l,233.45005836251607,9.871602467900615,16,l,9.973,24.0,259.0,2.0,167.0,182.0941,0.6670001667500429,179.90999999999968,0.0,,66.0
r,250.12506253126784,10.205102551275637,16,r,10.236,24.0,248.0,3.0,228.0,179.3722,0.6670001667500411,179.91000000000017,0.0,,66.0
l,250.1250625312661,10.538602634650658,17,l,10.632,25.0,246.0,1.0,196.0,180.7229,0.6670001667500411,179.91000000000017,0.0,,66.0
r,233.45005836251607,10.872102718025678,17,r,10.905,25.0,248.0,3.0,225.0,178.8376,0.6670001667500429,179.90999999999968,0.0,,66.0
l,250.1250625312661,11.2056028014007,18,l,11.296000000000005,26.0,253.0,2.0,195.0,180.7229,0.6670001667500411,179.91000000000017,0.0,,66.0
r,233.4500583625143,11.53910288477572,18,r,11.576,26.0,244.0,2.0,225.0,180.9955,0.6670001667500411,179.91000000000017,0.0,,66.0
l,233.45005836251607,11.87260296815074,19,l,11.96,27.0,261.0,2.0,197.0,179.91,0.6670001667500429,179.90999999999968,0.0,,66.0
r,233.4500583625143,12.206103051525762,19,r,12.239,27.0,254.0,2.0,212.0,178.8376,0.6670001667500411,179.91000000000017,0.0,,66.0
l,250.12506253126432,12.539603134900783,20,l,12.627000000000002,28.0,245.0,2.0,172.0,182.9268,0.6836751709187929,175.52195121951215,0.0,,70.0
r,266.8000667000161,12.873103218275803,20,r,12.91,28.0,254.0,3.0,191.0,182.6484,0.6503251625812911,184.5230769230768,0.0,,70.0
l,216.7750541937643,13.223278305819576,21,l,13.283,29.0,247.0,1.0,151.0,177.2526,0.6336501584125394,189.3789473684211,0.0,,70.0
r,233.4500583625143,13.523428380857094,21,r,13.567,29.0,248.0,3.0,205.0,179.91,0.6670001667500411,179.91000000000017,0.0,,70.0
l,250.12506253126432,13.856928464232116,22,l,13.96,30.0,252.0,2.0,155.0,178.0415,0.6836751709187929,175.52195121951215,0.0,,70.0
r,233.4500583625143,14.190428547607135,22,r,14.234000000000002,30.0,240.0,2.0,232.0,180.4511,0.6670001667500429,179.90999999999968,0.0,,70.0
l,233.45005836251607,14.540603635150909,23,l,14.634,31.0,249.0,2.0,156.0,178.0415,0.6670001667500411,179.91000000000017,0.0,,70.0
r,250.1250625312661,14.857428714357178,23,r,14.899,31.0,258.0,3.0,213.0,175.6955,0.6836751709187912,175.5219512195126,0.0,,70.0
l,250.1250625312661,15.20760380190095,24,l,15.308,32.0,253.0,2.0,210.0,183.7672,0.6836751709187947,175.5219512195117,0.0,,70.0
r,250.1250625312661,15.54110388527597,24,r,15.582,32.0,244.0,3.0,189.0,180.4511,0.6670001667500429,179.90999999999968,0.0,,70.0
l,233.4500583625107,15.891278972819745,25,l,15.961000000000002,33.0,246.0,1.0,208.0,175.4386,0.6503251625812894,184.5230769230773,0.0,,70.0
r,233.4500583625143,16.208104052026012,25,r,16.247,33.0,256.0,2.0,190.0,180.9955,0.6670001667500429,179.90999999999968,0.0,,70.0
l,250.12506253126432,16.541604135401034,26,l,16.645000000000003,34.0,243.0,2.0,205.0,178.0415,0.6836751709187929,175.52195121951215,0.0,,70.0
