YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate,Manual_Foot,Manual_Contact_Time,Manual_Start_Time
l,200.1000500250125,0.1000500250125062,1,l,0.08,6.0,218.0,3.0,236.0,188.383,0.6003001500750376,199.9,,,,,,
r,233.4500583625146,0.400200100050025,1,r,0.3800000000000008,8.0,221.0,5.0,0.0,181.2689,0.6336501584125396,189.37894736842105,,,,,,
l,200.1000500250125,0.7003501750875437,2,l,0.7170000000000005,7.0,220.0,4.0,316.0,187.7934,0.6503251625812906,184.52307692307696,0.0,0.0,92.0,,,
r,216.7750541937634,1.0338502584625646,2,r,1.0419999999999998,9.0,203.0,9.0,0.0,190.1743,0.6169751542437885,194.49729729729737,0.0,0.0,92.0,,,
l,216.7750541937636,1.3506753376688343,3,l,1.356,8.0,218.0,5.0,338.0,194.8052,0.6169751542437885,194.49729729729737,0.0,0.0,92.0,,,
r,233.4500583625149,1.650825412706353,3,r,1.673,10.0,234.0,4.0,0.0,197.3684,0.6169751542437887,194.49729729729728,0.0,0.0,92.0,,,
l,216.7750541937636,1.9676504919126228,4,l,1.9719999999999995,9.0,229.0,2.0,410.0,198.3471,0.6169751542437887,194.49729729729728,0.0,0.0,92.0,,,
r,233.4500583625143,2.2678005669501418,4,r,2.2810000000000006,11.0,225.0,5.0,0.0,199.6672,0.6169751542437885,194.49729729729737,0.0,0.0,92.0,,,
l,216.7750541937634,2.584625646156411,5,l,2.577,10.0,234.0,3.0,482.0,194.4895,0.5669501417375353,211.6588235294118,0.0,0.0,92.0,,,
r,233.4500583625143,2.88477572119393,5,r,2.882,12.0,233.0,3.0,0.0,193.2367,0.5836251459062862,205.61142857142863,0.0,0.0,92.0,,,
l,266.800066700017,3.1515757878939468,6,l,3.194000000000001,11.0,237.0,3.0,602.0,192.926,0.667000166750042,179.9099999999999,0.0,0.0,92.0,,,
r,250.1250625312656,3.4684008671002164,6,r,3.503000000000002,13.0,227.0,3.0,0.0,192.0,0.6336501584125394,189.3789473684211,0.0,0.0,92.0,,,
