YOLO_Foot,YOLO_Contact_Time,YOLO_Start_Time,YOLO_Step_Count,Runscribe_Foot,Runscribe_Start_Time,Runscribe_Step_Count,Runscribe_Contact_Time,Runscribe_Footstrike_Type,Runscribe_Power,Runscribe_Cadence,YOLO_Time_Diff,YOLO_Cadence,Watch_Cadence,Watch_GCT,Watch_Heart_Rate
l,233.4500583625146,0.0,1,l,0.5,7.0,272.0,10.0,0.0,170.2128,0.5002501250625312,239.88000000000005,,,
r,200.1000500250125,0.033350008337502,1,r,0.0399999999999991,7.0,242.0,10.0,81.0,155.8442,0.8004002001000501,149.92499999999998,,,
l,233.4500583625146,0.5002501250625312,2,l,,,,,,,0.7503751875937968,159.92,0.0,0.0,0.0
r,216.7750541937634,0.8337502084375521,2,r,0.8099999999999987,8.0,213.0,13.0,132.0,172.9107,0.7170251792562947,167.35813953488375,0.0,0.0,0.0
l,183.4250458562614,1.250625312656328,3,l,1.2050000000000054,8.0,234.0,11.0,0.0,157.0681,0.700350175087544,171.34285714285707,0.0,0.0,0.0
r,250.1250625312656,1.5507753876938468,3,r,1.5039999999999978,9.0,245.0,12.0,160.0,157.0681,0.7337001834250458,163.55454545454546,0.0,0.0,0.0
l,266.8000667000165,1.950975487743872,4,l,1.9690000000000083,9.0,274.0,6.0,0.0,166.8985,0.7003501750875434,171.34285714285724,0.0,0.0,0.0
r,300.1500750375188,2.2844755711188927,4,r,2.267999999999997,10.0,294.0,9.0,211.0,169.4915,0.7003501750875438,171.34285714285713,0.0,0.0,0.0
l,266.8000667000165,2.6513256628314155,5,l,2.688000000000009,10.0,284.0,8.0,0.0,176.7305,0.6836751709187929,175.52195121951215,0.0,0.0,0.0
r,283.4750708687674,2.9848257462064365,5,r,2.975999999999999,11.0,278.0,10.0,219.0,177.5148,0.6670001667500416,179.91000000000005,0.0,0.0,0.0
l,283.4750708687674,3.3350008337502084,6,l,3.3670000000000044,11.0,274.0,9.0,0.0,181.5431,0.6670001667500411,179.91000000000017,0.0,0.0,0.0
r,300.1500750375188,3.651825912956478,6,r,3.6519999999999975,12.0,296.0,8.0,231.0,183.2061,0.6003001500750376,199.9,0.0,0.0,0.0
l,283.4750708687679,4.0020010005002495,7,l,4.028000000000006,12.0,286.0,9.0,0.0,186.0465,0.6336501584125402,189.37894736842085,0.0,0.0,0.0
r,350.17508754377144,4.252126063031516,7,r,4.306999999999999,13.0,293.0,9.0,249.0,187.5,0.7003501750875447,171.3428571428569,0.0,0.0,0.0
l,283.475070868767,4.63565115891279,8,l,4.673000000000009,13.0,270.0,9.0,0.0,182.0941,0.6503251625812903,184.52307692307704,0.0,0.0,0.0
r,300.1500750375179,4.95247623811906,8,r,4.947000000000006,14.0,294.0,7.0,302.0,182.6484,0.6503251625812894,184.5230769230773,0.0,0.0,0.0
l,283.4750708687679,5.28597632149408,9,l,5.332000000000008,14.0,282.0,8.0,0.0,183.2061,0.667000166750042,179.9099999999999,0.0,0.0,0.0
r,300.1500750375188,5.60280140070035,9,r,5.604000000000003,15.0,291.0,6.0,293.0,181.2689,0.6503251625812911,184.5230769230768,0.0,0.0,0.0
l,283.475070868767,5.952976488244122,10,l,5.987000000000009,15.0,298.0,6.0,101.0,184.8998,0.6503251625812903,184.52307692307704,0.0,0.0,0.0
r,300.1500750375179,6.253126563281641,10,r,6.266000000000002,16.0,296.0,7.0,261.0,187.5,0.6336501584125394,189.3789473684211,0.0,0.0,0.0
l,266.800066700017,6.603301650825412,11,l,6.63600000000001,16.0,280.0,8.0,105.0,189.2744,0.6336501584125394,189.3789473684211,0.0,0.0,0.0
r,300.1500750375188,6.88677672169418,11,r,6.9060000000000095,17.0,295.0,7.0,226.0,185.4714,0.6336501584125394,189.3789473684211,0.0,0.0,0.0
l,300.1500750375188,7.236951809237952,12,l,7.27000000000001,17.0,300.0,8.0,107.0,183.2061,0.6336501584125394,189.3789473684211,0.0,0.0,0.0
r,316.82507920626966,7.52042688010672,12,r,7.553000000000008,18.0,302.0,7.0,183.0,184.0491,0.683675170918792,175.52195121951237,0.0,0.0,0.0
l,300.1500750375188,7.870601967650491,13,l,7.925000000000011,18.0,294.0,7.0,114.0,182.3708,0.6836751709187938,175.52195121951192,0.0,0.0,0.0
r,300.1500750375196,8.204102051025512,13,r,8.205000000000009,19.0,292.0,6.0,183.0,180.9955,0.6670001667500429,179.90999999999968,0.0,0.0,0.0
l,283.4750708687661,8.554277138569285,14,l,8.583000000000013,19.0,288.0,8.0,152.0,180.1802,0.6503251625812894,184.5230769230773,0.0,0.0,0.0
