timestamp,cadence,gct,heart_rate
1698433058.0,0.0,,0.0
1698433059.0,0.0,,0.0
1698433060.0,0.0,,0.0
1698433061.0,0.0,,0.0
1698433062.0,0.0,,0.0
1698433063.0,0.0,,0.0
1698433064.0,0.0,,0.0
1698433065.0,0.0,,0.0
1698433066.0,164.0,,0.0
1698433067.0,164.0,,0.0
1698433068.0,164.0,,0.0
1698433069.0,164.0,,0.0
1698433070.0,164.0,,0.0
1698433071.0,166.0,,0.0
1698433072.0,166.0,,0.0
1698433073.0,166.0,,0.0
1698433074.0,166.0,,0.0
1698433075.0,166.0,,0.0
1698433076.0,166.0,,0.0
1698433077.0,166.0,,0.0
1698433078.0,166.0,,0.0
1698433079.0,166.0,,0.0
1698433080.0,166.0,,0.0
1698433081.0,166.0,,0.0
1698433082.0,166.0,,0.0
1698433083.0,166.0,,0.0
1698433084.0,166.0,,0.0
1698433085.0,166.0,,0.0
1698433086.0,166.0,,0.0
1698433087.0,166.0,,0.0
1698433088.0,166.0,,0.0
1698433089.0,166.0,,0.0
1698433090.0,166.0,,0.0
1698433091.0,166.0,,96.0
1698433092.0,166.0,,96.0
1698433093.0,166.0,,96.0
1698433094.0,166.0,,96.0
1698433095.0,166.0,,96.0
1698433096.0,166.0,,99.0
1698433097.0,166.0,,99.0
1698433098.0,166.0,,99.0
1698433099.0,166.0,,104.0
1698433100.0,166.0,,108.0
1698433101.0,168.0,,112.0
1698433102.0,168.0,,113.0
1698433103.0,168.0,,113.0
1698433104.0,168.0,,114.0
1698433105.0,168.0,,114.0
1698433106.0,168.0,,116.0
1698433107.0,168.0,,116.0
1698433108.0,168.0,,117.0
1698433109.0,168.0,,117.0
1698433110.0,168.0,,120.0
1698433111.0,168.0,,123.0
1698433112.0,166.0,,125.0
1698433113.0,166.0,,127.0
1698433114.0,166.0,,127.0
1698433115.0,166.0,,127.0
1698433116.0,166.0,,128.0
1698433117.0,166.0,,129.0
1698433118.0,166.0,,132.0
1698433119.0,166.0,,132.0
1698433120.0,166.0,,132.0
1698433121.0,166.0,,132.0
1698433122.0,166.0,,133.0
1698433123.0,166.0,,133.0
1698433124.0,166.0,,134.0
1698433125.0,166.0,,137.0
1698433126.0,166.0,,137.0
1698433127.0,166.0,,137.0
1698433128.0,166.0,,138.0
1698433129.0,166.0,,139.0
1698433130.0,166.0,,139.0
1698433131.0,166.0,,139.0
1698433132.0,166.0,,139.0
1698433133.0,166.0,,139.0
1698433134.0,166.0,,139.0
1698433135.0,168.0,,142.0
1698433136.0,168.0,,142.0
1698433137.0,168.0,,142.0
1698433138.0,168.0,,142.0
1698433139.0,168.0,,142.0
1698433140.0,168.0,,142.0
1698433141.0,168.0,,142.0
1698433142.0,168.0,,143.0
1698433143.0,168.0,,144.0
1698433144.0,168.0,,145.0
1698433145.0,168.0,,146.0
1698433146.0,166.0,,147.0
1698433147.0,166.0,,148.0
1698433148.0,166.0,,149.0
1698433149.0,166.0,,149.0
1698433150.0,166.0,,149.0
1698433151.0,164.0,,149.0
1698433152.0,164.0,,151.0
1698433153.0,164.0,,151.0
1698433154.0,164.0,,151.0
1698433155.0,164.0,,151.0
1698433156.0,164.0,,151.0
1698433157.0,164.0,,151.0
1698433158.0,164.0,,151.0
1698433159.0,164.0,,150.0
1698433160.0,164.0,,150.0
1698433161.0,164.0,,151.0
1698433162.0,162.0,,151.0
1698433163.0,162.0,,152.0
