timestamp,cadence,gct,heart_rate,index
1697653740,364,0.0,110,1
1697653741,364,0.0,110,2
1697653742,364,0.0,110,3
1697653743,364,0.0,110,4
1697653744,364,0.0,110,5
1697653745,364,0.0,110,6
1697653746,364,0.0,110,7
1697653747,364,0.0,110,8
1697653748,364,0.0,110,9
1697653749,364,0.0,120,10
1697653750,364,0.0,120,11
1697653751,364,0.0,120,12
1697653752,364,0.0,120,13
1697653753,364,0.0,120,14
1697653754,364,0.0,120,15
1697653755,364,0.0,120,16
1697653756,364,0.0,120,17
1697653757,364,0.0,120,18
1697653758,364,0.0,120,19
1697653759,364,0.0,141,20
1697653760,364,0.0,141,21
1697653761,364,0.0,141,22
1697653762,364,0.0,141,23
1697653763,364,0.0,141,24
1697653764,364,0.0,141,25
1697653765,364,0.0,141,26
1697653766,364,0.0,141,27
1697653767,364,0.0,141,28
1697653768,364,0.0,141,29
1697653769,364,0.0,0,30
1697653770,364,0.0,0,31
1697653771,364,0.0,0,32
1697653772,364,0.0,0,33
1697653773,364,0.0,0,34
1697653774,364,0.0,0,35
1697653775,364,0.0,0,36
1697653776,364,0.0,0,37
1697653777,364,0.0,0,38
1697653778,364,0.0,0,39
1697653779,376,0.0,0,40
1697653780,376,0.0,0,41
1697653781,376,0.0,0,42
1697653782,376,0.0,0,43
1697653783,376,0.0,0,44
1697653784,376,0.0,0,45
1697653785,376,0.0,0,46
1697653786,376,0.0,0,47
1697653787,376,0.0,0,48
1697653788,376,0.0,0,49
1697653789,364,0.0,145,50
1697653790,364,0.0,145,51
1697653791,364,0.0,145,52
1697653792,364,0.0,145,53
1697653793,364,0.0,145,54
1697653794,364,0.0,145,55
1697653795,364,0.0,145,56
1697653796,364,0.0,145,57
1697653797,364,0.0,145,58
1697653798,364,0.0,145,59
1697653799,376,0.0,148,60
1697653800,376,0.0,148,61
1697653801,376,0.0,148,62
1697653802,376,0.0,148,63
1697653803,376,0.0,148,64
1697653804,376,0.0,148,65
1697653805,376,0.0,148,66
1697653806,376,0.0,148,67
1697653807,376,0.0,148,68
1697653808,376,0.0,148,69
1697653809,364,0.0,150,70
1697653810,364,0.0,150,71
1697653811,364,0.0,150,72
1697653812,364,0.0,150,73
1697653813,364,0.0,150,74
1697653814,364,0.0,150,75
1697653815,364,0.0,150,76
1697653816,364,0.0,150,77
1697653817,364,0.0,150,78
1697653818,364,0.0,150,79
1697653819,376,0.0,150,80
1697653820,376,0.0,150,81
1697653821,376,0.0,150,82
1697653822,376,0.0,150,83
1697653823,376,0.0,150,84
1697653824,376,0.0,150,85
1697653825,376,0.0,150,86
1697653826,376,0.0,150,87
1697653827,376,0.0,150,88
1697653828,376,0.0,150,89
1697653829,364,0.0,144,90
1697653830,364,0.0,144,91
1697653831,364,0.0,144,92
1697653832,364,0.0,144,93
1697653833,364,0.0,144,94
1697653834,364,0.0,144,95
1697653835,364,0.0,144,96
1697653836,364,0.0,144,97
1697653837,364,0.0,144,98
1697653838,364,0.0,144,99
1697653839,364,0.0,148,100
1697653840,364,0.0,148,101
1697653841,364,0.0,148,102
1697653842,364,0.0,148,103
1697653843,364,0.0,148,104
1697653844,364,0.0,148,105
1697653845,364,0.0,148,106
1697653846,364,0.0,148,107
1697653847,364,0.0,148,108
1697653848,364,0.0,148,109
1697653849,376,0.0,0,110
1697653850,376,0.0,0,111
1697653851,376,0.0,0,112
1697653852,376,0.0,0,113
1697653853,376,0.0,0,114
1697653854,376,0.0,0,115
1697653855,376,0.0,0,116
1697653856,376,0.0,0,117
1697653857,376,0.0,0,118
1697653858,376,0.0,0,119
1697653859,364,0.0,151,120
1697653860,364,0.0,151,121
1697653861,364,0.0,151,122
1697653862,364,0.0,151,123
1697653863,364,0.0,151,124
1697653864,364,0.0,151,125
1697653865,364,0.0,151,126
1697653866,364,0.0,151,127
1697653867,364,0.0,151,128
1697653868,364,0.0,151,129
1697653869,376,0.0,155,130
1697653870,376,0.0,155,131
1697653871,376,0.0,155,132
1697653872,376,0.0,155,133
1697653873,376,0.0,155,134
1697653874,376,0.0,155,135
1697653875,376,0.0,155,136
1697653876,376,0.0,155,137
1697653877,376,0.0,155,138
1697653878,376,0.0,155,139
1697653879,364,0.0,155,140
1697653880,364,0.0,155,141
1697653881,364,0.0,155,142
1697653882,364,0.0,155,143
1697653883,364,0.0,155,144
1697653884,364,0.0,155,145
1697653885,364,0.0,155,146
1697653886,364,0.0,155,147
1697653887,364,0.0,155,148
1697653888,364,0.0,155,149
1697653889,376,0.0,0,150
1697653890,376,0.0,0,151
1697653891,376,0.0,0,152
1697653892,376,0.0,0,153
1697653893,376,0.0,0,154
