timestamp,cadence,gct,heart_rate,time
1721678318.0,0.0,,0.0,0.0
1721678319.0,0.0,,0.0,1.0
1721678320.0,0.0,,0.0,2.0
1721678321.0,0.0,,0.0,3.0
1721678322.0,0.0,,0.0,4.0
1721678323.0,0.0,,0.0,5.0
1721678324.0,0.0,,0.0,6.0
1721678325.0,0.0,,0.0,7.0
1721678326.0,0.0,,0.0,8.0
1721678327.0,0.0,,0.0,9.0
1721678328.0,0.0,,0.0,10.0
1721678329.0,0.0,,0.0,11.0
1721678330.0,0.0,,0.0,12.0
1721678331.0,0.0,,0.0,13.0
1721678332.0,0.0,,0.0,14.0
1721678333.0,174.0,,0.0,15.0
1721678334.0,174.0,,0.0,16.0
1721678335.0,174.0,,0.0,17.0
1721678336.0,174.0,,0.0,18.0
1721678337.0,174.0,,0.0,19.0
1721678338.0,174.0,,0.0,20.0
1721678339.0,174.0,,0.0,21.0
1721678340.0,174.0,,0.0,22.0
1721678341.0,174.0,,0.0,23.0
1721678342.0,174.0,,96.0,24.0
1721678343.0,172.0,,98.0,25.0
1721678344.0,172.0,,101.0,26.0
1721678345.0,170.0,,101.0,27.0
1721678346.0,170.0,,104.0,28.0
1721678347.0,170.0,,106.0,29.0
1721678348.0,170.0,,110.0,30.0
1721678349.0,170.0,,112.0,31.0
1721678350.0,170.0,,114.0,32.0
1721678351.0,170.0,,114.0,33.0
1721678352.0,170.0,,116.0,34.0
1721678353.0,170.0,,116.0,35.0
1721678354.0,170.0,,116.0,36.0
1721678355.0,170.0,,116.0,37.0
1721678356.0,170.0,,116.0,38.0
1721678357.0,170.0,,118.0,39.0
1721678358.0,172.0,,118.0,40.0
1721678359.0,170.0,,119.0,41.0
1721678360.0,170.0,,119.0,42.0
1721678361.0,170.0,,120.0,43.0
1721678362.0,170.0,,120.0,44.0
1721678363.0,168.0,,120.0,45.0
1721678364.0,168.0,,121.0,46.0
1721678365.0,168.0,,121.0,47.0
1721678366.0,168.0,,122.0,48.0
1721678367.0,168.0,,123.0,49.0
1721678368.0,170.0,,123.0,50.0
1721678369.0,170.0,,124.0,51.0
1721678370.0,170.0,,124.0,52.0
1721678371.0,170.0,,124.0,53.0
1721678372.0,170.0,,124.0,54.0
1721678373.0,170.0,,124.0,55.0
1721678374.0,172.0,,125.0,56.0
1721678375.0,172.0,,126.0,57.0
1721678376.0,172.0,,126.0,58.0
1721678377.0,172.0,,126.0,59.0
1721678378.0,172.0,,126.0,60.0
1721678379.0,172.0,,126.0,61.0
1721678380.0,170.0,,126.0,62.0
1721678381.0,170.0,,126.0,63.0
1721678382.0,170.0,,126.0,64.0
1721678383.0,170.0,,127.0,65.0
1721678384.0,170.0,,127.0,66.0
1721678385.0,170.0,,127.0,67.0
1721678386.0,170.0,,128.0,68.0
1721678387.0,170.0,,130.0,69.0
1721678388.0,170.0,,131.0,70.0
1721678389.0,170.0,,132.0,71.0
1721678390.0,170.0,,132.0,72.0
1721678391.0,170.0,,132.0,73.0
1721678392.0,170.0,,134.0,74.0
1721678393.0,170.0,,135.0,75.0
1721678394.0,170.0,,137.0,76.0
1721678395.0,170.0,,139.0,77.0
1721678396.0,170.0,,141.0,78.0
1721678397.0,170.0,,142.0,79.0
1721678398.0,170.0,,143.0,80.0
1721678399.0,168.0,,143.0,81.0
1721678400.0,168.0,,143.0,82.0
1721678401.0,168.0,,145.0,83.0
1721678402.0,168.0,,146.0,84.0
1721678403.0,168.0,,146.0,85.0
1721678404.0,168.0,,147.0,86.0
1721678405.0,168.0,,147.0,87.0
1721678406.0,168.0,,149.0,88.0
1721678407.0,168.0,,151.0,89.0
1721678408.0,170.0,,152.0,90.0
1721678409.0,170.0,,153.0,91.0
1721678410.0,170.0,,155.0,92.0
1721678411.0,170.0,,156.0,93.0
1721678412.0,170.0,,158.0,94.0
1721678413.0,170.0,,159.0,95.0
1721678414.0,170.0,,159.0,96.0
1721678415.0,168.0,,159.0,97.0
