timestamp,cadence,gct,heart_rate,timestamp.1,index
1709309596,190,0,152,1709309865,506
1709309597,190,0,152,1709309866,507
1709309598,192,0,152,1709309867,508
1709309599,192,0,152,1709309868,509
1709309600,192,0,152,1709309869,510
1709309601,190,0,152,1709309870,511
1709309602,190,0,152,1709309871,512
1709309603,190,0,152,1709309872,513
1709309604,190,0,152,1709309873,514
1709309605,190,0,152,1709309874,515
1709309606,190,0,152,1709309875,516
1709309607,190,0,152,1709309876,517
1709309608,192,0,152,1709309877,518
1709309609,192,0,152,1709309878,519
1709309610,192,0,152,1709309879,520
1709309611,190,0,152,1709309880,521
1709309612,190,0,152,1709309881,522
1709309613,190,0,152,1709309882,523
1709309614,190,0,152,1709309883,524
1709309615,190,0,152,1709309884,525
1709309616,190,0,152,1709309885,526
1709309617,190,0,152,1709309886,527
1709309618,190,0,152,1709309887,528
1709309619,188,0,152,1709309888,529
1709309620,188,0,152,1709309889,530
1709309621,188,0,152,1709309890,531
1709309622,188,0,152,1709309891,532
1709309623,188,0,152,1709309892,533
1709309624,190,0,152,1709309893,534
1709309625,190,0,152,1709309894,535
1709309626,190,0,153,1709309895,536
1709309627,190,0,154,1709309896,537
1709309628,190,0,153,1709309897,538
1709309629,190,0,153,1709309898,539
1709309630,190,0,152,1709309899,540
1709309631,190,0,152,1709309900,541
1709309632,190,0,152,1709309901,542
1709309633,188,0,152,1709309902,543
1709309634,188,0,152,1709309903,544
1709309635,188,0,152,1709309904,545
1709309636,186,0,152,1709309905,546
1709309637,186,0,152,1709309906,547
1709309638,188,0,152,1709309907,548
1709309639,188,0,152,1709309908,549
1709309640,188,0,152,1709309909,550
1709309641,188,0,152,1709309910,551
1709309642,188,0,152,1709309911,552
1709309643,188,0,152,1709309912,553
1709309644,190,0,151,1709309913,554
1709309645,190,0,151,1709309914,555
1709309646,190,0,151,1709309915,556
1709309647,188,0,151,1709309916,557
1709309648,188,0,151,1709309917,558
1709309649,188,0,151,1709309918,559
1709309650,188,0,151,1709309919,560
1709309651,188,0,151,1709309920,561
1709309652,188,0,151,1709309921,562
1709309653,188,0,152,1709309922,563
1709309654,188,0,152,1709309923,564
1709309655,188,0,151,1709309924,565
1709309656,188,0,151,1709309925,566
1709309657,188,0,151,1709309926,567
1709309658,188,0,151,1709309927,568
1709309659,188,0,151,1709309928,569
1709309660,188,0,151,1709309929,570
1709309661,188,0,151,1709309930,571
1709309662,188,0,152,1709309931,572
1709309663,188,0,152,1709309932,573
1709309664,190,0,152,1709309933,574
1709309665,190,0,152,1709309934,575
1709309666,190,0,152,1709309935,576
1709309667,190,0,152,1709309936,577
1709309668,190,0,152,1709309937,578
1709309669,190,0,152,1709309938,579
1709309670,190,0,152,1709309939,580
1709309671,190,0,152,1709309940,581
1709309672,190,0,152,1709309941,582
1709309673,190,0,152,1709309942,583
1709309674,190,0,152,1709309943,584
1709309675,190,0,152,1709309944,585
1709309676,190,0,152,1709309945,586
1709309677,190,0,152,1709309946,587
1709309678,190,0,152,1709309947,588
1709309679,190,0,152,1709309948,589
1709309680,190,0,152,1709309949,590
1709309681,188,0,152,1709309950,591
1709309682,188,0,152,1709309951,592
1709309683,188,0,152,1709309952,593
1709309684,188,0,152,1709309953,594
1709309685,188,0,152,1709309954,595
1709309686,190,0,152,1709309955,596
1709309687,190,0,152,1709309956,597
1709309688,190,0,152,1709309957,598
1709309689,190,0,152,1709309958,599
1709309690,190,0,153,1709309959,600
1709309691,190,0,154,1709309960,601
1709309692,190,0,154,1709309961,602
1709309693,190,0,154,1709309962,603
1709309694,190,0,154,1709309963,604
1709309695,190,0,154,1709309964,605
1709309696,190,0,154,1709309965,606
1709309697,190,0,154,1709309966,607
1709309698,190,0,153,1709309967,608
1709309699,188,0,153,1709309968,609
1709309700,188,0,152,1709309969,610
1709309701,188,0,152,1709309970,611
1709309702,188,0,152,1709309971,612
1709309703,188,0,152,1709309972,613
1709309704,190,0,152,1709309973,614
1709309705,192,0,152,1709309974,615
1709309706,192,0,152,1709309975,616
1709309707,192,0,152,1709309976,617
1709309708,192,0,152,1709309977,618
1709309709,190,0,152,1709309978,619
1709309710,190,0,152,1709309979,620
1709309711,188,0,152,1709309980,621
1709309712,188,0,152,1709309981,622
1709309713,186,0,152,1709309982,623
1709309714,186,0,152,1709309983,624
1709309715,188,0,152,1709309984,625
1709309716,188,0,152,1709309985,626
1709309717,188,0,152,1709309986,627
1709309718,190,0,152,1709309987,628
1709309719,188,0,152,1709309988,629
1709309720,188,0,152,1709309989,630
1709309721,188,0,152,1709309990,631
1709309722,188,0,152,1709309991,632
1709309723,188,0,152,1709309992,633
1709309724,188,0,153,1709309993,634
1709309725,188,0,154,1709309994,635
1709309726,188,0,154,1709309995,636
1709309727,188,0,154,1709309996,637
1709309728,188,0,154,1709309997,638
1709309729,188,0,154,1709309998,639
1709309730,188,0,154,1709309999,640
1709309731,188,0,154,1709310000,641
1709309732,188,0,154,1709310001,642
1709309733,188,0,154,1709310002,643
1709309734,188,0,154,1709310003,644
1709309735,188,0,155,1709310004,645
1709309736,190,0,155,1709310005,646
1709309737,190,0,155,1709310006,647
1709309738,190,0,154,1709310007,648
1709309739,188,0,154,1709310008,649
1709309740,188,0,154,1709310009,650
1709309741,188,0,154,1709310010,651
1709309742,188,0,154,1709310011,652
1709309743,186,0,154,1709310012,653
1709309744,186,0,154,1709310013,654
1709309745,186,0,154,1709310014,655
1709309746,188,0,154,1709310015,656
1709309747,188,0,153,1709310016,657
1709309748,188,0,153,1709310017,658
1709309749,186,0,152,1709310018,659
1709309750,186,0,152,1709310019,660
1709309751,186,0,153,1709310020,661
1709309752,186,0,153,1709310021,662
1709309753,186,0,153,1709310022,663
1709309754,186,0,153,1709310023,664
1709309755,186,0,153,1709310024,665
1709309756,186,0,152,1709310025,666
1709309757,186,0,152,1709310026,667
1709309758,188,0,152,1709310027,668
1709309759,188,0,152,1709310028,669
1709309760,188,0,152,1709310029,670
1709309761,188,0,152,1709310030,671
1709309762,188,0,152,1709310031,672
1709309763,188,0,152,1709310032,673
1709309764,188,0,152,1709310033,674
1709309765,188,0,152,1709310034,675
1709309766,188,0,152,1709310035,676
1709309767,188,0,152,1709310036,677
1709309768,188,0,153,1709310037,678
1709309769,188,0,154,1709310038,679
1709309770,188,0,154,1709310039,680
1709309771,188,0,154,1709310040,681
1709309772,188,0,153,1709310041,682
1709309773,186,0,153,1709310042,683
1709309774,186,0,152,1709310043,684
1709309775,186,0,152,1709310044,685
1709309776,186,0,152,1709310045,686
1709309777,186,0,152,1709310046,687
1709309778,186,0,152,1709310047,688
1709309779,186,0,153,1709310048,689
1709309780,188,0,154,1709310049,690
1709309781,188,0,154,1709310050,691
1709309782,190,0,154,1709310051,692
1709309783,190,0,154,1709310052,693
1709309784,190,0,154,1709310053,694
1709309785,190,0,154,1709310054,695
1709309786,190,0,154,1709310055,696
1709309787,188,0,154,1709310056,697
1709309788,188,0,154,1709310057,698
1709309789,188,0,154,1709310058,699
1709309790,188,0,154,1709310059,700
1709309791,188,0,154,1709310060,701
1709309792,188,0,154,1709310061,702
1709309793,188,0,154,1709310062,703
1709309794,188,0,154,1709310063,704
1709309795,188,0,154,1709310064,705
1709309796,188,0,154,1709310065,706
1709309797,188,0,154,1709310066,707
1709309798,188,0,154,1709310067,708
1709309799,188,0,154,1709310068,709
1709309800,188,0,154,1709310069,710
1709309801,188,0,154,1709310070,711
1709309802,190,0,154,1709310071,712
1709309803,190,0,154,1709310072,713
1709309804,190,0,154,1709310073,714
1709309805,188,0,154,1709310074,715
1709309806,188,0,154,1709310075,716
1709309807,188,0,154,1709310076,717
1709309808,188,0,154,1709310077,718
1709309809,188,0,154,1709310078,719
1709309810,188,0,154,1709310079,720
1709309811,188,0,154,1709310080,721
1709309812,188,0,154,1709310081,722
1709309813,188,0,154,1709310082,723
1709309814,188,0,154,1709310083,724
1709309815,186,0,154,1709310084,725
1709309816,186,0,154,1709310085,726
1709309817,186,0,154,1709310086,727
1709309818,188,0,154,1709310087,728
1709309819,188,0,154,1709310088,729
1709309820,188,0,154,1709310089,730
1709309821,188,0,154,1709310090,731
1709309822,190,0,154,1709310091,732
1709309823,190,0,154,1709310092,733
1709309824,190,0,154,1709310093,734
1709309825,190,0,154,1709310094,735
1709309826,190,0,154,1709310095,736
1709309827,190,0,154,1709310096,737
1709309828,190,0,154,1709310097,738
1709309829,188,0,154,1709310098,739
1709309830,188,0,154,1709310099,740
1709309831,188,0,154,1709310100,741
1709309832,188,0,154,1709310101,742
1709309833,188,0,154,1709310102,743
1709309834,188,0,154,1709310103,744
1709309835,188,0,154,1709310104,745
1709309836,188,0,154,1709310105,746
1709309837,188,0,154,1709310106,747
1709309838,188,0,154,1709310107,748
1709309839,188,0,154,1709310108,749
1709309840,188,0,155,1709310109,750
1709309841,188,0,155,1709310110,751
1709309842,188,0,154,1709310111,752
1709309843,188,0,154,1709310112,753
1709309844,190,0,154,1709310113,754
1709309845,190,0,154,1709310114,755
1709309846,190,0,154,1709310115,756
1709309847,190,0,154,1709310116,757
1709309848,190,0,154,1709310117,758
1709309849,188,0,154,1709310118,759
1709309850,188,0,154,1709310119,760
1709309851,188,0,154,1709310120,761
1709309852,188,0,154,1709310121,762
1709309853,188,0,154,1709310122,763
1709309854,188,0,154,1709310123,764
1709309855,188,0,154,1709310124,765
1709309856,188,0,154,1709310125,766
1709309857,188,0,154,1709310126,767
1709309858,188,0,154,1709310127,768
1709309859,188,0,154,1709310128,769
1709309860,188,0,154,1709310129,770
