timestamp,cadence,gct,heart_rate
1700013307.0,0.0,,0.0
1700013308.0,0.0,,0.0
1700013309.0,0.0,,0.0
1700013310.0,0.0,,0.0
1700013311.0,0.0,,0.0
1700013312.0,0.0,,0.0
1700013313.0,0.0,,0.0
1700013314.0,0.0,,0.0
1700013315.0,0.0,,136.0
1700013316.0,0.0,,137.0
1700013317.0,0.0,,136.0
1700013318.0,0.0,,136.0
1700013319.0,156.0,,136.0
1700013320.0,156.0,,135.0
1700013321.0,156.0,,134.0
1700013322.0,156.0,,133.0
1700013323.0,156.0,,131.0
1700013324.0,156.0,,131.0
1700013325.0,154.0,,130.0
1700013326.0,154.0,,129.0
1700013327.0,154.0,,129.0
1700013328.0,154.0,,129.0
1700013329.0,154.0,,129.0
1700013330.0,154.0,,130.0
1700013331.0,154.0,,130.0
1700013332.0,154.0,,130.0
1700013333.0,152.0,,130.0
1700013334.0,152.0,,130.0
1700013335.0,152.0,,131.0
1700013336.0,152.0,,132.0
1700013337.0,152.0,,133.0
1700013338.0,152.0,,134.0
1700013339.0,152.0,,135.0
1700013340.0,152.0,,136.0
1700013341.0,152.0,,137.0
1700013342.0,152.0,,138.0
1700013343.0,152.0,,140.0
1700013344.0,152.0,,141.0
1700013345.0,152.0,,142.0
1700013346.0,154.0,,142.0
1700013347.0,154.0,,142.0
1700013348.0,154.0,,142.0
1700013349.0,154.0,,142.0
1700013350.0,154.0,,143.0
1700013351.0,154.0,,143.0
1700013352.0,154.0,,143.0
1700013353.0,154.0,,144.0
1700013354.0,154.0,,144.0
1700013355.0,152.0,,145.0
1700013356.0,152.0,,145.0
1700013357.0,152.0,,146.0
1700013358.0,152.0,,146.0
1700013359.0,152.0,,146.0
1700013360.0,152.0,,145.0
1700013361.0,152.0,,145.0
1700013362.0,152.0,,145.0
1700013363.0,152.0,,145.0
1700013364.0,152.0,,145.0
1700013365.0,152.0,,145.0
1700013366.0,152.0,,146.0
1700013367.0,152.0,,145.0
1700013368.0,152.0,,146.0
1700013369.0,152.0,,146.0
1700013370.0,152.0,,147.0
1700013371.0,152.0,,147.0
1700013372.0,152.0,,147.0
1700013373.0,152.0,,147.0
1700013374.0,152.0,,148.0
1700013375.0,152.0,,148.0
1700013376.0,152.0,,149.0
1700013377.0,152.0,,149.0
1700013378.0,152.0,,150.0
1700013379.0,152.0,,150.0
1700013380.0,152.0,,150.0
1700013381.0,152.0,,151.0
1700013382.0,152.0,,151.0
1700013383.0,152.0,,151.0
1700013384.0,152.0,,152.0
1700013385.0,152.0,,152.0
1700013386.0,154.0,,152.0
1700013387.0,154.0,,153.0
1700013388.0,154.0,,155.0
1700013389.0,154.0,,156.0
1700013390.0,154.0,,157.0
1700013391.0,152.0,,158.0
1700013392.0,152.0,,158.0
1700013393.0,152.0,,157.0
1700013394.0,152.0,,157.0
1700013395.0,152.0,,157.0
1700013396.0,152.0,,158.0
1700013397.0,152.0,,158.0
1700013398.0,152.0,,157.0
1700013399.0,152.0,,157.0
1700013400.0,152.0,,157.0
1700013401.0,152.0,,157.0
1700013402.0,152.0,,157.0
1700013403.0,152.0,,157.0
1700013404.0,152.0,,158.0
1700013405.0,152.0,,160.0
1700013406.0,152.0,,160.0
1700013407.0,152.0,,160.0
1700013408.0,152.0,,161.0
1700013409.0,152.0,,162.0
1700013410.0,152.0,,162.0
1700013411.0,150.0,,162.0
1700013412.0,150.0,,163.0
1700013413.0,150.0,,163.0
1700013414.0,150.0,,163.0
1700013415.0,150.0,,163.0
1700013416.0,150.0,,163.0
1700013417.0,150.0,,162.0
1700013418.0,150.0,,162.0
1700013419.0,150.0,,162.0
1700013420.0,150.0,,162.0
1700013421.0,150.0,,163.0
1700013422.0,150.0,,163.0
1700013423.0,150.0,,162.0
1700013424.0,150.0,,163.0
1700013425.0,150.0,,163.0
1700013426.0,152.0,,163.0
1700013427.0,152.0,,164.0
1700013428.0,152.0,,164.0
1700013429.0,152.0,,164.0
1700013430.0,152.0,,164.0
1700013431.0,152.0,,165.0
1700013432.0,152.0,,165.0
1700013433.0,152.0,,165.0
1700013434.0,152.0,,165.0
1700013435.0,152.0,,166.0
1700013436.0,152.0,,166.0
