timestamp,cadence,gct,heart_rate,index
1699043867,0.0,0,0.0,1
1699043868,0.0,0,0.0,2
1699043869,0.0,0,0.0,3
1699043870,0.0,0,0.0,4
1699043871,0.0,0,0.0,5
1699043872,0.0,0,0.0,6
1699043873,0.0,0,0.0,7
1699043874,0.0,0,0.0,8
1699043875,0.0,0,0.0,9
1699043876,0.0,0,0.0,10
1699043877,0.0,0,0.0,11
1699043878,0.0,0,0.0,12
1699043879,0.0,0,0.0,13
1699043880,0.0,0,0.0,14
1699043881,0.0,0,0.0,15
1699043882,0.0,0,0.0,16
1699043883,0.0,0,0.0,17
1699043884,234.0,0,117.0,18
1699043885,234.0,0,117.0,19
1699043886,234.0,0,117.0,20
1699043887,234.0,0,117.0,21
1699043888,236.0,0,118.0,22
1699043889,238.0,0,119.0,23
1699043890,238.0,0,119.0,24
1699043891,238.0,0,119.0,25
1699043892,236.0,0,118.0,26
1699043893,236.0,0,118.0,27
1699043894,234.0,0,117.0,28
1699043895,234.0,0,117.0,29
1699043896,236.0,0,118.0,30
1699043897,238.0,0,119.0,31
1699043898,240.0,0,120.0,32
1699043899,242.0,0,121.0,33
1699043900,244.0,0,122.0,34
1699043901,246.0,0,123.0,35
1699043902,248.0,0,124.0,36
1699043903,248.0,0,124.0,37
1699043904,250.0,0,125.0,38
1699043905,252.0,0,126.0,39
1699043906,254.0,0,127.0,40
1699043907,254.0,0,127.0,41
1699043908,256.0,0,128.0,42
1699043909,256.0,0,128.0,43
1699043910,258.0,0,129.0,44
1699043911,258.0,0,129.0,45
1699043912,258.0,0,129.0,46
1699043913,258.0,0,129.0,47
1699043914,258.0,0,129.0,48
1699043915,258.0,0,129.0,49
1699043916,258.0,0,129.0,50
1699043917,258.0,0,129.0,51
1699043918,258.0,0,129.0,52
1699043919,258.0,0,129.0,53
1699043920,260.0,0,130.0,54
1699043921,260.0,0,130.0,55
1699043922,260.0,0,130.0,56
1699043923,260.0,0,130.0,57
1699043924,264.0,0,132.0,58
1699043925,266.0,0,133.0,59
1699043926,266.0,0,133.0,60
1699043927,270.0,0,135.0,61
1699043928,272.0,0,136.0,62
1699043929,274.0,0,137.0,63
1699043930,274.0,0,137.0,64
1699043931,276.0,0,138.0,65
1699043932,278.0,0,139.0,66
1699043933,280.0,0,140.0,67
1699043934,284.0,0,142.0,68
1699043935,286.0,0,143.0,69
1699043936,288.0,0,144.0,70
1699043937,288.0,0,144.0,71
1699043938,290.0,0,145.0,72
1699043939,290.0,0,145.0,73
1699043940,290.0,0,145.0,74
1699043941,290.0,0,145.0,75
1699043942,292.0,0,146.0,76
1699043943,294.0,0,147.0,77
1699043944,294.0,0,147.0,78
1699043945,294.0,0,147.0,79
1699043946,294.0,0,147.0,80
1699043947,294.0,0,147.0,81
1699043948,292.0,0,146.0,82
1699043949,290.0,0,145.0,83
1699043950,290.0,0,145.0,84
1699043951,290.0,0,145.0,85
1699043952,292.0,0,146.0,86
1699043953,292.0,0,146.0,87
1699043954,294.0,0,147.0,88
1699043955,296.0,0,148.0,89
1699043956,296.0,0,148.0,90
1699043957,296.0,0,148.0,91
1699043958,296.0,0,148.0,92
1699043959,296.0,0,148.0,93
1699043960,296.0,0,148.0,94
1699043961,296.0,0,148.0,95
1699043962,296.0,0,148.0,96
1699043963,298.0,0,149.0,97
1699043964,300.0,0,150.0,98
1699043965,300.0,0,150.0,99
1699043966,302.0,0,151.0,100
1699043967,302.0,0,151.0,101
1699043968,302.0,0,151.0,102
1699043969,304.0,0,152.0,103
1699043970,302.0,0,151.0,104
1699043971,304.0,0,152.0,105
1699043972,304.0,0,152.0,106
1699043973,304.0,0,152.0,107
1699043974,304.0,0,152.0,108
1699043975,304.0,0,152.0,109
1699043976,304.0,0,152.0,110
1699043977,304.0,0,152.0,111
1699043978,304.0,0,152.0,112
1699043979,304.0,0,152.0,113
1699043980,304.0,0,152.0,114
1699043981,304.0,0,152.0,115
1699043982,304.0,0,152.0,116
1699043983,304.0,0,152.0,117
1699043984,302.0,0,151.0,118
1699043985,304.0,0,152.0,119
1699043986,304.0,0,152.0,120
1699043987,304.0,0,152.0,121
1699043988,304.0,0,152.0,122
1699043989,304.0,0,152.0,123
1699043990,302.0,0,151.0,124
1699043991,304.0,0,152.0,125
1699043992,304.0,0,152.0,126
1699043993,304.0,0,152.0,127
1699043994,304.0,0,152.0,128
1699043995,304.0,0,152.0,129
1699043996,306.0,0,153.0,130
1699043997,306.0,0,153.0,131
1699043998,308.0,0,154.0,132
1699043999,308.0,0,154.0,133
1699044000,308.0,0,154.0,134
1699044001,308.0,0,154.0,135
