timestamp,cadence,gct,heart_rate,time
1713551389.0,0.0,,0.0,0.0
1713551390.0,0.0,,0.0,1.0
1713551391.0,0.0,,0.0,2.0
1713551392.0,0.0,,0.0,3.0
1713551393.0,0.0,,0.0,4.0
1713551394.0,0.0,,0.0,5.0
1713551395.0,0.0,,0.0,6.0
1713551396.0,0.0,,0.0,7.0
1713551397.0,0.0,,0.0,8.0
1713551398.0,0.0,,0.0,9.0
1713551399.0,0.0,,0.0,10.0
1713551400.0,182.0,,0.0,11.0
1713551401.0,182.0,,0.0,12.0
1713551402.0,180.0,,0.0,13.0
1713551403.0,180.0,,0.0,14.0
1713551404.0,178.0,,0.0,15.0
1713551405.0,178.0,,0.0,16.0
1713551406.0,176.0,,0.0,17.0
1713551407.0,176.0,,0.0,18.0
1713551408.0,176.0,,0.0,19.0
1713551409.0,176.0,,0.0,20.0
1713551410.0,176.0,,0.0,21.0
1713551411.0,176.0,,0.0,22.0
1713551412.0,176.0,,0.0,23.0
1713551413.0,178.0,,0.0,24.0
1713551414.0,178.0,,0.0,25.0
1713551415.0,178.0,,0.0,26.0
1713551416.0,176.0,,0.0,27.0
1713551417.0,176.0,,0.0,28.0
1713551418.0,174.0,,0.0,29.0
1713551419.0,174.0,,0.0,30.0
1713551420.0,174.0,,0.0,31.0
1713551421.0,174.0,,0.0,32.0
1713551422.0,174.0,,96.0,33.0
1713551423.0,176.0,,96.0,34.0
1713551424.0,176.0,,96.0,35.0
1713551425.0,178.0,,96.0,36.0
1713551426.0,178.0,,98.0,37.0
1713551427.0,178.0,,100.0,38.0
1713551428.0,178.0,,100.0,39.0
1713551429.0,178.0,,100.0,40.0
1713551430.0,178.0,,100.0,41.0
1713551431.0,176.0,,100.0,42.0
1713551432.0,176.0,,100.0,43.0
1713551433.0,176.0,,100.0,44.0
1713551434.0,176.0,,102.0,45.0
1713551435.0,176.0,,104.0,46.0
1713551436.0,176.0,,105.0,47.0
1713551437.0,176.0,,105.0,48.0
1713551438.0,176.0,,105.0,49.0
1713551439.0,176.0,,106.0,50.0
1713551440.0,176.0,,106.0,51.0
1713551441.0,176.0,,108.0,52.0
1713551442.0,176.0,,109.0,53.0
1713551443.0,176.0,,109.0,54.0
1713551444.0,176.0,,109.0,55.0
1713551445.0,178.0,,109.0,56.0
1713551446.0,176.0,,109.0,57.0
1713551447.0,176.0,,109.0,58.0
1713551448.0,176.0,,109.0,59.0
1713551449.0,176.0,,109.0,60.0
1713551450.0,176.0,,113.0,61.0
1713551451.0,178.0,,115.0,62.0
1713551452.0,176.0,,118.0,63.0
1713551453.0,176.0,,120.0,64.0
1713551454.0,176.0,,123.0,65.0
1713551455.0,176.0,,125.0,66.0
1713551456.0,176.0,,128.0,67.0
1713551457.0,174.0,,130.0,68.0
1713551458.0,174.0,,133.0,69.0
1713551459.0,174.0,,135.0,70.0
1713551460.0,172.0,,137.0,71.0
1713551461.0,172.0,,139.0,72.0
1713551462.0,172.0,,139.0,73.0
1713551463.0,172.0,,139.0,74.0
1713551464.0,172.0,,140.0,75.0
1713551465.0,174.0,,140.0,76.0
1713551466.0,174.0,,140.0,77.0
1713551467.0,174.0,,142.0,78.0
1713551468.0,174.0,,142.0,79.0
1713551469.0,174.0,,144.0,80.0
1713551470.0,174.0,,145.0,81.0
1713551471.0,174.0,,145.0,82.0
1713551472.0,174.0,,145.0,83.0
1713551473.0,176.0,,145.0,84.0
1713551474.0,174.0,,145.0,85.0
1713551475.0,174.0,,145.0,86.0
1713551476.0,174.0,,145.0,87.0
1713551477.0,176.0,,145.0,88.0
1713551478.0,176.0,,145.0,89.0
1713551479.0,176.0,,145.0,90.0
1713551480.0,176.0,,145.0,91.0
1713551481.0,176.0,,146.0,92.0
1713551482.0,176.0,,148.0,93.0
1713551483.0,176.0,,149.0,94.0
1713551484.0,174.0,,149.0,95.0
1713551485.0,174.0,,149.0,96.0
1713551486.0,174.0,,149.0,97.0
1713551487.0,174.0,,150.0,98.0
1713551488.0,174.0,,150.0,99.0
1713551489.0,174.0,,151.0,100.0
1713551490.0,174.0,,152.0,101.0
1713551491.0,174.0,,152.0,102.0
1713551492.0,174.0,,153.0,103.0
1713551493.0,174.0,,154.0,104.0
1713551494.0,174.0,,154.0,105.0
1713551495.0,174.0,,155.0,106.0
1713551496.0,174.0,,155.0,107.0
1713551497.0,174.0,,155.0,108.0
1713551498.0,174.0,,156.0,109.0
1713551499.0,174.0,,156.0,110.0
1713551500.0,172.0,,155.0,111.0
1713551501.0,172.0,,155.0,112.0
1713551502.0,172.0,,155.0,113.0
1713551503.0,172.0,,155.0,114.0
1713551504.0,172.0,,155.0,115.0
1713551505.0,172.0,,155.0,116.0
1713551506.0,172.0,,155.0,117.0
1713551507.0,172.0,,155.0,118.0
1713551508.0,172.0,,155.0,119.0
1713551509.0,174.0,,155.0,120.0
1713551510.0,174.0,,156.0,121.0
1713551511.0,174.0,,156.0,122.0
1713551512.0,174.0,,156.0,123.0
1713551513.0,174.0,,156.0,124.0
1713551514.0,172.0,,156.0,125.0
1713551515.0,172.0,,156.0,126.0
1713551516.0,172.0,,156.0,127.0
1713551517.0,172.0,,156.0,128.0
1713551518.0,172.0,,156.0,129.0
1713551519.0,172.0,,155.0,130.0
1713551520.0,172.0,,155.0,131.0
1713551521.0,172.0,,155.0,132.0
1713551522.0,170.0,,156.0,133.0
1713551523.0,170.0,,156.0,134.0
1713551524.0,170.0,,156.0,135.0
1713551525.0,172.0,,156.0,136.0
1713551526.0,172.0,,156.0,137.0
1713551527.0,172.0,,156.0,138.0
1713551528.0,170.0,,156.0,139.0
1713551529.0,170.0,,156.0,140.0
1713551530.0,170.0,,156.0,141.0
1713551531.0,172.0,,156.0,142.0
1713551532.0,170.0,,156.0,143.0
1713551533.0,170.0,,156.0,144.0
1713551534.0,170.0,,157.0,145.0
1713551535.0,170.0,,158.0,146.0
1713551536.0,170.0,,158.0,147.0
1713551537.0,170.0,,159.0,148.0
1713551538.0,170.0,,159.0,149.0
1713551539.0,170.0,,160.0,150.0
1713551540.0,170.0,,161.0,151.0
1713551541.0,170.0,,161.0,152.0
1713551542.0,170.0,,160.0,153.0
1713551543.0,172.0,,160.0,154.0
1713551544.0,172.0,,160.0,155.0
1713551545.0,172.0,,160.0,156.0
1713551546.0,172.0,,160.0,157.0
1713551547.0,172.0,,160.0,158.0
1713551548.0,172.0,,160.0,159.0
1713551549.0,172.0,,160.0,160.0
1713551550.0,172.0,,160.0,161.0
1713551551.0,172.0,,160.0,162.0
1713551552.0,172.0,,161.0,163.0
1713551553.0,172.0,,162.0,164.0
1713551554.0,172.0,,161.0,165.0
1713551555.0,172.0,,161.0,166.0
1713551556.0,170.0,,160.0,167.0
1713551557.0,170.0,,160.0,168.0
1713551558.0,170.0,,161.0,169.0
1713551559.0,170.0,,161.0,170.0
1713551560.0,170.0,,161.0,171.0
1713551561.0,170.0,,161.0,172.0
1713551562.0,170.0,,161.0,173.0
1713551563.0,170.0,,161.0,174.0
1713551564.0,170.0,,161.0,175.0
1713551565.0,170.0,,161.0,176.0
1713551566.0,170.0,,161.0,177.0
1713551567.0,170.0,,161.0,178.0
1713551568.0,170.0,,161.0,179.0
1713551569.0,170.0,,161.0,180.0
1713551570.0,170.0,,161.0,181.0
1713551571.0,172.0,,161.0,182.0
1713551572.0,172.0,,161.0,183.0
1713551573.0,172.0,,161.0,184.0
