timestamp,cadence,gct,heart_rate,time
1721674729.0,0.0,,0.0,0.0
1721674730.0,0.0,,0.0,1.0
1721674731.0,0.0,,0.0,2.0
1721674732.0,0.0,,85.0,3.0
1721674733.0,0.0,,85.0,4.0
1721674734.0,0.0,,85.0,5.0
1721674735.0,0.0,,84.0,6.0
1721674736.0,0.0,,83.0,7.0
1721674737.0,0.0,,83.0,8.0
1721674738.0,0.0,,83.0,9.0
1721674739.0,0.0,,83.0,10.0
1721674740.0,0.0,,83.0,11.0
1721674741.0,0.0,,83.0,12.0
1721674742.0,0.0,,83.0,13.0
1721674743.0,0.0,,83.0,14.0
1721674744.0,0.0,,83.0,15.0
1721674745.0,0.0,,83.0,16.0
1721674746.0,0.0,,84.0,17.0
1721674747.0,0.0,,86.0,18.0
1721674748.0,0.0,,87.0,19.0
1721674749.0,182.0,,89.0,20.0
1721674750.0,182.0,,91.0,21.0
1721674751.0,182.0,,94.0,22.0
1721674752.0,182.0,,96.0,23.0
1721674753.0,182.0,,99.0,24.0
1721674754.0,182.0,,101.0,25.0
1721674755.0,182.0,,101.0,26.0
1721674756.0,182.0,,102.0,27.0
1721674757.0,182.0,,103.0,28.0
1721674758.0,182.0,,104.0,29.0
1721674759.0,182.0,,104.0,30.0
1721674760.0,182.0,,105.0,31.0
1721674761.0,182.0,,105.0,32.0
1721674762.0,182.0,,106.0,33.0
1721674763.0,182.0,,106.0,34.0
1721674764.0,182.0,,107.0,35.0
1721674765.0,182.0,,107.0,36.0
1721674766.0,182.0,,108.0,37.0
1721674767.0,182.0,,108.0,38.0
1721674768.0,182.0,,108.0,39.0
1721674769.0,182.0,,108.0,40.0
1721674770.0,182.0,,109.0,41.0
1721674771.0,182.0,,109.0,42.0
1721674772.0,182.0,,111.0,43.0
1721674773.0,182.0,,114.0,44.0
1721674774.0,182.0,,117.0,45.0
1721674775.0,182.0,,119.0,46.0
1721674776.0,182.0,,121.0,47.0
1721674777.0,182.0,,121.0,48.0
1721674778.0,182.0,,123.0,49.0
1721674779.0,182.0,,123.0,50.0
1721674780.0,182.0,,124.0,51.0
1721674781.0,182.0,,125.0,52.0
1721674782.0,182.0,,126.0,53.0
1721674783.0,182.0,,127.0,54.0
1721674784.0,182.0,,127.0,55.0
1721674785.0,182.0,,127.0,56.0
1721674786.0,182.0,,127.0,57.0
1721674787.0,182.0,,128.0,58.0
1721674788.0,182.0,,128.0,59.0
1721674789.0,182.0,,128.0,60.0
1721674790.0,182.0,,127.0,61.0
1721674791.0,180.0,,128.0,62.0
1721674792.0,180.0,,129.0,63.0
1721674793.0,180.0,,129.0,64.0
1721674794.0,180.0,,131.0,65.0
1721674795.0,180.0,,131.0,66.0
1721674796.0,180.0,,131.0,67.0
1721674797.0,180.0,,131.0,68.0
1721674798.0,180.0,,132.0,69.0
1721674799.0,182.0,,132.0,70.0
1721674800.0,182.0,,133.0,71.0
1721674801.0,182.0,,133.0,72.0
1721674802.0,182.0,,133.0,73.0
1721674803.0,182.0,,136.0,74.0
1721674804.0,182.0,,136.0,75.0
1721674805.0,182.0,,136.0,76.0
1721674806.0,182.0,,136.0,77.0
1721674807.0,182.0,,136.0,78.0
1721674808.0,182.0,,138.0,79.0
1721674809.0,182.0,,138.0,80.0
1721674810.0,182.0,,139.0,81.0
1721674811.0,182.0,,140.0,82.0
1721674812.0,184.0,,141.0,83.0
1721674813.0,182.0,,141.0,84.0
1721674814.0,182.0,,142.0,85.0
1721674815.0,182.0,,142.0,86.0
1721674816.0,182.0,,142.0,87.0
1721674817.0,182.0,,142.0,88.0
1721674818.0,182.0,,142.0,89.0
1721674819.0,182.0,,141.0,90.0
1721674820.0,182.0,,141.0,91.0
1721674821.0,182.0,,139.0,92.0
1721674822.0,182.0,,139.0,93.0
1721674823.0,182.0,,138.0,94.0
1721674824.0,182.0,,137.0,95.0
1721674825.0,182.0,,137.0,96.0
1721674826.0,182.0,,137.0,97.0
1721674827.0,182.0,,136.0,98.0
1721674828.0,182.0,,136.0,99.0
1721674829.0,182.0,,136.0,100.0
1721674830.0,182.0,,136.0,101.0
1721674831.0,182.0,,136.0,102.0
1721674832.0,182.0,,136.0,103.0
1721674833.0,182.0,,136.0,104.0
1721674834.0,182.0,,137.0,105.0
1721674835.0,182.0,,137.0,106.0
1721674836.0,182.0,,137.0,107.0
1721674837.0,182.0,,138.0,108.0
1721674838.0,182.0,,138.0,109.0
1721674839.0,182.0,,138.0,110.0
1721674840.0,182.0,,138.0,111.0
1721674841.0,182.0,,137.0,112.0
1721674842.0,182.0,,137.0,113.0
1721674843.0,182.0,,137.0,114.0
1721674844.0,182.0,,138.0,115.0
1721674845.0,180.0,,137.0,116.0
1721674846.0,180.0,,138.0,117.0
1721674847.0,178.0,,138.0,118.0
1721674848.0,178.0,,138.0,119.0
1721674849.0,178.0,,138.0,120.0
1721674850.0,178.0,,138.0,121.0
1721674851.0,178.0,,139.0,122.0
1721674852.0,178.0,,139.0,123.0
1721674853.0,180.0,,139.0,124.0
1721674854.0,180.0,,139.0,125.0
1721674855.0,180.0,,139.0,126.0
1721674856.0,182.0,,139.0,127.0
1721674857.0,182.0,,139.0,128.0
