timestamp,cadence,gct,heart_rate,index
1705637014,120.0,0.0,109.0,1
1705637015,134.0,0.0,110.0,2
1705637016,134.0,446.0,111.0,3
1705637017,192.0,273.0,110.0,4
1705637018,230.0,225.0,112.0,5
1705637019,230.0,209.0,111.0,6
1705637020,196.0,203.0,113.0,7
1705637021,196.0,172.0,117.0,8
1705637022,196.0,171.0,120.0,9
1705637023,198.0,185.0,123.0,10
1705637024,202.0,183.0,124.0,11
1705637025,202.0,181.0,123.0,12
1705637026,202.0,181.0,123.0,13
1705637027,202.0,182.0,123.0,14
1705637028,202.0,184.0,124.0,15
1705637029,202.0,186.0,125.0,16
1705637030,202.0,186.0,125.0,17
1705637031,204.0,181.0,125.0,18
1705637032,206.0,181.0,126.0,19
1705637033,206.0,180.0,126.0,20
1705637034,204.0,183.0,126.0,21
1705637035,204.0,183.0,127.0,22
1705637036,204.0,183.0,128.0,23
1705637037,204.0,184.0,129.0,24
1705637038,204.0,186.0,131.0,25
1705637039,204.0,185.0,133.0,26
1705637040,202.0,185.0,135.0,27
1705637041,188.0,199.0,137.0,28
1705637042,188.0,199.0,139.0,29
1705637043,188.0,199.0,141.0,30
1705637044,204.0,182.0,142.0,31
1705637045,204.0,183.0,144.0,32
1705637046,204.0,183.0,145.0,33
1705637047,204.0,179.0,147.0,34
1705637048,204.0,177.0,148.0,35
1705637049,202.0,178.0,149.0,36
1705637050,202.0,175.0,150.0,37
1705637051,202.0,172.0,151.0,38
1705637052,202.0,170.0,152.0,39
1705637053,202.0,169.0,153.0,40
1705637054,202.0,170.0,154.0,41
1705637055,202.0,171.0,155.0,42
1705637056,202.0,172.0,156.0,43
1705637057,202.0,173.0,157.0,44
1705637058,204.0,171.0,158.0,45
1705637059,204.0,171.0,159.0,46
1705637060,204.0,171.0,159.0,47
1705637061,202.0,174.0,160.0,48
1705637062,202.0,175.0,161.0,49
1705637063,202.0,176.0,162.0,50
1705637064,204.0,174.0,162.0,51
1705637065,204.0,173.0,163.0,52
1705637066,204.0,172.0,163.0,53
1705637067,204.0,171.0,164.0,54
1705637068,204.0,170.0,165.0,55
1705637069,204.0,169.0,166.0,56
1705637070,202.0,172.0,166.0,57
1705637071,202.0,172.0,166.0,58
1705637072,202.0,172.0,167.0,59
1705637073,202.0,171.0,167.0,60
1705637074,202.0,170.0,167.0,61
1705637075,202.0,170.0,167.0,62
1705637076,202.0,170.0,168.0,63
1705637077,202.0,170.0,168.0,64
1705637078,200.0,172.0,168.0,65
1705637079,200.0,173.0,169.0,66
1705637080,200.0,173.0,169.0,67
1705637081,200.0,173.0,170.0,68
1705637082,200.0,173.0,170.0,69
1705637083,200.0,173.0,171.0,70
1705637084,202.0,171.0,172.0,71
1705637085,202.0,171.0,172.0,72
1705637086,202.0,171.0,173.0,73
1705637087,202.0,171.0,173.0,74
1705637088,202.0,171.0,173.0,75
1705637089,202.0,169.0,174.0,76
1705637090,202.0,170.0,174.0,77
1705637091,202.0,170.0,174.0,78
1705637092,202.0,171.0,175.0,79
1705637093,202.0,171.0,175.0,80
1705637094,202.0,173.0,176.0,81
1705637095,202.0,175.0,176.0,82
1705637096,200.0,178.0,177.0,83
1705637097,200.0,177.0,177.0,84
1705637098,200.0,173.0,177.0,85
1705637099,202.0,167.0,177.0,86
1705637100,204.0,165.0,177.0,87
1705637101,204.0,165.0,177.0,88
1705637102,202.0,168.0,178.0,89
1705637103,202.0,168.0,178.0,90
1705637104,202.0,168.0,178.0,91
1705637105,202.0,168.0,178.0,92
1705637106,202.0,168.0,178.0,93
1705637107,202.0,168.0,179.0,94
1705637108,202.0,168.0,179.0,95
1705637109,202.0,168.0,179.0,96
1705637110,160.0,211.0,179.0,97
1705637111,160.0,211.0,179.0,98
1705637112,160.0,211.0,179.0,99
1705637113,160.0,211.0,179.0,100
1705637114,160.0,211.0,179.0,101
1705637115,160.0,218.0,179.0,102
1705637116,160.0,223.0,179.0,103
1705637117,202.0,182.0,180.0,104
1705637118,202.0,185.0,180.0,105
1705637119,202.0,188.0,180.0,106
1705637120,200.0,184.0,180.0,107
1705637121,200.0,179.0,180.0,108
1705637122,200.0,176.0,180.0,109
1705637123,200.0,176.0,180.0,110
1705637124,200.0,175.0,180.0,111
1705637125,200.0,175.0,180.0,112
1705637126,200.0,176.0,181.0,113
1705637127,200.0,176.0,181.0,114
1705637128,200.0,176.0,181.0,115
1705637129,200.0,176.0,181.0,116
1705637130,200.0,175.0,181.0,117
1705637131,196.0,175.0,181.0,118
1705637132,196.0,171.0,181.0,119
1705637133,196.0,169.0,181.0,120
1705637134,196.0,169.0,182.0,121
1705637135,200.0,168.0,182.0,122
1705637136,200.0,169.0,182.0,123
1705637137,200.0,171.0,182.0,124
1705637138,200.0,172.0,182.0,125
1705637139,200.0,171.0,182.0,126
1705637140,200.0,170.0,182.0,127
1705637141,200.0,170.0,182.0,128
1705637142,200.0,169.0,182.0,129
1705637143,200.0,168.0,182.0,130
1705637144,202.0,165.0,182.0,131
1705637145,202.0,165.0,182.0,132
1705637146,202.0,165.0,182.0,133
1705637147,204.0,163.0,182.0,134
1705637148,204.0,161.0,181.0,135
1705637149,204.0,162.0,181.0,136
1705637150,202.0,169.0,181.0,137
1705637151,202.0,171.0,181.0,138
1705637152,202.0,175.0,181.0,139
1705637153,202.0,178.0,182.0,140
1705637154,202.0,179.0,181.0,141
1705637155,202.0,180.0,181.0,142
1705637156,202.0,181.0,182.0,143
1705637157,202.0,179.0,182.0,144
1705637158,202.0,180.0,182.0,145
1705637159,202.0,181.0,182.0,146
1705637160,202.0,181.0,182.0,147
1705637161,202.0,181.0,182.0,148
1705637162,202.0,181.0,182.0,149
1705637163,202.0,181.0,182.0,150
1705637164,202.0,179.0,182.0,151
1705637165,202.0,179.0,182.0,152
1705637166,202.0,179.0,182.0,153
1705637167,202.0,179.0,183.0,154
1705637168,202.0,179.0,183.0,155
1705637169,202.0,178.0,183.0,156
1705637170,206.0,176.0,183.0,157
