timestamp,cadence,gct,heart_rate
1700012673.0,0.0,,0.0
1700012674.0,0.0,,0.0
1700012675.0,0.0,,0.0
1700012676.0,0.0,,0.0
1700012677.0,0.0,,0.0
1700012678.0,0.0,,0.0
1700012679.0,0.0,,0.0
1700012680.0,0.0,,0.0
1700012681.0,0.0,,0.0
1700012682.0,0.0,,0.0
1700012683.0,0.0,,0.0
1700012684.0,0.0,,0.0
1700012685.0,0.0,,0.0
1700012686.0,0.0,,0.0
1700012687.0,164.0,,0.0
1700012688.0,164.0,,0.0
1700012689.0,164.0,,0.0
1700012690.0,166.0,,132.0
1700012691.0,166.0,,131.0
1700012692.0,166.0,,130.0
1700012693.0,166.0,,130.0
1700012694.0,168.0,,130.0
1700012695.0,166.0,,131.0
1700012696.0,166.0,,133.0
1700012697.0,166.0,,133.0
1700012698.0,166.0,,133.0
1700012699.0,166.0,,134.0
1700012700.0,166.0,,135.0
1700012701.0,166.0,,136.0
1700012702.0,166.0,,136.0
1700012703.0,166.0,,136.0
1700012704.0,166.0,,136.0
1700012705.0,166.0,,136.0
1700012706.0,166.0,,137.0
1700012707.0,166.0,,137.0
1700012708.0,166.0,,138.0
1700012709.0,166.0,,140.0
1700012710.0,166.0,,141.0
1700012711.0,166.0,,143.0
1700012712.0,166.0,,145.0
1700012713.0,166.0,,146.0
1700012714.0,166.0,,147.0
1700012715.0,166.0,,148.0
1700012716.0,166.0,,148.0
1700012717.0,166.0,,149.0
1700012718.0,166.0,,149.0
1700012719.0,166.0,,149.0
1700012720.0,166.0,,149.0
1700012721.0,166.0,,149.0
1700012722.0,166.0,,149.0
1700012723.0,166.0,,149.0
1700012724.0,166.0,,148.0
1700012725.0,166.0,,148.0
1700012726.0,166.0,,149.0
1700012727.0,166.0,,149.0
1700012728.0,166.0,,150.0
1700012729.0,166.0,,151.0
1700012730.0,166.0,,152.0
1700012731.0,166.0,,154.0
1700012732.0,166.0,,155.0
1700012733.0,166.0,,156.0
1700012734.0,166.0,,156.0
1700012735.0,166.0,,157.0
1700012736.0,166.0,,158.0
1700012737.0,166.0,,159.0
1700012738.0,168.0,,160.0
1700012739.0,166.0,,160.0
1700012740.0,166.0,,161.0
1700012741.0,166.0,,161.0
1700012742.0,166.0,,161.0
1700012743.0,166.0,,161.0
1700012744.0,166.0,,162.0
1700012745.0,166.0,,162.0
1700012746.0,166.0,,162.0
1700012747.0,166.0,,163.0
1700012748.0,166.0,,163.0
1700012749.0,166.0,,163.0
1700012750.0,166.0,,163.0
1700012751.0,164.0,,163.0
1700012752.0,164.0,,163.0
1700012753.0,164.0,,163.0
1700012754.0,166.0,,163.0
1700012755.0,166.0,,163.0
1700012756.0,166.0,,163.0
1700012757.0,166.0,,163.0
1700012758.0,166.0,,163.0
1700012759.0,166.0,,163.0
1700012760.0,166.0,,164.0
1700012761.0,166.0,,164.0
1700012762.0,166.0,,164.0
1700012763.0,166.0,,164.0
1700012764.0,166.0,,164.0
1700012765.0,166.0,,164.0
1700012766.0,166.0,,165.0
1700012767.0,166.0,,165.0
1700012768.0,164.0,,165.0
1700012769.0,164.0,,165.0
1700012770.0,164.0,,165.0
1700012771.0,164.0,,167.0
1700012772.0,164.0,,167.0
1700012773.0,164.0,,169.0
1700012774.0,164.0,,169.0
1700012775.0,164.0,,169.0
1700012776.0,164.0,,170.0
1700012777.0,164.0,,170.0
1700012778.0,164.0,,170.0
1700012779.0,164.0,,170.0
1700012780.0,164.0,,171.0
1700012781.0,164.0,,171.0
1700012782.0,164.0,,172.0
1700012783.0,164.0,,173.0
1700012784.0,166.0,,174.0
1700012785.0,166.0,,174.0
1700012786.0,166.0,,175.0
1700012787.0,166.0,,175.0
1700012788.0,166.0,,176.0
1700012789.0,166.0,,177.0
1700012790.0,166.0,,177.0
1700012791.0,166.0,,177.0
1700012792.0,166.0,,177.0
1700012793.0,164.0,,176.0
1700012794.0,164.0,,177.0
1700012795.0,164.0,,177.0
1700012796.0,164.0,,176.0
1700012797.0,164.0,,176.0
1700012798.0,164.0,,176.0
1700012799.0,162.0,,177.0
1700012800.0,162.0,,177.0
