timestamp,cadence,gct,heart_rate,time
1727533997.0,0.0,,0.0,0.0
1727533998.0,0.0,,0.0,1.0
1727533999.0,0.0,,0.0,2.0
1727534000.0,0.0,,0.0,3.0
1727534001.0,0.0,,0.0,4.0
1727534002.0,0.0,,0.0,5.0
1727534003.0,0.0,,0.0,6.0
1727534004.0,0.0,,0.0,7.0
1727534005.0,0.0,,0.0,8.0
1727534006.0,0.0,,0.0,9.0
1727534007.0,0.0,,0.0,10.0
1727534008.0,0.0,,0.0,11.0
1727534009.0,0.0,,0.0,12.0
1727534010.0,166.0,,0.0,13.0
1727534011.0,166.0,,0.0,14.0
1727534012.0,166.0,,0.0,15.0
1727534013.0,166.0,,96.0,16.0
1727534014.0,166.0,,99.0,17.0
1727534015.0,166.0,,101.0,18.0
1727534016.0,166.0,,104.0,19.0
1727534017.0,168.0,,106.0,20.0
1727534018.0,168.0,,109.0,21.0
1727534019.0,168.0,,111.0,22.0
1727534020.0,168.0,,114.0,23.0
1727534021.0,168.0,,116.0,24.0
1727534022.0,168.0,,119.0,25.0
1727534023.0,168.0,,120.0,26.0
1727534024.0,168.0,,120.0,27.0
1727534025.0,168.0,,121.0,28.0
1727534026.0,168.0,,121.0,29.0
1727534027.0,168.0,,122.0,30.0
1727534028.0,166.0,,122.0,31.0
1727534029.0,166.0,,122.0,32.0
1727534030.0,166.0,,124.0,33.0
1727534031.0,166.0,,125.0,34.0
1727534032.0,166.0,,127.0,35.0
1727534033.0,166.0,,128.0,36.0
1727534034.0,166.0,,127.0,37.0
1727534035.0,166.0,,127.0,38.0
1727534036.0,166.0,,127.0,39.0
1727534037.0,166.0,,127.0,40.0
1727534038.0,164.0,,127.0,41.0
1727534039.0,164.0,,127.0,42.0
1727534040.0,164.0,,128.0,43.0
1727534041.0,164.0,,128.0,44.0
1727534042.0,164.0,,128.0,45.0
1727534043.0,164.0,,128.0,46.0
1727534044.0,166.0,,128.0,47.0
1727534045.0,166.0,,129.0,48.0
1727534046.0,166.0,,128.0,49.0
1727534047.0,168.0,,128.0,50.0
1727534048.0,168.0,,129.0,51.0
1727534049.0,168.0,,129.0,52.0
1727534050.0,168.0,,130.0,53.0
1727534051.0,168.0,,130.0,54.0
1727534052.0,168.0,,132.0,55.0
1727534053.0,168.0,,132.0,56.0
1727534054.0,168.0,,134.0,57.0
1727534055.0,168.0,,135.0,58.0
1727534056.0,168.0,,136.0,59.0
1727534057.0,168.0,,136.0,60.0
1727534058.0,168.0,,137.0,61.0
1727534059.0,168.0,,137.0,62.0
1727534060.0,166.0,,137.0,63.0
1727534061.0,166.0,,137.0,64.0
1727534062.0,166.0,,137.0,65.0
1727534063.0,166.0,,137.0,66.0
1727534064.0,166.0,,137.0,67.0
1727534065.0,168.0,,137.0,68.0
1727534066.0,168.0,,137.0,69.0
1727534067.0,168.0,,137.0,70.0
1727534068.0,168.0,,137.0,71.0
1727534069.0,168.0,,137.0,72.0
1727534070.0,168.0,,137.0,73.0
1727534071.0,168.0,,137.0,74.0
1727534072.0,168.0,,137.0,75.0
1727534073.0,168.0,,137.0,76.0
1727534074.0,168.0,,138.0,77.0
1727534075.0,168.0,,138.0,78.0
1727534076.0,168.0,,139.0,79.0
1727534077.0,168.0,,140.0,80.0
1727534078.0,168.0,,140.0,81.0
1727534079.0,168.0,,140.0,82.0
1727534080.0,168.0,,140.0,83.0
1727534081.0,168.0,,141.0,84.0
1727534082.0,168.0,,140.0,85.0
1727534083.0,168.0,,140.0,86.0
1727534084.0,168.0,,140.0,87.0
1727534085.0,168.0,,141.0,88.0
1727534086.0,168.0,,141.0,89.0
1727534087.0,168.0,,141.0,90.0
1727534088.0,168.0,,142.0,91.0
1727534089.0,168.0,,142.0,92.0
1727534090.0,168.0,,143.0,93.0
1727534091.0,168.0,,143.0,94.0
1727534092.0,168.0,,143.0,95.0
1727534093.0,168.0,,143.0,96.0
1727534094.0,168.0,,143.0,97.0
