timestamp,cadence,gct,heart_rate,time
1721502129.0,0.0,,0.0,0.0
1721502130.0,0.0,,0.0,1.0
1721502131.0,0.0,,0.0,2.0
1721502132.0,0.0,,100.0,3.0
1721502133.0,0.0,,100.0,4.0
1721502134.0,0.0,,100.0,5.0
1721502135.0,0.0,,100.0,6.0
1721502136.0,0.0,,100.0,7.0
1721502137.0,0.0,,100.0,8.0
1721502138.0,0.0,,100.0,9.0
1721502139.0,0.0,,100.0,10.0
1721502140.0,0.0,,100.0,11.0
1721502141.0,0.0,,101.0,12.0
1721502142.0,0.0,,102.0,13.0
1721502143.0,164.0,,105.0,14.0
1721502144.0,164.0,,107.0,15.0
1721502145.0,164.0,,109.0,16.0
1721502146.0,164.0,,109.0,17.0
1721502147.0,162.0,,109.0,18.0
1721502148.0,162.0,,110.0,19.0
1721502149.0,162.0,,109.0,20.0
1721502150.0,162.0,,109.0,21.0
1721502151.0,162.0,,109.0,22.0
1721502152.0,162.0,,109.0,23.0
1721502153.0,162.0,,109.0,24.0
1721502154.0,162.0,,109.0,25.0
1721502155.0,162.0,,109.0,26.0
1721502156.0,162.0,,109.0,27.0
1721502157.0,162.0,,109.0,28.0
1721502158.0,162.0,,109.0,29.0
1721502159.0,162.0,,109.0,30.0
1721502160.0,162.0,,109.0,31.0
1721502161.0,162.0,,109.0,32.0
1721502162.0,162.0,,109.0,33.0
1721502163.0,162.0,,109.0,34.0
1721502164.0,162.0,,110.0,35.0
1721502165.0,162.0,,111.0,36.0
1721502166.0,162.0,,112.0,37.0
1721502167.0,162.0,,113.0,38.0
1721502168.0,162.0,,113.0,39.0
1721502169.0,162.0,,113.0,40.0
1721502170.0,162.0,,114.0,41.0
1721502171.0,162.0,,114.0,42.0
1721502172.0,162.0,,115.0,43.0
1721502173.0,162.0,,116.0,44.0
1721502174.0,162.0,,116.0,45.0
1721502175.0,162.0,,117.0,46.0
1721502176.0,164.0,,117.0,47.0
1721502177.0,162.0,,118.0,48.0
1721502178.0,162.0,,118.0,49.0
1721502179.0,162.0,,119.0,50.0
1721502180.0,160.0,,119.0,51.0
1721502181.0,160.0,,119.0,52.0
1721502182.0,160.0,,120.0,53.0
1721502183.0,160.0,,120.0,54.0
1721502184.0,160.0,,120.0,55.0
1721502185.0,162.0,,121.0,56.0
1721502186.0,162.0,,121.0,57.0
1721502187.0,162.0,,121.0,58.0
1721502188.0,162.0,,121.0,59.0
1721502189.0,162.0,,122.0,60.0
1721502190.0,162.0,,122.0,61.0
1721502191.0,160.0,,122.0,62.0
1721502192.0,160.0,,122.0,63.0
1721502193.0,160.0,,123.0,64.0
1721502194.0,160.0,,123.0,65.0
1721502195.0,160.0,,123.0,66.0
1721502196.0,160.0,,123.0,67.0
1721502197.0,160.0,,123.0,68.0
1721502198.0,162.0,,124.0,69.0
1721502199.0,162.0,,124.0,70.0
1721502200.0,162.0,,125.0,71.0
1721502201.0,162.0,,125.0,72.0
1721502202.0,162.0,,125.0,73.0
1721502203.0,162.0,,125.0,74.0
1721502204.0,164.0,,125.0,75.0
1721502205.0,164.0,,126.0,76.0
1721502206.0,164.0,,126.0,77.0
1721502207.0,164.0,,126.0,78.0
1721502208.0,164.0,,126.0,79.0
1721502209.0,162.0,,126.0,80.0
1721502210.0,162.0,,127.0,81.0
1721502211.0,160.0,,127.0,82.0
1721502212.0,160.0,,127.0,83.0
1721502213.0,160.0,,127.0,84.0
1721502214.0,160.0,,127.0,85.0
1721502215.0,160.0,,127.0,86.0
1721502216.0,160.0,,127.0,87.0
1721502217.0,160.0,,127.0,88.0
1721502218.0,162.0,,128.0,89.0
1721502219.0,162.0,,128.0,90.0
1721502220.0,162.0,,128.0,91.0
1721502221.0,162.0,,128.0,92.0
1721502222.0,162.0,,128.0,93.0
1721502223.0,162.0,,128.0,94.0
1721502224.0,162.0,,129.0,95.0
1721502225.0,162.0,,129.0,96.0
1721502226.0,162.0,,129.0,97.0
1721502227.0,162.0,,129.0,98.0
1721502228.0,164.0,,130.0,99.0
1721502229.0,162.0,,130.0,100.0
1721502230.0,162.0,,130.0,101.0
1721502231.0,162.0,,130.0,102.0
1721502232.0,162.0,,130.0,103.0
1721502233.0,162.0,,130.0,104.0
1721502234.0,162.0,,130.0,105.0
1721502235.0,160.0,,130.0,106.0
1721502236.0,160.0,,130.0,107.0
1721502237.0,160.0,,130.0,108.0
1721502238.0,160.0,,130.0,109.0
1721502239.0,158.0,,130.0,110.0
1721502240.0,158.0,,130.0,111.0
1721502241.0,158.0,,130.0,112.0
1721502242.0,158.0,,130.0,113.0
1721502243.0,158.0,,130.0,114.0
1721502244.0,160.0,,130.0,115.0
1721502245.0,160.0,,130.0,116.0
1721502246.0,160.0,,130.0,117.0
1721502247.0,160.0,,130.0,118.0
1721502248.0,160.0,,130.0,119.0
1721502249.0,158.0,,130.0,120.0
1721502250.0,158.0,,130.0,121.0
1721502251.0,158.0,,130.0,122.0
1721502252.0,158.0,,129.0,123.0
1721502253.0,156.0,,129.0,124.0
1721502254.0,156.0,,129.0,125.0
1721502255.0,156.0,,129.0,126.0
1721502256.0,156.0,,129.0,127.0
1721502257.0,156.0,,129.0,128.0
1721502258.0,156.0,,129.0,129.0
1721502259.0,156.0,,129.0,130.0
1721502260.0,156.0,,129.0,131.0
1721502261.0,156.0,,128.0,132.0
1721502262.0,156.0,,128.0,133.0
1721502263.0,156.0,,128.0,134.0
1721502264.0,156.0,,128.0,135.0
1721502265.0,156.0,,128.0,136.0
1721502266.0,158.0,,128.0,137.0
1721502267.0,158.0,,128.0,138.0
1721502268.0,158.0,,128.0,139.0
1721502269.0,158.0,,128.0,140.0
1721502270.0,158.0,,128.0,141.0
