timestamp,cadence,gct,heart_rate,time
1721301700.0,0.0,,0.0,0.0
1721301701.0,0.0,,0.0,1.0
1721301702.0,0.0,,0.0,2.0
1721301703.0,0.0,,91.0,3.0
1721301704.0,0.0,,91.0,4.0
1721301705.0,0.0,,91.0,5.0
1721301706.0,0.0,,91.0,6.0
1721301707.0,0.0,,91.0,7.0
1721301708.0,0.0,,91.0,8.0
1721301709.0,0.0,,91.0,9.0
1721301710.0,0.0,,91.0,10.0
1721301711.0,0.0,,91.0,11.0
1721301712.0,0.0,,91.0,12.0
1721301713.0,0.0,,91.0,13.0
1721301714.0,174.0,,91.0,14.0
1721301715.0,174.0,,91.0,15.0
1721301716.0,174.0,,91.0,16.0
1721301717.0,174.0,,91.0,17.0
1721301718.0,174.0,,91.0,18.0
1721301719.0,174.0,,93.0,19.0
1721301720.0,174.0,,93.0,20.0
1721301721.0,172.0,,94.0,21.0
1721301722.0,172.0,,94.0,22.0
1721301723.0,172.0,,94.0,23.0
1721301724.0,172.0,,94.0,24.0
1721301725.0,172.0,,96.0,25.0
1721301726.0,172.0,,97.0,26.0
1721301727.0,172.0,,98.0,27.0
1721301728.0,172.0,,99.0,28.0
1721301729.0,172.0,,100.0,29.0
1721301730.0,172.0,,100.0,30.0
1721301731.0,172.0,,102.0,31.0
1721301732.0,172.0,,103.0,32.0
1721301733.0,172.0,,103.0,33.0
1721301734.0,174.0,,103.0,34.0
1721301735.0,174.0,,104.0,35.0
1721301736.0,174.0,,105.0,36.0
1721301737.0,176.0,,106.0,37.0
1721301738.0,174.0,,107.0,38.0
1721301739.0,174.0,,108.0,39.0
1721301740.0,174.0,,109.0,40.0
1721301741.0,174.0,,109.0,41.0
1721301742.0,174.0,,110.0,42.0
1721301743.0,174.0,,113.0,43.0
1721301744.0,174.0,,114.0,44.0
1721301745.0,174.0,,115.0,45.0
1721301746.0,174.0,,115.0,46.0
1721301747.0,174.0,,115.0,47.0
1721301748.0,172.0,,118.0,48.0
1721301749.0,172.0,,118.0,49.0
1721301750.0,172.0,,119.0,50.0
1721301751.0,174.0,,121.0,51.0
1721301752.0,174.0,,122.0,52.0
1721301753.0,174.0,,124.0,53.0
1721301754.0,174.0,,125.0,54.0
1721301755.0,174.0,,127.0,55.0
1721301756.0,174.0,,130.0,56.0
1721301757.0,174.0,,130.0,57.0
1721301758.0,172.0,,130.0,58.0
1721301759.0,172.0,,129.0,59.0
1721301760.0,172.0,,130.0,60.0
1721301761.0,172.0,,130.0,61.0
1721301762.0,172.0,,131.0,62.0
1721301763.0,172.0,,131.0,63.0
1721301764.0,172.0,,131.0,64.0
1721301765.0,172.0,,131.0,65.0
1721301766.0,172.0,,131.0,66.0
1721301767.0,172.0,,131.0,67.0
1721301768.0,172.0,,133.0,68.0
1721301769.0,172.0,,134.0,69.0
1721301770.0,172.0,,135.0,70.0
1721301771.0,174.0,,135.0,71.0
1721301772.0,172.0,,135.0,72.0
1721301773.0,172.0,,135.0,73.0
1721301774.0,172.0,,138.0,74.0
1721301775.0,172.0,,138.0,75.0
1721301776.0,172.0,,138.0,76.0
1721301777.0,172.0,,139.0,77.0
1721301778.0,172.0,,139.0,78.0
1721301779.0,172.0,,139.0,79.0
1721301780.0,172.0,,140.0,80.0
