timestamp,cadence,gct,heart_rate,index
1707340798.0,0.0,0,0.0,1
1707340799.0,0.0,0,0.0,2
1707340800.0,0.0,0,0.0,3
1707340801.0,0.0,0,0.0,4
1707340802.0,0.0,0,0.0,5
1707340803.0,0.0,0,0.0,6
1707340804.0,0.0,0,0.0,7
1707340805.0,0.0,0,77.0,8
1707340806.0,0.0,0,77.0,9
1707340807.0,0.0,0,77.0,10
1707340808.0,0.0,0,77.0,11
1707340809.0,148.0,0,77.0,12
1707340810.0,148.0,0,77.0,13
1707340811.0,148.0,0,77.0,14
1707340812.0,148.0,0,77.0,15
1707340813.0,150.0,0,77.0,16
1707340814.0,150.0,0,77.0,17
1707340815.0,152.0,0,77.0,18
1707340816.0,152.0,0,77.0,19
1707340817.0,152.0,0,77.0,20
1707340818.0,154.0,0,79.0,21
1707340819.0,154.0,0,79.0,22
1707340820.0,154.0,0,79.0,23
1707340821.0,154.0,0,79.0,24
1707340822.0,154.0,0,79.0,25
1707340823.0,154.0,0,80.0,26
1707340824.0,154.0,0,81.0,27
1707340825.0,154.0,0,81.0,28
1707340826.0,154.0,0,81.0,29
1707340827.0,152.0,0,84.0,30
1707340828.0,150.0,0,85.0,31
1707340829.0,148.0,0,85.0,32
1707340830.0,148.0,0,86.0,33
1707340831.0,146.0,0,87.0,34
1707340832.0,144.0,0,87.0,35
1707340833.0,144.0,0,87.0,36
1707340834.0,146.0,0,87.0,37
1707340835.0,146.0,0,91.0,38
1707340836.0,146.0,0,92.0,39
1707340837.0,146.0,0,92.0,40
1707340838.0,146.0,0,92.0,41
1707340839.0,146.0,0,95.0,42
1707340840.0,146.0,0,95.0,43
1707340841.0,146.0,0,99.0,44
1707340842.0,146.0,0,101.0,45
1707340843.0,146.0,0,103.0,46
1707340844.0,146.0,0,106.0,47
1707340845.0,146.0,0,106.0,48
1707340846.0,146.0,0,106.0,49
1707340847.0,146.0,0,106.0,50
1707340848.0,148.0,0,107.0,51
1707340849.0,148.0,0,108.0,52
1707340850.0,148.0,0,108.0,53
1707340851.0,148.0,0,108.0,54
1707340852.0,148.0,0,110.0,55
1707340853.0,148.0,0,112.0,56
1707340854.0,148.0,0,114.0,57
1707340855.0,148.0,0,116.0,58
1707340856.0,148.0,0,116.0,59
1707340857.0,148.0,0,116.0,60
1707340858.0,148.0,0,124.0,61
1707340859.0,148.0,0,131.0,62
1707340860.0,148.0,0,132.0,63
1707340861.0,148.0,0,136.0,64
1707340862.0,148.0,0,139.0,65
1707340863.0,148.0,0,142.0,66
1707340864.0,150.0,0,146.0,67
1707340865.0,150.0,0,147.0,68
1707340866.0,150.0,0,148.0,69
1707340867.0,150.0,0,149.0,70
1707340868.0,150.0,0,150.0,71
1707340869.0,150.0,0,151.0,72
1707340870.0,150.0,0,152.0,73
1707340871.0,150.0,0,153.0,74
1707340872.0,150.0,0,157.0,75
1707340873.0,148.0,0,160.0,76
1707340874.0,148.0,0,160.0,77
1707340875.0,148.0,0,162.0,78
1707340876.0,150.0,0,165.0,79
1707340877.0,150.0,0,165.0,80
1707340878.0,150.0,0,165.0,81
1707340879.0,150.0,0,165.0,82
1707340880.0,150.0,0,165.0,83
