timestamp,cadence,gct,heart_rate
1700012179.0,0.0,,0.0
1700012180.0,0.0,,0.0
1700012181.0,0.0,,0.0
1700012182.0,0.0,,0.0
1700012183.0,0.0,,0.0
1700012184.0,0.0,,0.0
1700012185.0,0.0,,0.0
1700012186.0,0.0,,0.0
1700012187.0,0.0,,0.0
1700012188.0,0.0,,0.0
1700012189.0,0.0,,0.0
1700012190.0,0.0,,0.0
1700012191.0,160.0,,0.0
1700012192.0,160.0,,0.0
1700012193.0,160.0,,0.0
1700012194.0,160.0,,0.0
1700012195.0,160.0,,120.0
1700012196.0,158.0,,120.0
1700012197.0,158.0,,119.0
1700012198.0,160.0,,119.0
1700012199.0,158.0,,118.0
1700012200.0,158.0,,118.0
1700012201.0,158.0,,118.0
1700012202.0,156.0,,119.0
1700012203.0,156.0,,120.0
1700012204.0,156.0,,121.0
1700012205.0,156.0,,122.0
1700012206.0,156.0,,123.0
1700012207.0,154.0,,124.0
1700012208.0,154.0,,125.0
1700012209.0,156.0,,126.0
1700012210.0,156.0,,128.0
1700012211.0,156.0,,129.0
1700012212.0,156.0,,130.0
1700012213.0,156.0,,132.0
1700012214.0,158.0,,134.0
1700012215.0,156.0,,134.0
1700012216.0,156.0,,135.0
1700012217.0,156.0,,136.0
1700012218.0,156.0,,136.0
1700012219.0,156.0,,136.0
1700012220.0,158.0,,137.0
1700012221.0,156.0,,136.0
1700012222.0,156.0,,136.0
1700012223.0,156.0,,136.0
1700012224.0,158.0,,135.0
1700012225.0,158.0,,135.0
1700012226.0,158.0,,135.0
1700012227.0,156.0,,135.0
1700012228.0,156.0,,136.0
1700012229.0,156.0,,136.0
1700012230.0,156.0,,138.0
1700012231.0,156.0,,139.0
1700012232.0,156.0,,141.0
1700012233.0,156.0,,143.0
1700012234.0,156.0,,143.0
1700012235.0,156.0,,145.0
1700012236.0,156.0,,146.0
1700012237.0,156.0,,146.0
1700012238.0,156.0,,145.0
1700012239.0,156.0,,146.0
1700012240.0,156.0,,146.0
1700012241.0,156.0,,147.0
1700012242.0,158.0,,147.0
1700012243.0,158.0,,148.0
1700012244.0,158.0,,148.0
1700012245.0,158.0,,148.0
1700012246.0,158.0,,149.0
1700012247.0,158.0,,150.0
1700012248.0,158.0,,150.0
1700012249.0,158.0,,151.0
1700012250.0,158.0,,152.0
1700012251.0,158.0,,153.0
1700012252.0,158.0,,153.0
1700012253.0,158.0,,154.0
1700012254.0,158.0,,154.0
1700012255.0,158.0,,154.0
1700012256.0,158.0,,154.0
1700012257.0,158.0,,154.0
1700012258.0,158.0,,153.0
1700012259.0,158.0,,154.0
1700012260.0,158.0,,154.0
1700012261.0,156.0,,155.0
1700012262.0,156.0,,155.0
1700012263.0,156.0,,155.0
1700012264.0,158.0,,155.0
1700012265.0,156.0,,155.0
1700012266.0,156.0,,156.0
1700012267.0,156.0,,156.0
1700012268.0,158.0,,156.0
1700012269.0,158.0,,156.0
1700012270.0,158.0,,155.0
1700012271.0,158.0,,155.0
1700012272.0,158.0,,155.0
1700012273.0,158.0,,155.0
1700012274.0,158.0,,156.0
1700012275.0,158.0,,156.0
1700012276.0,158.0,,157.0
1700012277.0,158.0,,158.0
1700012278.0,158.0,,159.0
1700012279.0,158.0,,159.0
1700012280.0,158.0,,160.0
1700012281.0,158.0,,160.0
1700012282.0,158.0,,160.0
1700012283.0,158.0,,159.0
1700012284.0,158.0,,159.0
1700012285.0,158.0,,159.0
1700012286.0,158.0,,159.0
1700012287.0,158.0,,159.0
1700012288.0,158.0,,160.0
1700012289.0,158.0,,160.0
1700012290.0,160.0,,160.0
1700012291.0,160.0,,159.0
1700012292.0,160.0,,159.0
1700012293.0,158.0,,159.0
1700012294.0,158.0,,160.0
1700012295.0,158.0,,160.0
1700012296.0,158.0,,160.0
1700012297.0,158.0,,161.0
1700012298.0,158.0,,161.0
1700012299.0,158.0,,161.0
1700012300.0,158.0,,161.0
1700012301.0,158.0,,161.0
1700012302.0,158.0,,160.0
1700012303.0,158.0,,161.0
1700012304.0,158.0,,161.0
1700012305.0,158.0,,161.0
1700012306.0,158.0,,161.0
1700012307.0,158.0,,161.0
1700012308.0,158.0,,161.0
1700012309.0,158.0,,161.0
1700012310.0,160.0,,162.0
1700012311.0,160.0,,163.0
1700012312.0,160.0,,164.0
1700012313.0,160.0,,165.0
1700012314.0,160.0,,165.0
1700012315.0,160.0,,166.0
1700012316.0,160.0,,166.0
1700012317.0,160.0,,166.0
1700012318.0,160.0,,165.0
1700012319.0,160.0,,165.0
1700012320.0,160.0,,166.0
1700012321.0,160.0,,165.0
1700012322.0,160.0,,165.0
1700012323.0,158.0,,165.0
1700012324.0,158.0,,165.0
1700012325.0,158.0,,165.0
1700012326.0,158.0,,165.0
1700012327.0,158.0,,164.0
1700012328.0,158.0,,164.0
1700012329.0,158.0,,165.0
1700012330.0,158.0,,165.0
1700012331.0,158.0,,165.0
1700012332.0,158.0,,165.0
1700012333.0,158.0,,166.0
1700012334.0,158.0,,166.0
1700012335.0,158.0,,166.0
1700012336.0,158.0,,167.0
1700012337.0,158.0,,168.0
1700012338.0,158.0,,169.0
1700012339.0,158.0,,169.0
1700012340.0,160.0,,170.0
1700012341.0,160.0,,170.0
1700012342.0,160.0,,170.0
1700012343.0,160.0,,171.0
1700012344.0,160.0,,171.0
1700012345.0,160.0,,171.0
1700012346.0,160.0,,171.0
1700012347.0,160.0,,171.0
1700012348.0,160.0,,171.0
1700012349.0,160.0,,170.0
1700012350.0,160.0,,170.0
1700012351.0,160.0,,170.0
1700012352.0,160.0,,170.0
1700012353.0,160.0,,170.0
1700012354.0,160.0,,169.0
1700012355.0,160.0,,169.0
1700012356.0,160.0,,169.0
1700012357.0,158.0,,169.0
1700012358.0,158.0,,170.0
1700012359.0,158.0,,170.0
1700012360.0,158.0,,170.0
1700012361.0,158.0,,170.0
1700012362.0,158.0,,169.0
1700012363.0,158.0,,169.0
1700012364.0,158.0,,169.0
1700012365.0,158.0,,169.0
1700012366.0,158.0,,169.0
1700012367.0,158.0,,170.0
1700012368.0,158.0,,170.0
1700012369.0,158.0,,171.0
1700012370.0,160.0,,171.0
1700012371.0,160.0,,171.0
1700012372.0,160.0,,171.0
1700012373.0,158.0,,171.0
1700012374.0,158.0,,171.0
1700012375.0,158.0,,171.0
1700012376.0,158.0,,171.0
1700012377.0,156.0,,172.0
1700012378.0,156.0,,171.0
1700012379.0,156.0,,171.0
1700012380.0,158.0,,171.0
1700012381.0,158.0,,171.0
1700012382.0,158.0,,171.0
1700012383.0,158.0,,171.0
1700012384.0,158.0,,171.0
1700012385.0,158.0,,171.0
1700012386.0,158.0,,171.0
1700012387.0,158.0,,171.0
1700012388.0,158.0,,171.0
1700012389.0,158.0,,171.0
1700012390.0,158.0,,171.0
1700012391.0,158.0,,171.0
1700012392.0,158.0,,172.0
1700012393.0,158.0,,172.0
1700012394.0,158.0,,173.0
1700012395.0,158.0,,173.0
1700012396.0,158.0,,173.0
1700012397.0,158.0,,173.0
1700012398.0,158.0,,173.0
1700012399.0,158.0,,173.0
1700012400.0,160.0,,173.0
1700012401.0,160.0,,173.0
1700012402.0,160.0,,174.0
1700012403.0,160.0,,174.0
1700012404.0,160.0,,174.0
1700012405.0,160.0,,173.0
1700012406.0,160.0,,173.0
1700012407.0,160.0,,173.0
1700012408.0,160.0,,173.0
1700012409.0,160.0,,173.0
1700012410.0,160.0,,173.0
1700012411.0,160.0,,173.0
1700012412.0,160.0,,173.0
1700012413.0,160.0,,173.0
1700012414.0,160.0,,173.0
1700012415.0,160.0,,173.0
1700012416.0,160.0,,173.0
1700012417.0,158.0,,173.0
1700012418.0,158.0,,173.0
1700012419.0,158.0,,173.0
1700012420.0,158.0,,173.0
1700012421.0,158.0,,173.0
1700012422.0,160.0,,173.0
1700012423.0,160.0,,174.0
1700012424.0,160.0,,174.0
1700012425.0,160.0,,174.0
1700012426.0,160.0,,174.0
1700012427.0,158.0,,174.0
1700012428.0,158.0,,174.0
1700012429.0,158.0,,174.0
1700012430.0,158.0,,174.0
1700012431.0,158.0,,174.0
1700012432.0,158.0,,174.0
1700012433.0,158.0,,174.0
1700012434.0,158.0,,174.0
1700012435.0,158.0,,174.0
1700012436.0,158.0,,174.0
1700012437.0,158.0,,174.0
1700012438.0,158.0,,174.0
1700012439.0,158.0,,175.0
1700012440.0,158.0,,176.0
1700012441.0,158.0,,176.0
1700012442.0,158.0,,176.0
1700012443.0,158.0,,176.0
1700012444.0,158.0,,176.0
1700012445.0,158.0,,176.0
1700012446.0,158.0,,176.0
1700012447.0,158.0,,176.0
1700012448.0,158.0,,176.0
1700012449.0,158.0,,176.0
1700012450.0,158.0,,176.0
1700012451.0,158.0,,176.0
1700012452.0,158.0,,176.0
1700012453.0,158.0,,176.0
1700012454.0,158.0,,176.0
1700012455.0,156.0,,176.0
1700012456.0,156.0,,176.0
1700012457.0,156.0,,176.0
1700012458.0,156.0,,177.0
1700012459.0,156.0,,176.0
1700012460.0,156.0,,176.0
1700012461.0,156.0,,176.0
1700012462.0,0.0,,176.0
1700012463.0,0.0,,177.0
