time,ax,ay,az,Unnamed: 4,Unnamed: 5
0.0,5.542706299,-0.7180725098,6.502279663,1710355782808.0,92.26
0.0100000000000051,6.982440186,-0.1000396729,6.499588013,1710355782808.0,92.27
0.0200000000000031,6.704751587,0.02153320313,9.286343384,1710355782808.0,92.28
0.0300000000000011,8.126242065,0.9661529541,7.917788696,1710355782808.0,92.29
0.0400000000000062,9.612481689,0.5320495605,5.433395386,1710355782808.0,92.3
0.0500000000000042,7.969677734,0.4632629395,5.45836792,1710355782808.0,92.31
0.0600000000000022,5.49395752,0.2859130859,6.749462891,1710355782808.0,92.32
0.0700000000000002,4.400698853,-0.166583252,8.161233521,1710355782808.0,92.33
0.0800000000000054,5.677288818,0.8115325928,8.348452759,1710355782808.0,92.34
0.0900000000000034,8.312713623,0.5004974365,6.333901978,1710355782808.0,92.35
0.1000000000000014,9.902282715,-0.3363067627,3.81421814,1710355782808.0,92.36
0.1100000000000065,8.767602539,-0.4508514404,4.365707397,1710355782808.0,92.37
0.1200000000000045,6.26496582,-0.5588165283,5.60954895,1710355782808.0,92.38
0.1300000000000025,3.606063843,-0.2796325684,6.032885742,1710355782808.0,92.39
0.1400000000000005,5.338140869,-0.3973175049,7.337887573,1710355782808.0,92.4
0.1500000000000056,11.18455505,0.6299957275,7.334896851,1710355782808.0,92.41
0.1600000000000037,13.3558197,0.708203125,5.736056519,1710355782808.0,92.42
0.1700000000000017,9.816748047,-0.1025817871,5.4947052,1710355782808.0,92.43
0.1800000000000068,4.914953613,0.06295471191,7.475012207,1710355782808.0,92.44
0.1900000000000048,3.745581055,-0.04396362305,10.50536194,1710355782808.0,92.45
0.2000000000000028,4.095346069,0.08374023438,11.99952698,1710355782808.0,92.46
0.2100000000000008,7.06423645,0.4444213867,3.844873047,1710355782808.0,92.47
0.2200000000000059,9.625790405,0.7358673096,1.642056274,1710355782809.0,92.48
0.2300000000000039,10.22019653,0.5794525146,3.912313843,1710355782809.0,92.49
0.240000000000002,9.03168335,-0.07805786133,7.216165161,1710355782809.0,92.5
0.25,6.341827393,0.3988128662,10.59568176,1710355782809.0,92.51
0.2600000000000051,5.577099609,0.5653961182,8.651263428,1710355782809.0,92.52
0.2700000000000031,7.006665039,0.1774993896,6.331958008,1710355782809.0,92.53
